Evid,EqLon,EqLat,EqDep,CatMag,Namps
60076302,-110.696,44.593,13.94,1.1,5
60076307,-110.712,44.59,12.59,0.65,4
60076312,-110.706,44.585,12.66,0.9,5
60076317,-110.712,44.586,11.48,1.12,7
60076327,-110.74,44.588,9.61,1.22,7
60076332,-110.716,44.584,11.25,1.23,4
60076352,-110.74,44.584,10.06,1.85,8
60076357,-110.722,44.59,9.88,1.08,7
60076377,-111.114,44.749,8.74,0.88,4
60076387,-111.373,44.846,17.33,1.07,4
60076612,-110.754,44.738,10.0,1.8,5
60076887,-110.769,44.733,7.21,1.76,5
60077137,-110.752,44.813,9.07,1.26,5
60077142,-111.119,44.595,10.92,0.36,4
60077392,-111.008,44.7,8.25,0.51,2
60077457,-110.848,44.785,3.79,0.59,2
60077467,-110.819,44.821,6.16,1.08,5
60077697,-111.226,44.815,16.22,1.99,8
60077837,-110.756,44.819,7.22,1.48,6
60077842,-110.966,44.572,15.24,1.11,6
60077847,-110.96,44.563,13.24,0.38,3
60077992,-110.707,44.586,8.92,1.38,6
60078437,-111.409,44.812,13.7,1.13,4
60078477,-110.782,44.792,6.82,1.74,5
60078682,-111.127,44.736,16.52,0.66,4
60078732,-111.015,44.818,14.79,1.8,8
60078842,-110.439,44.475,8.47,1.37,4
60079012,-110.987,44.844,8.06,0.58,4
60079182,-110.984,44.451,9.35,1.23,6
60079187,-111.003,44.444,9.43,1.14,6
60079192,-110.961,44.432,11.7,0.79,5
60079692,-111.059,44.739,12.11,0.51,3
60079697,-111.054,44.732,11.93,0.89,6
60079702,-110.257,44.553,7.57,1.51,6
60079712,-110.791,44.773,7.5,1.22,6
60079717,-110.79,44.777,8.57,0.85,4
60079727,-110.791,44.767,6.91,2.22,9
60079757,-111.063,44.739,13.61,1.82,6
60079762,-111.062,44.729,10.83,0.65,4
60079767,-111.058,44.739,13.87,1.23,6
60080247,-110.988,44.843,8.18,0.73,3
60080312,-111.041,44.74,7.97,0.96,3
60080552,-109.951,44.662,12.53,2.16,3
60080792,-111.175,44.775,15.21,1.54,4
60080902,-110.592,44.396,4.93,1.43,7
60080907,-110.597,44.389,4.34,1.46,4
60080912,-110.596,44.389,3.87,1.95,9
60080917,-110.588,44.38,6.36,1.3,4
60080927,-110.594,44.391,3.96,1.69,6
60080937,-110.6,44.392,3.83,1.75,6
60081012,-110.81,44.401,4.61,1.55,4
60081057,-111.028,44.679,8.88,0.52,3
60081087,-111.191,44.753,15.23,1.42,7
60081247,-111.136,44.616,9.36,1.36,4
60081267,-111.138,44.766,13.7,1.28,3
60081282,-110.796,44.8,4.69,1.01,3
60081287,-111.13,44.746,10.16,0.87,4
60081332,-111.136,44.763,15.16,1.56,7
60081337,-111.139,44.763,14.93,1.78,7
60081342,-111.126,44.759,13.76,1.51,4
60081347,-111.13,44.754,13.4,1.62,3
60081357,-111.139,44.764,14.85,1.97,6
60081362,-111.139,44.762,14.69,1.75,6
60081367,-111.133,44.748,11.9,1.11,4
60081392,-111.154,44.801,11.9,0.54,3
60081402,-111.137,44.759,13.85,1.3,6
60081417,-111.134,44.752,13.42,0.73,2
60081422,-111.139,44.764,14.69,1.6,7
60081442,-111.133,44.759,13.94,1.05,5
60081447,-111.13,44.758,13.35,1.72,8
60081457,-111.137,44.757,13.71,1.1,5
60081462,-111.141,44.767,14.44,0.47,4
60081502,-111.133,44.76,12.54,0.94,4
60081602,-111.166,44.809,12.6,1.59,3
60081702,-110.547,44.502,6.02,1.47,3
60081712,-111.268,44.758,15.88,1.12,4
60081747,-111.042,44.638,10.79,0.89,4
60081752,-111.043,44.633,11.61,1.07,5
60081767,-110.686,44.825,6.54,1.94,9
60081807,-111.115,44.756,12.52,0.56,3
60081842,-111.115,44.753,10.33,0.49,3
60081847,-111.124,44.752,12.78,1.02,2
60081857,-111.126,44.752,14.39,0.86,4
60081862,-111.119,44.755,10.18,0.64,4
60081877,-111.123,44.752,11.88,0.58,4
60081932,-111.125,44.756,13.9,1.27,7
60081942,-111.118,44.755,14.98,2.0,8
60081952,-111.11,44.76,12.84,1.0,5
60081962,-111.124,44.757,14.33,0.82,5
60081972,-111.121,44.749,10.02,0.49,4
60081992,-111.121,44.75,12.14,0.24,3
60082007,-111.114,44.761,14.81,0.81,5
60082012,-111.112,44.759,10.8,0.23,4
60082027,-111.131,44.757,13.72,1.42,6
60082082,-111.118,44.751,12.75,0.95,5
60082572,-111.392,44.826,15.55,1.62,5
60083172,-110.785,44.745,10.05,0.62,3
60083357,-110.931,44.756,11.26,1.07,4
60083407,-111.235,44.648,13.2,0.69,3
60083992,-111.017,44.795,7.77,0.85,5
60084022,-110.464,44.654,6.23,1.62,2
60084052,-111.046,44.636,12.74,0.61,3
60084517,-111.161,44.743,10.66,1.16,5
60084687,-110.687,44.598,7.96,1.59,4
60084702,-110.683,44.581,9.01,0.93,3
60084967,-110.46,44.678,6.98,1.63,5
60085477,-110.666,44.628,6.98,1.84,5
60085942,-111.081,44.734,14.57,0.7,2
60085957,-111.499,44.858,16.29,1.01,4
60085967,-110.911,44.799,10.79,0.85,3
60086047,-111.018,44.737,9.97,1.33,5
60086227,-110.686,44.852,8.19,3.22,4
60086417,-110.823,44.808,6.51,2.34,11
60086422,-110.819,44.807,6.09,1.83,3
60086427,-110.821,44.805,5.06,1.76,8
60086432,-110.82,44.803,6.06,1.97,10
60086447,-110.681,44.607,11.36,0.72,4
60086477,-110.778,44.765,6.86,1.57,7
60086607,-110.821,44.803,5.21,1.5,6
60086617,-110.848,44.802,7.68,0.6,3
60086717,-111.428,44.808,14.45,1.33,4
60086722,-111.14,44.754,13.91,1.28,4
60086937,-110.823,44.816,6.42,1.13,3
60087367,-111.02,44.739,9.28,1.04,4
60087557,-111.01,44.833,10.15,1.19,4
60088347,-111.031,44.773,11.17,0.8,4
60088357,-111.034,44.771,10.21,0.85,3
60088382,-111.009,44.743,9.35,1.17,5
60088392,-111.013,44.751,11.52,1.61,7
60088407,-111.005,44.738,10.34,1.07,4
60088412,-111.007,44.741,10.12,0.96,3
60088717,-111.052,44.562,11.65,0.96,3
60088777,-111.167,44.723,15.2,1.42,6
60088847,-110.526,44.785,5.89,1.9,2
60088862,-110.875,44.589,5.52,1.53,7
60089002,-111.194,44.779,13.99,0.84,4
60089037,-110.46,44.664,7.51,1.62,3
60089082,-110.323,44.732,8.11,2.2,7
60089262,-111.013,44.346,13.58,2.17,5
60089392,-110.584,44.389,3.81,1.48,3
60089402,-110.579,44.389,3.74,1.7,6
60089812,-111.053,44.812,15.37,0.9,4
60089887,-110.687,44.828,10.74,1.74,7
60090067,-110.654,44.258,6.64,2.43,8
60090097,-110.663,44.263,5.49,1.88,4
60090117,-110.656,44.258,8.94,2.71,2
60090172,-110.661,44.252,10.73,1.91,7
60090282,-111.226,44.642,13.56,1.32,6
60090697,-110.992,44.435,14.06,1.4,4
60090772,-110.999,44.452,13.87,1.47,7
60090922,-111.098,44.741,14.42,0.64,2
60091067,-110.665,44.618,7.92,1.27,6
60091427,-110.68,44.601,8.2,1.32,6
60092372,-111.121,44.754,12.95,1.72,5
60092397,-111.124,44.765,13.89,0.94,3
60092427,-111.219,44.772,14.12,1.22,4
60092672,-110.656,44.62,8.26,2.0,3
60092692,-110.657,44.622,8.26,1.97,3
60092797,-110.666,44.62,7.54,1.73,2
60093517,-110.799,44.791,6.24,1.37,4
60093672,-110.659,44.631,13.4,1.47,7
60093707,-110.664,44.625,8.46,1.63,7
60093712,-110.663,44.625,7.57,1.65,2
60093732,-110.661,44.623,7.76,1.84,7
60093777,-110.656,44.621,8.78,1.78,2
60093787,-110.659,44.623,8.35,1.86,4
60093867,-110.526,44.449,4.77,1.56,5
60093877,-109.985,44.667,16.55,2.26,11
60093967,-110.91,44.564,8.52,1.17,3
60094022,-110.907,44.569,10.08,1.62,7
60094042,-110.918,44.571,9.55,1.99,8
60094067,-110.909,44.558,8.08,0.88,3
60094087,-110.892,44.569,9.89,0.78,4
60094177,-110.907,44.571,11.39,0.86,2
60094487,-110.532,44.786,6.39,1.76,2
60094632,-110.508,44.809,8.47,1.76,3
60094647,-110.772,44.245,4.55,1.55,4
60094692,-110.783,44.24,6.57,2.01,8
60094762,-110.36,44.859,15.23,1.77,5
60094852,-110.662,44.629,6.92,1.78,2
60095052,-110.811,44.744,7.57,0.85,4
60095132,-110.471,44.678,7.55,2.33,10
60095447,-110.807,44.44,3.23,1.34,3
60095677,-110.475,44.666,5.79,1.46,3
60095687,-110.481,44.665,6.9,1.03,3
60095707,-111.033,44.76,9.61,0.66,2
60095857,-110.76,44.252,6.35,2.36,13
60096112,-111.49,44.813,13.71,2.27,7
60096177,-110.355,44.572,5.66,2.0,2
60096232,-110.555,44.472,6.36,0.95,2
60096667,-110.527,44.799,8.06,1.78,7
60096792,-110.543,44.333,7.07,1.36,4
60096937,-110.924,44.81,9.79,1.59,7
60096947,-110.932,44.797,8.44,0.7,5
60097147,-110.63,44.738,6.26,1.74,5
60097302,-110.791,44.74,10.23,1.15,2
60097307,-110.802,44.745,8.03,1.04,4
60097312,-110.799,44.745,10.48,0.97,3
60098312,-110.855,44.77,10.32,1.02,3
60098327,-111.072,44.757,10.27,0.72,2
60098717,-111.151,44.766,13.56,1.06,4
60098822,-111.069,44.758,11.5,1.23,2
60098912,-110.573,44.401,3.81,1.27,3
60099097,-111.104,44.75,14.14,0.97,2
60099112,-111.106,44.743,13.07,1.13,3
60099127,-111.1,44.745,13.58,0.79,2
60099137,-111.103,44.747,13.91,1.56,4
60099142,-111.099,44.751,13.91,1.53,4
60099152,-111.103,44.747,13.82,1.44,3
60099162,-111.103,44.736,10.77,1.06,2
60099167,-111.099,44.735,11.88,0.84,3
60099172,-111.115,44.736,11.49,0.67,3
60099177,-111.102,44.745,13.59,1.56,4
60099182,-111.098,44.748,14.52,1.21,3
60099197,-111.102,44.745,12.98,1.11,3
60099207,-111.099,44.75,14.05,1.59,3
60099217,-111.1,44.752,13.38,0.64,3
60099227,-111.095,44.749,14.06,1.7,4
60099232,-111.091,44.752,16.25,0.98,3
60099252,-111.099,44.746,11.99,0.37,3
60099262,-111.109,44.739,11.06,0.5,2
60099272,-111.103,44.746,12.14,0.5,2
60099297,-111.104,44.745,11.29,0.7,3
60099322,-111.104,44.749,13.93,1.9,8
60099332,-111.099,44.745,11.43,0.71,3
60099342,-111.102,44.749,11.65,0.52,2
60099357,-111.095,44.75,12.95,0.85,3
60099367,-111.095,44.75,14.15,1.19,3
60099372,-111.1,44.748,13.4,1.16,3
60099377,-111.103,44.751,12.52,0.6,2
60099407,-111.102,44.749,11.85,0.65,3
60099422,-111.097,44.739,10.11,0.46,3
60099447,-111.099,44.745,10.66,0.42,2
60099457,-111.098,44.748,11.53,0.74,3
60099462,-111.095,44.749,13.33,1.27,3
60099472,-111.099,44.75,13.65,1.46,4
60099482,-111.099,44.751,12.96,1.02,3
60099492,-111.094,44.752,12.87,0.66,3
60099512,-111.1,44.745,10.32,0.45,2
60099527,-111.088,44.752,13.81,0.61,2
60099532,-111.106,44.741,10.83,0.49,2
60099537,-111.095,44.746,13.37,1.15,2
60099552,-111.099,44.749,13.35,1.06,3
60099557,-111.098,44.755,14.95,0.96,3
60099567,-111.104,44.742,10.98,0.48,2
60099577,-111.093,44.745,13.08,1.08,3
60099592,-111.099,44.747,13.16,1.34,3
60099597,-111.096,44.751,13.42,0.71,3
60099602,-111.103,44.746,11.13,0.85,2
60099607,-111.095,44.747,12.62,0.64,2
60099622,-111.104,44.745,11.19,0.62,2
60099632,-111.103,44.737,10.38,0.97,3
60099637,-111.095,44.751,14.08,0.93,3
60099642,-111.097,44.751,13.09,0.97,2
60099662,-111.098,44.751,12.72,0.89,2
60099682,-111.104,44.738,10.59,1.06,3
60099777,-111.103,44.726,13.87,1.29,4
60099862,-110.643,44.087,9.25,1.59,4
60100137,-111.005,44.818,8.66,1.08,4
60100572,-110.665,44.616,7.52,1.38,5
60100667,-111.244,44.727,16.33,1.33,5
60100702,-110.464,44.765,5.71,1.64,2
60100747,-111.074,44.776,13.56,2.44,10
60100752,-111.065,44.76,10.94,1.05,4
60100772,-110.499,44.547,10.42,1.45,3
60101127,-111.087,44.743,12.63,1.56,5
60101152,-110.669,44.568,7.53,1.49,5
60101547,-111.467,44.888,10.71,2.39,12
60101577,-110.745,44.629,10.1,0.79,3
60101792,-110.475,44.662,6.91,1.43,4
60101992,-111.23,44.75,13.2,1.92,5
60102047,-110.855,44.806,10.57,0.76,3
60102332,-111.008,44.805,8.11,2.34,9
60102387,-111.007,44.808,7.46,1.24,5
60102467,-111.009,44.803,7.18,2.4,11
60102472,-111.012,44.802,7.4,1.98,8
60102532,-111.004,44.801,7.11,1.06,4
60102632,-111.007,44.809,7.11,1.4,5
60102952,-111.064,44.768,12.21,1.48,5
60102977,-110.815,44.772,6.82,1.48,7
60102982,-111.181,44.748,14.82,1.01,3
60103192,-111.152,44.738,10.67,1.91,7
60103202,-111.148,44.742,11.19,0.94,6
60103357,-110.609,44.399,3.89,1.31,4
60103477,-111.471,44.893,9.56,1.55,4
60103537,-111.06,44.766,11.65,1.14,4
60103577,-111.004,44.805,7.92,1.09,4
60103662,-111.005,44.815,7.84,1.27,5
60104142,-111.204,44.759,14.06,1.54,5
60104537,-110.368,44.556,6.31,1.85,7
60104632,-110.866,44.002,10.42,1.64,4
60104782,-111.013,44.645,11.39,0.02,2
60104987,-110.651,44.609,4.97,1.39,4
60105022,-110.542,44.724,6.91,1.77,2
60105107,-110.603,44.311,8.17,1.48,5
60105112,-110.608,44.312,6.45,1.61,7
60105157,-110.979,44.814,10.23,1.98,10
60105192,-110.546,44.739,6.33,2.02,2
60105207,-110.542,44.752,9.18,2.19,2
60105462,-111.028,44.816,9.11,1.37,6
60105472,-111.028,44.815,8.13,0.88,5
60105602,-111.096,44.727,11.92,0.27,3
60105612,-111.094,44.725,13.43,0.6,2
60105672,-110.623,44.428,5.77,0.96,3
60105802,-110.313,44.43,13.29,1.46,3
60106197,-111.079,45.007,16.55,1.77,6
60106212,-110.694,44.563,10.27,1.04,4
60106322,-110.863,44.003,12.13,1.66,7
60106367,-110.575,44.449,5.32,1.26,4
60106697,-110.25,44.017,11.92,1.4,6
60106972,-111.124,44.76,13.97,1.61,8
60106987,-111.122,44.76,13.92,1.0,5
60107017,-111.123,44.761,12.35,0.16,4
60107022,-111.124,44.758,10.06,0.24,4
60107077,-110.563,44.382,3.96,1.47,5
60107412,-110.462,44.684,8.62,1.49,3
60107487,-110.78,44.237,8.96,2.17,7
60108087,-110.664,44.62,8.65,1.11,4
60108102,-111.026,44.816,9.47,0.83,4
60108222,-110.831,44.789,6.24,0.61,3
60108252,-110.819,44.549,7.79,2.15,9
60108282,-110.814,44.554,6.78,0.93,5
60108337,-110.751,44.578,9.82,0.82,3
60108352,-110.757,44.565,6.65,0.99,2
60108862,-110.631,44.437,7.47,1.33,3
60109032,-110.324,44.603,7.41,2.2,9
60109172,-110.671,44.62,6.55,0.88,5
60109237,-110.494,44.798,7.87,1.64,4
60109352,-110.923,44.482,9.89,1.09,4
60109702,-111.045,44.706,9.33,0.78,4
60109717,-111.042,44.706,9.51,0.3,2
60109812,-111.157,44.739,11.78,1.74,6
60109832,-110.998,44.79,7.51,0.71,4
60109847,-111.15,44.744,12.72,0.25,3
60109867,-111.157,44.736,11.29,2.09,9
60109877,-111.153,44.739,11.34,1.35,6
60110047,-111.15,44.736,11.41,1.44,7
60110067,-111.157,44.734,10.6,0.74,4
60110182,-110.687,44.589,7.77,0.84,4
60110287,-110.988,44.788,7.77,0.55,3
60110292,-111.158,44.736,12.26,1.98,9
60110382,-110.665,44.615,7.39,1.65,7
60110412,-111.106,44.773,12.82,0.57,4
60110472,-111.191,44.767,12.51,0.52,3
60110477,-111.182,44.767,10.99,0.52,3
60110527,-110.954,44.465,7.63,1.54,6
60110577,-111.156,44.74,11.57,1.71,8
60110582,-111.154,44.743,11.22,0.53,4
60110592,-111.156,44.737,11.41,0.64,5
60111082,-110.376,44.586,6.29,3.03,10
60111087,-110.376,44.583,6.51,2.21,11
60111357,-110.999,44.802,10.76,0.7,3
60111472,-110.988,44.626,11.86,0.97,4
60111507,-110.987,44.624,11.63,0.73,3
60111712,-110.989,44.627,11.88,0.82,5
60111837,-110.988,44.628,11.58,0.88,4
60111907,-111.114,44.761,8.43,0.45,4
60111947,-110.911,44.461,6.5,1.1,3
60111967,-111.243,44.744,15.19,0.73,6
60112062,-110.41,44.574,4.12,0.76,3
60112222,-110.983,44.624,11.45,0.81,5
60112317,-110.99,44.623,11.53,1.2,7
60112382,-110.988,44.628,11.61,1.16,7
60112997,-110.99,44.569,15.73,1.71,5
60113102,-111.007,44.805,6.19,0.51,2
60113152,-110.986,44.628,11.24,0.79,4
60113167,-111.093,44.613,9.35,0.59,5
60113272,-111.038,44.66,7.47,1.13,5
60113552,-111.166,44.593,12.68,1.03,6
60113567,-110.659,44.581,8.71,1.12,6
60113572,-110.669,44.581,9.41,1.32,6
60113842,-110.9,44.775,10.92,1.0,5
60113947,-110.905,44.764,9.51,1.52,4
60113967,-111.086,44.499,17.12,0.67,2
60113972,-111.094,44.498,16.72,0.74,3
60114032,-111.202,44.766,13.99,0.99,4
60114312,-110.664,44.36,6.18,2.44,10
60114317,-110.659,44.359,5.98,1.13,4
60114367,-111.099,44.782,10.63,0.67,4
60114762,-111.412,44.86,11.03,1.38,3
60114917,-111.083,44.727,12.07,0.39,3
60115107,-110.736,44.635,10.0,2.55,6
60115282,-110.78,44.766,6.15,1.48,4
60115292,-110.777,44.767,6.86,1.32,3
60115427,-110.459,44.679,6.55,1.73,6
60115747,-110.582,44.481,7.4,1.21,2
60116292,-111.252,44.875,5.11,1.55,2
60116372,-110.728,44.579,8.12,0.81,5
60116387,-111.141,44.753,16.7,1.47,6
60116557,-111.123,44.748,14.0,1.1,4
60116897,-111.075,44.72,14.12,0.93,3
60116902,-110.793,44.777,12.21,1.72,6
60117012,-111.415,44.868,11.61,1.64,6
60117152,-110.502,44.716,3.73,1.81,9
60117167,-110.501,44.721,3.76,1.46,5
60117172,-110.499,44.722,3.83,2.11,8
60117187,-110.501,44.72,3.66,1.01,2
60117192,-111.147,44.542,18.5,0.55,4
60117627,-111.24,44.758,16.22,1.87,3
60117697,-110.882,44.789,5.78,1.43,5
60117702,-110.889,44.811,7.47,0.82,4
60117707,-110.887,44.79,6.76,1.88,5
60117717,-110.746,44.639,10.28,1.06,4
60117787,-111.426,44.871,13.56,1.64,5
60117887,-110.586,44.392,4.34,1.84,5
60117892,-110.583,44.391,3.91,1.68,9
60117897,-111.02,44.651,11.93,1.11,3
60118037,-111.218,44.693,7.28,0.82,3
60118327,-110.989,44.808,9.72,0.87,3
60118667,-111.01,44.535,14.95,1.69,2
60118672,-110.998,44.536,16.43,0.8,3
60118677,-111.01,44.531,15.72,1.61,2
60118682,-111.012,44.53,14.89,1.84,4
60118687,-111.013,44.532,17.02,1.92,5
60118692,-111.001,44.531,14.22,1.13,3
60118697,-111.013,44.533,16.2,1.67,3
60118707,-110.999,44.541,15.55,0.9,2
60118712,-111.003,44.538,16.19,0.69,2
60118732,-111.006,44.533,14.53,1.53,3
60119102,-111.097,44.745,14.56,0.97,4
60119332,-111.214,44.771,17.28,1.32,3
60119682,-110.603,44.614,6.25,0.75,5
60119867,-110.485,44.8,9.42,1.81,4
60120152,-110.662,44.622,7.58,1.7,3
60120352,-111.01,44.762,9.58,0.57,3
60120362,-110.936,44.759,11.98,0.61,2
60120367,-111.021,44.766,9.96,1.01,3
60120372,-111.017,44.761,10.13,0.71,3
60120717,-110.377,44.547,6.56,1.93,5
60120902,-110.774,44.351,9.54,1.54,3
60121322,-110.328,44.603,7.01,1.71,5
60121492,-110.876,44.627,6.05,1.04,5
60121637,-111.238,44.778,16.95,0.99,3
60122102,-110.559,44.319,8.83,1.34,3
60122107,-110.559,44.32,7.84,1.27,3
60122132,-110.561,44.319,8.25,0.94,2
60122147,-110.555,44.318,8.27,1.41,3
60122157,-110.555,44.32,8.26,1.24,3
60122172,-110.559,44.318,8.12,1.49,5
60122262,-111.174,44.786,15.86,1.3,3
60122367,-110.997,44.698,12.67,1.24,6
60122567,-111.0,44.8,10.55,1.02,5
60122572,-111.078,44.64,9.38,0.92,5
60122842,-110.561,44.506,7.92,0.96,2
60122877,-111.0,44.7,8.86,0.77,2
60122932,-110.706,44.581,15.33,0.94,5
60122947,-110.741,44.579,9.54,0.81,4
60122952,-110.74,44.575,8.93,0.73,3
60122957,-110.751,44.579,7.76,1.03,6
60122962,-110.742,44.579,10.29,1.3,6
60122972,-110.741,44.577,8.52,0.65,4
60123322,-111.069,44.507,17.79,2.04,9
60123337,-111.061,44.503,18.13,0.89,4
60123452,-110.439,44.648,6.63,1.19,3
60124617,-111.077,44.756,12.48,0.8,3
60124622,-111.079,44.752,11.63,0.6,3
60124627,-111.08,44.76,12.91,0.86,3
60124632,-111.078,44.754,13.36,1.27,5
60124647,-111.076,44.755,13.6,1.58,4
60124652,-111.071,44.754,12.86,0.81,4
60124657,-111.076,44.757,12.95,0.97,5
60124682,-111.076,44.747,12.39,0.64,2
60124687,-111.073,44.754,13.14,0.51,3
60124697,-111.08,44.753,13.37,0.99,4
60124972,-111.016,44.703,9.91,0.76,3
60125072,-110.559,44.479,5.38,1.52,4
60125097,-110.566,44.369,3.48,1.75,4
60125382,-110.68,44.578,7.66,1.7,2
60125407,-110.275,44.612,7.07,1.79,6
60125792,-110.995,44.698,9.35,0.99,3
60125867,-110.477,44.763,7.08,1.6,2
60126172,-111.008,44.454,17.95,1.89,7
60126182,-111.006,44.45,9.95,2.43,2
60126297,-111.151,44.783,15.93,2.07,7
60126307,-111.142,44.772,13.66,0.96,4
60126312,-111.142,44.769,13.41,0.93,3
60126322,-111.141,44.766,10.74,0.65,4
60126327,-111.145,44.773,13.94,0.5,3
60126347,-111.144,44.77,13.41,0.75,4
60126362,-111.141,44.771,13.84,0.79,4
60126367,-111.141,44.77,14.12,1.08,4
60126372,-111.138,44.77,13.96,1.42,5
60126392,-111.137,44.766,11.08,0.34,3
60126397,-111.142,44.771,14.26,1.08,5
60126402,-111.147,44.779,15.28,1.09,5
60126497,-110.683,44.648,5.48,1.37,3
60126702,-110.686,44.594,9.36,1.68,7
60126707,-110.683,44.592,9.39,1.69,6
60126717,-110.333,44.636,5.0,2.0,5
60126752,-111.159,44.754,12.76,1.13,5
60126897,-110.015,44.654,13.11,2.36,12
60127267,-110.776,44.774,11.47,0.84,3
60127402,-111.079,44.724,12.47,0.67,2
60127812,-110.534,44.441,3.65,1.5,6
60127852,-111.116,44.742,11.17,0.49,3
60128652,-111.096,44.763,13.27,1.17,4
60128662,-111.1,44.764,12.61,1.03,4
60128697,-111.102,44.766,14.08,1.54,5
60128727,-111.103,44.764,13.67,2.04,8
60128737,-111.098,44.763,13.26,1.19,4
60128747,-111.099,44.764,12.81,1.51,6
60128762,-111.1,44.762,13.15,1.6,5
60128802,-111.096,44.77,14.19,1.17,4
60128812,-111.097,44.764,13.29,1.21,5
60128877,-111.106,44.765,12.9,1.38,6
60128887,-111.098,44.764,13.94,1.9,6
60128922,-111.099,44.764,13.49,2.25,8
60128937,-111.092,44.766,13.76,1.43,5
60129047,-111.122,44.77,15.65,1.88,6
60129092,-111.1,44.767,13.85,1.89,4
60129292,-111.101,44.763,13.4,1.39,2
60129297,-111.1,44.767,13.68,1.64,2
60129587,-110.996,44.8,10.9,1.7,4
60130022,-110.603,44.396,3.87,1.33,2
60130432,-110.552,44.612,8.0,1.56,4
60130762,-110.981,44.567,14.74,0.9,2
60130877,-110.999,44.82,10.32,1.1,5
60131192,-110.457,44.59,6.89,1.98,6
60131642,-110.249,44.766,6.73,1.52,4
60132302,-111.21,44.744,16.01,1.09,3
60132367,-110.806,44.784,5.97,1.47,4
60132472,-111.125,44.797,12.39,1.29,3
60132697,-111.002,44.795,6.53,1.42,3
60134982,-110.789,44.798,7.87,0.9,2
60135092,-111.013,44.71,10.06,1.12,2
60135157,-111.13,44.717,10.76,2.02,4
60135162,-111.132,44.724,12.74,1.99,5
60135167,-110.994,44.305,13.08,1.56,2
60135662,-110.552,44.329,8.31,1.47,4
60136282,-110.821,44.796,6.04,1.26,2
60136757,-110.776,44.23,7.24,1.92,2
60136902,-110.549,44.73,7.16,1.47,3
60136912,-110.55,44.731,7.42,1.94,2
60136922,-110.542,44.725,7.45,2.02,4
60136962,-110.546,44.73,7.42,1.79,4
60137002,-110.549,44.73,7.34,2.02,2
60137022,-110.554,44.739,6.35,1.77,3
60137062,-110.557,44.721,5.91,1.87,2
60137082,-110.55,44.725,7.04,2.01,2
60137092,-110.545,44.725,7.74,0.94,2
60137102,-111.045,44.753,10.35,1.6,2
60137247,-110.916,44.455,14.52,2.06,5
60137452,-110.433,44.479,7.7,2.33,7
60137462,-110.428,44.478,6.48,2.53,8
60137517,-110.954,44.783,6.6,1.85,4
60140017,-111.148,44.619,11.48,2.43,3
60140337,-111.236,44.735,15.64,1.32,2
60141302,-110.347,44.63,8.67,1.48,2
60141577,-110.886,44.741,10.59,1.04,2
60142417,-110.648,44.728,6.84,1.86,2
60142987,-110.92,44.815,9.18,1.97,5
60143152,-110.444,44.61,6.71,1.43,3
60143507,-110.96,44.546,10.14,1.6,5
60143547,-110.962,44.545,11.98,1.53,5
60143702,-110.565,44.821,12.2,2.28,6
60143782,-110.388,44.621,6.99,1.58,3
60144862,-110.454,44.682,7.95,1.42,4
60144892,-111.199,44.78,17.11,1.64,5
60144967,-110.817,44.772,6.44,1.62,4
60145602,-110.421,44.399,9.48,1.52,3
60145767,-110.474,44.659,6.79,1.55,6
60145772,-110.473,44.656,5.1,1.57,7
60145892,-111.234,44.726,14.4,1.02,3
60145942,-110.393,44.581,4.03,1.66,7
60146002,-110.388,44.571,4.6,1.57,4
60146282,-110.906,44.801,12.13,0.63,3
60146342,-110.695,44.789,6.1,1.76,2
60146352,-110.696,44.788,6.02,1.98,7
60146372,-110.604,44.315,3.54,1.95,3
60146577,-110.649,44.61,8.65,1.19,3
60146867,-110.739,44.581,8.37,0.94,2
60147172,-110.972,44.767,9.85,0.67,3
60147302,-111.096,44.765,11.7,0.63,4
60147432,-111.043,44.487,18.91,1.15,5
60147437,-111.058,44.492,19.34,1.44,6
60147442,-111.052,44.486,16.84,1.34,5
60147447,-111.055,44.489,16.77,1.35,5
60147592,-111.046,44.486,19.09,0.65,4
60147917,-110.521,44.332,9.91,1.42,5
60148022,-110.932,44.79,13.9,0.5,4
60148047,-110.7,44.584,14.26,1.29,7
60148152,-110.743,44.577,7.93,1.1,6
60148222,-111.01,44.743,9.17,0.65,2
60148257,-111.244,44.735,14.27,2.37,7
60148367,-111.245,44.636,11.18,1.03,4
60148372,-111.248,44.633,10.54,0.89,2
60148427,-111.014,44.749,10.31,1.11,4
60148432,-110.988,44.563,16.06,1.21,3
60148437,-111.01,44.746,9.85,0.97,4
60148447,-111.014,44.739,10.15,0.76,3
60148717,-110.914,44.803,7.45,0.59,2
60148732,-110.921,44.823,8.97,0.77,2
60148832,-110.922,44.82,8.83,1.27,3
60148887,-110.993,44.556,15.58,0.91,3
60148912,-110.922,44.824,9.2,0.95,3
60149052,-110.416,44.43,9.9,1.33,5
60149157,-111.002,44.81,10.54,0.73,2
60149207,-110.998,44.815,10.45,1.07,3
60149372,-111.016,44.736,10.37,2.52,11
60149382,-111.011,44.737,8.99,0.7,2
60149387,-111.013,44.74,10.82,1.8,7
60149407,-111.024,44.732,9.03,1.05,5
60149457,-111.001,44.811,9.51,0.75,4
60149482,-110.735,44.578,10.53,0.89,5
60149512,-110.779,44.748,7.87,0.67,2
60149527,-111.229,44.748,7.35,1.18,3
60149577,-110.816,44.804,4.41,1.26,4
