Evid,EqLon,EqLat,EqDep,CatMag,Namps
60023062,-111.11,44.738,16.14,1.27,5
60023089,-110.804,44.739,7.3,0.87,4
60023094,-110.806,44.734,6.58,1.69,5
60023112,-110.965,44.584,11.1,1.55,7
60023117,-110.961,44.584,10.7,1.5,6
60023147,-110.975,44.593,10.47,1.77,9
60023177,-110.643,44.443,7.59,0.96,4
60023182,-110.96,44.588,12.24,0.74,7
60023194,-110.966,44.755,11.51,0.66,4
60023237,-110.971,44.59,11.56,1.34,7
60023257,-110.318,44.41,8.78,2.17,12
60023267,-110.315,44.412,8.77,1.73,7
60023317,-111.474,44.858,17.15,0.69,3
60023327,-110.971,44.586,12.29,0.81,6
60023347,-110.956,44.583,9.2,0.9,6
60023592,-111.147,44.62,9.36,1.07,4
60023687,-111.246,44.727,17.34,1.04,4
60023937,-110.838,44.319,8.18,2.28,11
60023942,-110.839,44.313,10.12,2.21,5
60024342,-110.936,44.399,7.67,1.84,2
60024367,-110.937,44.398,7.63,1.58,6
60024387,-110.908,44.402,5.72,1.19,3
60024437,-111.229,44.771,6.57,1.11,5
60024502,-111.426,44.829,13.89,1.28,5
60024602,-110.906,44.572,9.61,1.39,5
60024967,-110.881,44.584,12.67,2.06,6
60024982,-110.97,44.604,12.1,1.35,4
60025192,-111.135,44.742,13.89,0.68,4
60025272,-110.899,44.788,8.56,0.88,2
60025612,-111.027,44.723,6.78,1.14,4
60025887,-111.066,44.728,12.4,0.68,4
60025967,-111.488,44.923,11.64,1.05,4
60026082,-111.037,44.743,7.83,0.95,4
60026157,-111.035,44.751,11.78,1.84,7
60026162,-111.032,44.75,8.64,0.71,3
60026192,-110.362,44.0,9.37,1.82,2
60026282,-111.035,44.747,9.2,1.22,2
60026297,-111.462,44.844,14.56,3.79,7
60026807,-110.996,44.824,14.33,1.35,2
60026932,-110.978,44.61,11.26,0.57,2
60026947,-110.997,44.813,13.83,1.74,3
60026957,-110.962,44.599,11.13,1.17,2
60026977,-110.965,44.602,11.82,1.23,2
60027002,-110.967,44.602,11.72,1.38,2
60027042,-110.964,44.604,12.1,1.69,6
60027052,-110.966,44.593,11.41,1.58,6
60027092,-110.997,44.809,9.97,0.85,2
60027147,-110.96,44.596,11.17,1.04,3
60027292,-110.96,44.587,8.26,0.92,2
60027297,-110.961,44.596,12.39,1.28,3
60027302,-110.962,44.786,8.99,0.78,2
60027652,-111.038,44.764,11.73,1.92,4
60027662,-111.037,44.768,10.44,1.05,2
60027667,-111.179,44.486,18.6,0.88,5
60027812,-111.033,44.745,10.2,0.92,2
60028112,-110.344,44.438,12.88,1.45,2
60028157,-110.343,44.431,11.59,1.84,3
60028277,-111.056,44.757,9.5,1.0,2
60028602,-111.058,44.76,11.68,1.49,2
60028617,-111.056,44.76,10.86,1.0,2
60028627,-111.087,44.785,10.08,1.1,2
60028747,-111.062,44.757,7.88,0.88,2
60028797,-111.101,44.771,10.46,0.65,2
60028802,-111.09,44.783,10.2,0.93,4
60028812,-111.059,44.759,12.0,2.4,4
60028817,-111.054,44.764,10.39,1.49,4
60028822,-111.052,44.756,10.27,1.19,4
60028832,-111.056,44.753,7.94,0.91,4
60028837,-111.051,44.758,9.91,1.15,4
60028847,-111.051,44.759,10.55,0.6,2
60028852,-111.045,44.763,9.93,1.0,4
60028862,-111.055,44.755,10.08,1.83,4
60028867,-111.051,44.758,10.83,1.65,4
60028872,-111.052,44.759,10.02,0.95,2
60028882,-111.05,44.757,10.22,0.76,2
60028892,-110.918,44.759,10.58,0.86,2
60028897,-110.918,44.755,12.51,1.78,4
60028902,-110.915,44.76,10.12,0.84,3
60028907,-110.919,44.759,10.7,1.34,3
60028912,-110.918,44.758,9.79,0.62,3
60028917,-110.918,44.757,10.85,1.38,4
60028922,-110.914,44.761,13.28,1.82,4
60028927,-110.913,44.758,13.95,2.21,8
60028932,-110.921,44.762,10.75,0.81,3
60028937,-110.913,44.757,15.53,2.71,5
60028942,-110.924,44.764,8.62,0.78,3
60028947,-110.92,44.766,10.44,0.9,3
60028957,-110.925,44.765,9.74,0.59,3
60028962,-110.923,44.763,8.55,0.57,3
60028967,-110.927,44.763,8.55,0.7,3
60028982,-111.052,44.758,9.14,0.99,3
60028997,-111.071,44.763,13.5,2.51,4
60029012,-111.008,44.802,6.13,0.58,2
60029047,-110.775,44.816,16.73,0.55,2
60029052,-110.917,44.759,10.6,0.96,3
60029057,-110.915,44.756,12.99,1.95,4
60029062,-110.917,44.761,15.97,3.08,5
60029067,-110.922,44.759,11.12,1.05,3
60029072,-110.916,44.759,11.49,1.09,2
60029077,-110.918,44.76,13.53,1.78,4
60029082,-110.915,44.765,12.8,0.92,3
60029087,-110.915,44.757,11.64,0.96,3
60029097,-110.918,44.755,10.8,0.76,3
60029102,-110.914,44.754,10.81,0.98,3
60029107,-110.921,44.758,11.28,1.07,3
60029112,-110.916,44.757,11.55,0.97,3
60029117,-110.921,44.755,11.49,1.54,4
60029122,-110.912,44.759,14.41,1.54,5
60029127,-110.918,44.763,12.12,0.6,2
60029137,-110.918,44.755,12.68,2.65,5
60029142,-110.915,44.758,13.93,1.56,4
60029147,-110.923,44.757,11.01,0.75,4
60029152,-110.921,44.754,11.86,1.13,3
60029157,-110.914,44.755,11.31,0.98,3
60029167,-110.917,44.753,11.5,1.67,7
60029172,-110.931,44.759,11.54,0.65,4
60029177,-110.918,44.758,10.27,1.0,3
60029182,-110.92,44.759,8.63,0.78,3
60029192,-110.924,44.759,12.98,1.29,3
60029292,-111.055,44.762,11.95,2.87,4
60029297,-111.043,44.761,10.14,0.48,2
60029332,-111.049,44.762,9.77,1.29,7
60029427,-111.128,44.698,10.08,0.23,3
60029557,-110.98,44.818,13.87,1.42,3
60029587,-110.932,44.566,14.51,0.89,3
60029677,-110.928,44.55,14.15,0.97,3
60029857,-111.012,44.45,14.0,1.62,4
60029942,-111.452,44.837,12.42,2.98,4
60029967,-111.091,44.559,24.5,1.26,4
60030297,-111.069,44.768,13.24,1.41,4
60030442,-110.856,44.736,6.7,0.44,2
60030452,-110.851,44.748,10.27,0.66,2
60030457,-110.866,44.743,7.81,1.3,3
60030462,-110.863,44.74,9.94,1.34,3
60030467,-110.865,44.744,9.85,0.88,2
60030477,-110.861,44.745,10.96,1.35,6
60030482,-110.862,44.74,8.73,1.11,6
60030487,-110.87,44.739,8.35,1.78,8
60030492,-110.863,44.742,6.7,1.09,4
60030497,-110.862,44.743,8.24,1.26,4
60030502,-110.867,44.746,9.26,1.23,5
60030507,-110.858,44.745,7.79,0.37,3
60030512,-110.87,44.747,9.99,1.02,5
60030517,-110.864,44.742,9.4,1.19,4
60030522,-110.861,44.745,10.23,1.32,3
60030532,-110.862,44.74,9.55,0.75,3
60030537,-110.862,44.74,9.09,1.03,3
60030547,-110.856,44.744,10.15,1.12,3
60031537,-110.763,44.739,10.16,1.7,2
60031612,-110.81,44.734,9.2,1.55,2
60031622,-110.811,44.737,8.57,1.17,3
60031627,-110.808,44.734,7.65,0.87,2
60031652,-110.983,44.816,9.98,0.72,2
60032087,-111.115,44.779,10.34,0.73,2
60032092,-111.115,44.777,9.97,0.46,2
60032527,-110.903,44.794,7.55,1.13,3
60032577,-110.944,44.831,11.79,2.87,5
60033017,-111.09,44.639,10.85,0.9,2
60033177,-111.145,44.584,11.67,1.35,5
60033702,-110.535,44.422,5.33,0.83,3
60033717,-110.772,44.755,9.39,0.91,3
60034022,-111.275,44.816,10.27,0.59,3
60034117,-110.998,44.81,12.76,1.03,5
60034122,-110.657,44.261,3.89,1.42,3
60034212,-110.995,44.813,11.65,1.01,5
60034457,-110.722,44.569,10.69,0.56,2
60034602,-110.457,44.535,7.03,1.26,4
60034722,-110.803,44.732,7.07,0.78,3
60035007,-110.938,44.821,8.66,1.57,6
60035017,-110.379,44.586,4.12,2.71,4
60035092,-111.088,44.778,10.75,2.11,7
60035097,-111.077,44.779,11.68,0.63,2
60035102,-111.09,44.777,10.75,2.13,6
60035117,-110.023,44.705,17.12,1.71,3
60035152,-110.735,44.578,12.5,1.56,8
60035297,-111.002,44.794,10.22,1.4,4
60035302,-111.005,44.794,10.36,0.77,3
60035342,-110.736,44.569,8.09,0.82,3
60035352,-110.736,44.57,9.71,2.22,13
60035372,-110.737,44.569,9.73,2.0,10
60035377,-110.737,44.567,9.95,1.19,5
60035387,-110.738,44.573,10.03,1.64,8
60035392,-110.734,44.57,9.71,1.07,4
60035397,-110.742,44.57,7.47,1.33,5
60035407,-110.737,44.57,9.53,1.09,3
60035412,-110.73,44.572,6.9,0.65,2
60035417,-110.738,44.572,9.62,2.24,11
60035427,-110.734,44.573,8.62,0.7,2
60035447,-111.14,44.743,13.01,0.86,3
60035497,-111.002,44.795,10.74,1.27,5
60035507,-110.461,44.675,6.27,1.55,2
60035517,-110.774,44.751,9.45,2.09,9
60035547,-110.781,44.75,10.02,1.48,4
60035622,-111.001,44.814,13.52,1.75,3
60035632,-111.005,44.794,9.44,0.9,4
60035652,-111.005,44.793,9.69,1.08,4
60035972,-110.524,44.815,11.21,2.72,13
60035992,-110.942,44.568,14.98,0.69,3
60036002,-110.531,44.795,13.48,2.11,5
60036072,-110.624,44.331,6.51,2.37,12
60036077,-110.626,44.333,6.47,1.71,6
60036082,-110.626,44.331,6.11,2.39,5
60036087,-110.62,44.323,8.95,3.31,14
60036092,-110.628,44.334,6.0,2.3,4
60036107,-110.619,44.323,9.09,3.09,14
60036152,-110.624,44.332,10.59,1.77,6
60036237,-111.001,44.794,9.23,1.41,4
60036242,-111.008,44.797,12.19,2.69,11
60036252,-111.005,44.794,9.77,0.78,3
60036257,-111.009,44.809,12.22,1.24,4
60036392,-111.186,44.75,14.07,2.0,8
60036427,-110.987,44.77,6.71,1.85,7
60036437,-110.991,44.775,6.47,1.51,4
60036477,-110.992,44.773,6.76,1.52,4
60036487,-110.99,44.773,6.82,1.26,3
60036502,-110.816,44.563,6.88,0.86,4
60036512,-110.824,44.587,7.37,0.58,3
60036517,-110.825,44.567,11.28,1.89,9
60036522,-110.824,44.572,9.85,1.48,8
60036547,-110.837,44.567,8.14,1.56,5
60036557,-110.82,44.567,8.58,2.25,5
60036572,-110.814,44.568,10.31,0.99,5
60036577,-110.853,44.601,0.57,1.34,4
60036582,-110.839,44.574,6.81,0.96,4
60036592,-110.832,44.564,9.79,2.39,12
60036622,-110.835,44.56,10.66,2.12,6
60036652,-110.829,44.578,6.89,1.61,5
60036657,-110.825,44.582,9.92,0.83,4
60036667,-110.823,44.564,6.63,1.03,4
60036687,-110.817,44.581,6.26,0.57,2
60036702,-110.823,44.573,6.9,1.92,6
60036712,-110.822,44.571,11.6,1.56,6
60036722,-110.859,44.569,9.86,0.98,4
60036737,-110.824,44.569,5.73,1.51,8
60036742,-110.815,44.591,7.81,0.62,2
60036752,-110.816,44.577,2.09,0.78,2
60036757,-110.835,44.577,10.05,1.49,5
60036762,-110.83,44.574,7.24,1.82,5
60036767,-110.827,44.568,9.64,1.74,5
60036802,-110.811,44.588,15.63,1.32,6
60036812,-110.828,44.565,10.45,1.71,5
60036832,-110.828,44.585,6.57,0.91,4
60036842,-110.853,44.583,8.65,1.63,8
60036847,-110.83,44.579,6.95,1.27,6
60036852,-110.848,44.588,11.04,1.52,5
60036857,-110.818,44.583,10.03,0.99,5
60036867,-110.814,44.563,11.91,0.94,5
60036872,-110.769,44.764,12.5,1.62,6
60036892,-110.827,44.572,13.71,1.24,7
60036897,-110.829,44.58,10.98,0.79,4
60036907,-110.825,44.568,12.83,2.13,12
60036912,-110.822,44.582,8.58,1.09,6
60036922,-110.789,44.752,6.11,3.48,13
60036927,-110.779,44.746,10.5,2.85,11
60036932,-110.781,44.75,7.55,1.74,6
60036942,-110.785,44.747,10.32,2.3,10
60036947,-110.827,44.576,12.9,1.38,7
60036957,-110.782,44.752,9.86,1.41,4
60036967,-110.834,44.564,9.03,1.58,6
60036977,-110.834,44.571,12.5,1.81,6
60036982,-110.825,44.565,9.57,2.09,8
60036987,-110.776,44.752,8.46,1.37,4
60036992,-110.787,44.754,8.82,1.55,4
60036997,-110.814,44.57,6.96,0.62,3
60037007,-110.785,44.747,6.72,1.03,4
60037017,-110.813,44.578,10.72,1.86,4
60037032,-110.843,44.596,7.05,1.59,7
60037042,-110.814,44.574,13.67,1.24,4
60037052,-110.811,44.568,7.98,0.78,4
60037057,-110.831,44.581,7.52,1.11,4
60037062,-110.826,44.56,10.13,2.41,10
60037067,-110.815,44.559,6.69,1.99,11
60037077,-110.822,44.559,6.81,1.74,7
60037082,-110.829,44.572,8.28,1.42,5
60037087,-110.816,44.558,5.69,1.6,5
60037092,-110.823,44.562,6.87,1.54,5
60037097,-110.834,44.556,8.22,1.63,6
60037107,-110.841,44.573,7.03,1.4,5
60037112,-110.822,44.584,10.36,0.91,4
60037122,-110.819,44.578,12.17,1.06,5
60037157,-110.773,44.758,8.91,1.33,4
60037177,-110.791,44.746,8.77,1.7,7
60037182,-110.79,44.743,7.82,1.61,4
60037187,-110.785,44.746,9.93,1.61,7
60037222,-110.777,44.751,10.48,1.66,7
60037227,-110.775,44.76,10.25,1.52,5
60037247,-110.824,44.567,7.43,0.84,4
60037272,-110.826,44.618,4.1,0.88,3
60037287,-110.775,44.774,7.24,0.74,3
60037417,-110.819,44.556,6.68,1.62,5
60037427,-110.81,44.567,9.06,0.53,2
60037442,-110.816,44.587,6.61,0.4,2
60037467,-110.81,44.563,7.04,1.5,4
60037472,-110.823,44.554,10.28,1.63,5
60037477,-110.82,44.562,10.37,3.43,13
60037482,-110.827,44.559,12.0,2.66,11
60037492,-110.817,44.559,9.23,2.7,13
60037502,-110.827,44.562,9.76,1.04,6
60037512,-110.842,44.586,9.34,1.63,4
60037517,-110.828,44.557,6.7,1.12,6
60037532,-110.82,44.583,8.15,1.35,8
60037537,-110.83,44.554,5.79,1.83,8
60037562,-110.824,44.56,8.05,1.86,9
60037572,-110.816,44.559,6.87,1.58,8
60037582,-110.801,44.57,10.86,1.18,6
60037592,-110.808,44.561,10.29,2.1,8
60037612,-110.824,44.558,6.69,0.93,5
60037622,-110.823,44.569,7.4,0.73,3
60037627,-110.821,44.557,6.91,1.64,8
60037647,-111.068,44.729,11.22,2.01,8
60037652,-110.828,44.557,8.38,2.48,11
60037677,-110.811,44.576,9.99,1.0,2
60037682,-110.82,44.574,7.53,1.33,4
60037712,-110.811,44.561,7.77,1.81,8
60037717,-110.806,44.565,5.58,1.39,7
60037722,-110.832,44.576,9.06,1.54,6
60037727,-110.811,44.573,10.81,1.49,5
60037772,-110.814,44.563,6.99,0.72,2
60037782,-110.82,44.571,11.11,1.5,7
60037787,-110.811,44.577,10.3,2.34,7
60037792,-110.819,44.563,9.13,2.13,9
60037797,-110.83,44.583,8.31,1.25,6
60037802,-110.859,44.595,3.44,0.7,2
60037817,-110.82,44.563,9.82,1.64,8
60037852,-110.828,44.573,8.99,1.51,8
60037867,-110.83,44.578,3.62,0.64,2
60037872,-111.063,44.733,10.47,0.83,3
60037882,-110.587,44.42,5.16,1.3,2
60037897,-110.832,44.566,10.84,1.62,8
60037912,-110.837,44.558,9.38,2.07,9
60038102,-110.829,44.59,7.57,0.71,2
60038117,-110.811,44.574,6.39,0.82,2
60038197,-111.091,44.532,17.45,1.09,4
60038362,-110.644,44.724,7.49,1.95,2
60038417,-110.817,44.573,8.17,1.1,3
60038437,-111.185,44.759,14.32,1.13,2
60038522,-110.778,44.748,10.95,1.62,5
60038587,-110.76,44.234,6.37,1.95,7
60038592,-110.763,44.232,7.14,2.66,12
60038682,-110.776,44.734,7.29,3.17,11
60038692,-110.776,44.751,9.09,1.45,4
60038697,-110.773,44.749,9.92,2.35,8
60038707,-110.786,44.745,6.88,1.18,5
60038802,-110.78,44.737,8.4,2.35,6
60038812,-110.766,44.746,11.26,1.23,3
60038857,-110.783,44.749,10.16,1.51,4
60038962,-110.777,44.744,9.25,1.41,3
60039022,-110.79,44.749,9.37,1.43,6
60039127,-111.094,44.746,13.41,0.8,5
60039147,-111.102,44.744,15.64,2.25,10
60039152,-111.097,44.744,14.49,2.29,10
60039157,-111.094,44.745,14.05,1.25,5
60039162,-111.088,44.748,15.88,0.69,4
60039192,-111.1,44.741,15.15,2.06,7
60039207,-111.089,44.74,14.16,1.25,4
60039222,-111.103,44.739,13.46,0.36,2
60039267,-111.084,44.743,14.14,0.95,4
60039302,-111.089,44.747,12.66,0.78,3
60039327,-110.766,44.747,10.91,1.51,4
60039342,-110.781,44.741,8.18,1.17,4
60039357,-110.766,44.744,10.43,2.15,10
60039392,-111.094,44.743,11.24,0.69,3
60039402,-110.778,44.745,9.15,1.54,4
60039412,-111.215,44.745,14.31,1.31,5
60039447,-110.77,44.745,9.75,1.55,6
60039572,-110.765,44.746,9.28,1.12,3
60039577,-110.771,44.741,9.42,2.15,6
60039617,-110.738,44.588,8.43,1.19,6
60039692,-110.779,44.742,8.56,0.97,2
60039792,-111.102,44.743,14.95,1.42,6
60039797,-111.095,44.746,14.18,1.18,5
60039807,-111.055,44.804,9.82,0.5,2
60039837,-110.764,44.738,10.57,0.81,3
60039892,-110.762,44.755,10.63,1.45,4
60039897,-110.785,44.744,10.36,0.95,3
60039987,-111.097,44.748,13.69,1.44,4
60040082,-110.841,44.573,6.94,1.24,4
60040102,-110.835,44.572,9.49,2.43,6
60040117,-110.843,44.568,8.25,1.77,6
60040122,-110.851,44.568,8.11,2.3,7
60040132,-110.838,44.567,6.75,0.9,3
60040142,-110.85,44.566,6.98,1.06,4
60040157,-110.847,44.568,9.45,2.82,7
60040167,-110.846,44.565,7.97,0.88,3
60040182,-110.845,44.565,6.35,1.88,7
60040197,-110.839,44.57,6.26,0.79,3
60040207,-110.844,44.566,6.98,1.12,4
60040212,-110.847,44.581,6.43,1.57,8
60040222,-110.846,44.565,6.78,1.13,4
60040247,-110.85,44.566,6.88,1.04,3
60040262,-110.841,44.568,6.61,1.43,7
60040277,-110.843,44.569,6.49,0.66,3
60040282,-110.847,44.574,6.87,1.11,4
60040297,-110.848,44.568,8.51,2.48,12
60040337,-110.834,44.566,4.97,1.48,8
60040352,-110.845,44.564,6.5,1.31,6
60040367,-110.839,44.567,6.86,0.95,4
60040477,-110.772,44.743,8.97,1.12,4
60040747,-110.772,44.748,10.8,0.96,3
60040752,-110.785,44.746,11.38,1.08,4
60040762,-110.787,44.738,6.38,1.63,7
60040777,-110.776,44.736,7.57,1.99,8
60040782,-110.774,44.742,8.47,1.39,4
60040902,-111.082,44.752,12.77,1.4,6
60040907,-111.093,44.748,11.61,0.89,4
60040917,-111.091,44.746,11.38,0.66,4
60040922,-111.086,44.752,13.2,2.25,9
60040942,-111.082,44.754,12.84,0.76,4
60040947,-111.087,44.757,11.29,0.47,2
60040987,-110.77,44.745,10.08,1.17,3
60040992,-110.775,44.735,8.95,1.91,6
60041037,-110.767,44.738,9.81,0.87,3
60041082,-110.767,44.743,9.72,1.34,4
60041087,-110.772,44.729,7.0,1.58,7
60041097,-111.144,44.502,17.39,1.88,8
60041107,-111.145,44.499,16.82,1.69,8
60041112,-111.143,44.504,18.16,1.31,7
60041122,-111.146,44.506,17.8,1.61,8
60041152,-110.766,44.737,10.43,1.03,3
60041247,-110.899,44.76,10.54,1.05,4
60041332,-110.581,44.763,5.79,1.82,8
60041507,-110.586,44.76,5.95,1.58,8
60041807,-111.151,44.489,18.23,1.53,7
60041842,-111.143,44.502,18.85,1.45,4
60041877,-111.136,44.499,17.63,1.58,7
60041887,-111.148,44.503,18.2,1.51,7
60041897,-111.15,44.499,18.94,0.74,2
60041957,-110.709,44.772,6.04,1.29,4
60041972,-110.716,44.772,6.47,1.54,5
60041977,-110.712,44.772,6.56,1.54,6
60041987,-110.713,44.772,6.2,1.68,4
60042227,-111.045,44.758,9.54,0.79,4
60042272,-111.049,44.768,8.73,0.88,4
60042547,-111.497,44.883,16.72,1.29,2
60042552,-111.496,44.874,17.57,1.95,4
60042592,-111.496,44.872,16.78,1.76,4
60042917,-110.428,44.654,6.92,2.85,12
60042952,-111.066,44.727,11.06,0.77,2
60043027,-110.289,44.785,7.37,1.41,3
60043057,-110.831,44.796,6.76,1.27,4
60043192,-110.531,44.468,5.01,1.28,5
60043197,-110.53,44.466,6.1,1.15,4
60043202,-110.54,44.475,5.46,1.31,2
60043207,-110.528,44.466,6.32,1.28,3
60043452,-111.022,44.699,9.03,0.9,2
60043472,-110.978,44.546,16.18,1.15,4
60043482,-110.827,44.755,7.51,1.7,5
60043562,-110.832,44.757,7.44,2.32,9
60043652,-111.394,44.759,11.11,1.59,5
60043677,-111.481,44.821,14.45,1.73,6
60043697,-110.997,44.707,12.83,1.96,5
60043707,-111.479,44.831,15.61,1.77,4
60043812,-110.832,44.756,8.24,1.18,4
60043877,-110.687,44.855,10.37,1.89,5
60044012,-111.001,44.539,12.41,1.02,4
60044017,-111.005,44.543,12.65,1.33,3
60044022,-111.015,44.712,12.02,1.4,4
60044032,-111.01,44.535,11.29,1.38,4
60044037,-111.008,44.554,14.3,1.14,3
60044082,-111.487,44.858,10.38,1.26,2
60044177,-110.832,44.757,9.12,1.56,4
60044262,-111.112,44.795,7.9,1.14,5
60044357,-110.696,44.838,8.59,1.95,5
60044807,-111.035,44.795,9.09,0.67,3
60044942,-111.098,44.746,13.86,1.99,6
60044957,-111.101,44.742,13.68,1.09,3
60044997,-110.773,44.743,9.21,1.77,3
60045007,-111.098,44.746,12.93,1.17,3
60045027,-110.9,44.593,12.98,0.67,2
60045287,-111.09,44.762,12.62,1.48,3
60045367,-111.081,44.766,12.7,1.32,3
60045372,-111.085,44.765,12.18,0.93,3
60045377,-110.689,44.835,8.17,2.17,6
60045382,-111.089,44.762,12.18,1.46,4
60045397,-111.494,44.861,10.84,3.05,11
60045562,-111.094,44.764,16.19,1.39,3
60045697,-110.953,44.474,9.81,1.36,4
60045722,-110.687,44.828,6.44,2.46,12
60045767,-111.012,44.815,11.72,1.32,5
60045777,-111.016,44.811,12.07,1.66,4
60045792,-111.014,44.817,10.57,1.48,4
60045797,-111.015,44.815,11.92,1.97,7
60045802,-111.015,44.811,10.99,1.17,3
60045807,-111.012,44.818,12.77,1.59,4
60045812,-111.01,44.819,11.24,1.27,3
60045822,-111.014,44.817,11.74,2.5,11
60045827,-111.013,44.819,11.15,0.71,3
60045832,-111.014,44.815,11.95,1.35,5
60045842,-111.022,44.814,12.1,2.94,11
60045852,-111.017,44.816,11.47,2.54,11
60045862,-111.02,44.813,11.31,1.6,5
60045867,-111.013,44.82,10.84,1.18,4
60045872,-111.02,44.818,13.58,2.74,11
60045887,-111.02,44.814,12.6,3.36,14
60045897,-111.01,44.827,11.68,1.78,4
60045907,-111.01,44.819,10.09,1.14,3
60045912,-111.013,44.818,11.26,0.77,2
60045927,-111.013,44.816,10.65,1.38,4
60045937,-111.01,44.828,10.63,1.19,2
60045947,-111.022,44.812,10.52,1.24,5
60045952,-111.014,44.816,10.91,1.25,4
60045957,-111.014,44.815,9.92,1.26,5
60045962,-111.009,44.821,10.63,0.73,3
60045972,-111.013,44.812,10.89,1.61,4
60045977,-111.015,44.813,10.46,1.42,5
60045982,-111.019,44.818,11.41,0.96,3
60045987,-111.006,44.818,10.01,0.88,3
60045992,-111.015,44.816,10.06,1.32,5
60045997,-111.011,44.812,10.25,1.26,4
60046007,-111.013,44.818,10.83,0.91,3
60046012,-111.014,44.815,10.73,0.97,4
60046022,-111.028,44.806,11.78,1.3,5
60046027,-111.01,44.808,10.79,1.43,5
60046032,-111.017,44.814,10.65,1.04,3
60046037,-111.016,44.812,11.32,1.42,5
60046047,-111.015,44.827,12.6,2.12,8
60046057,-111.009,44.812,11.44,1.32,5
60046067,-111.013,44.818,11.25,1.69,6
60046072,-111.014,44.819,10.35,0.77,3
60046077,-111.015,44.814,10.59,2.34,8
60046087,-111.014,44.817,10.73,0.75,3
60046092,-111.014,44.816,11.59,2.29,8
60046107,-111.02,44.813,12.09,2.95,14
60046112,-111.018,44.818,10.89,1.52,5
60046117,-111.016,44.811,10.98,1.22,4
60046122,-111.017,44.816,11.06,0.94,3
60046142,-111.013,44.811,10.28,1.38,5
60046147,-111.01,44.818,10.29,0.77,3
60046167,-111.007,44.821,10.77,0.6,3
60046182,-111.007,44.821,10.36,1.01,4
60046187,-111.014,44.819,10.57,0.8,4
60046197,-111.019,44.814,10.56,0.96,2
60046202,-111.018,44.818,13.55,1.92,6
60046212,-111.012,44.827,11.35,1.71,4
60046222,-111.018,44.823,12.82,1.43,3
60046232,-111.018,44.817,13.44,2.11,7
60046237,-111.01,44.828,12.13,1.61,6
60046242,-111.016,44.828,12.81,1.59,4
60046247,-111.017,44.813,10.38,2.2,10
60046252,-111.011,44.82,9.79,1.31,3
60046257,-111.014,44.823,10.03,1.18,3
60046277,-111.021,44.823,11.79,1.49,3
60046282,-111.015,44.83,12.65,1.59,3
60046302,-111.014,44.822,12.83,1.55,3
60046322,-111.018,44.813,10.71,0.86,2
60046327,-111.014,44.819,10.62,1.12,3
60046337,-111.011,44.815,10.87,0.93,2
60046342,-111.017,44.821,12.5,1.87,4
60046357,-111.012,44.818,10.55,0.76,2
60046362,-111.012,44.819,10.04,1.22,3
60046367,-111.017,44.813,11.75,3.13,13
60046372,-111.019,44.813,11.2,1.35,3
60046382,-111.023,44.814,9.86,0.99,3
60046392,-111.02,44.815,10.18,1.36,5
60046397,-111.022,44.818,12.63,1.56,5
60046407,-111.014,44.821,11.41,1.3,3
60046427,-111.02,44.818,13.48,1.69,4
60046437,-111.019,44.818,10.14,0.96,2
60046442,-111.012,44.818,11.05,1.34,3
60046452,-111.182,44.536,20.44,1.25,2
60046457,-111.011,44.818,10.69,0.99,2
60046467,-111.009,44.821,9.73,1.33,5
60046487,-111.016,44.821,12.19,1.61,5
60046507,-111.013,44.815,10.0,0.99,3
60046542,-110.785,44.738,9.12,1.72,5
60046577,-111.018,44.822,11.12,1.58,5
60046607,-111.008,44.822,9.46,0.86,2
60046612,-111.011,44.815,9.78,1.4,4
60046647,-111.019,44.819,10.3,1.33,3
60046652,-111.022,44.816,9.94,1.46,2
60046672,-111.026,44.823,12.91,2.24,5
60046682,-111.022,44.823,10.27,1.52,2
60046692,-111.017,44.838,13.5,1.7,3
60046697,-111.016,44.819,10.27,1.24,2
60046702,-111.017,44.821,9.49,1.84,4
60046717,-111.027,44.822,12.6,2.99,11
60046722,-111.011,44.814,9.39,1.18,5
60046727,-111.01,44.823,9.74,1.41,6
60046747,-111.021,44.817,9.36,1.28,4
60046777,-111.02,44.828,11.3,1.99,7
60046782,-111.014,44.821,10.75,1.63,4
60046807,-111.022,44.818,9.21,1.55,4
60046812,-111.029,44.822,12.81,2.42,10
60046847,-111.021,44.823,10.01,1.35,3
60046867,-111.021,44.835,13.24,1.51,3
60046912,-111.013,44.824,10.38,1.43,3
60046947,-111.019,44.814,9.73,2.01,6
60046952,-111.016,44.818,10.06,1.19,4
60046967,-111.017,44.821,10.49,1.19,3
60046987,-111.022,44.821,10.34,1.23,4
60047022,-111.022,44.813,10.52,2.03,6
60047032,-111.025,44.817,10.27,2.2,9
60047047,-111.019,44.818,9.43,1.05,4
60047072,-111.017,44.82,8.62,1.16,5
60047112,-111.022,44.817,8.25,1.14,5
60047117,-111.022,44.814,10.52,1.5,5
60047122,-111.021,44.826,10.06,1.23,6
60047127,-111.018,44.821,9.58,1.08,3
60047132,-111.014,44.81,9.91,1.24,5
60047137,-111.02,44.82,9.03,0.82,4
60047142,-111.028,44.824,12.36,2.23,10
60047167,-110.784,44.748,9.25,1.32,5
60047172,-111.018,44.823,9.06,1.02,4
60047207,-111.018,44.824,11.52,2.08,8
60047212,-111.023,44.819,10.58,1.84,6
60047297,-110.984,44.852,10.79,1.43,3
60047342,-111.014,44.814,12.4,0.97,3
