Evid,Date,Time,EqLat,EqLon,EqDep,EqML,EqMC,N,Dmin,ErrZ,ErrR,Net,Sta,Cmp,SLat,SLon,SElev,Repi,Rhyp,SML,Corr,AmpE,UnE,PerE,SnrE,AmpN,UnN,PerN,SnrN
50104615,1994-09-24,15:04:39.50,44.664,-110.473,2.79,3.70,3.58,2,9,0.8,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,221.6,221.647,3.97,-.23,7.09627,mm,nan,nan,7.09627,mm,nan,nan
50104615,1994-09-24,15:04:39.50,44.664,-110.473,2.79,3.70,3.58,2,9,0.8,0.4,US,DUG,BHN,40.195,-112.8133,1.477,532.5,532.517,3.43,.08,.05596,mm,nan,nan,.08557,mm,nan,nan
50120615,1995-08-28,03:16:24.39,44.136,-110.319,5.88,4.18,4.22,3,29,3.1,0.9,MB,BUT,ELN,46.010834,-112.55666,1.758,272.9,273.007,3.87,-.23,3.16979,mm,nan,nan,3.16979,mm,nan,nan
50120615,1995-08-28,03:16:24.39,44.136,-110.319,5.88,4.18,4.22,3,29,3.1,0.9,US,DUG,BHN,40.195,-112.8133,1.477,483.9,483.956,4.26,.08,.4649,mm,nan,nan,.73166,mm,nan,nan
50120615,1995-08-28,03:16:24.39,44.136,-110.319,5.88,4.18,4.22,3,29,3.1,0.9,UU,SLC,ELN,40.76617,-111.84766,1.436,394.9,394.968,4.42,-.21,3,mm,nan,nan,3.8,mm,nan,nan
50120635,1995-08-28,05:01:55.66,44.123,-110.390,1.84,3.18,3.64,2,44,15.3,3.1,MB,BUT,ELN,46.010834,-112.55666,1.758,270.5,270.524,2.97,-.23,.39905,mm,nan,nan,.39905,mm,nan,nan
50120635,1995-08-28,05:01:55.66,44.123,-110.390,1.84,3.18,3.64,2,44,15.3,3.1,US,DUG,BHN,40.195,-112.8133,1.477,480.1,480.111,3.38,.08,.06745,mm,nan,nan,.09009,mm,nan,nan
50123595,1995-11-17,13:14:38.13,44.600,-111.155,6.25,1.91,1.97,2,4,1.1,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,191.5,191.667,1.87,-.23,.07962,mm,nan,nan,.07962,mm,nan,nan
50123595,1995-11-17,13:14:38.13,44.600,-111.155,6.25,1.91,1.97,2,4,1.1,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,60.1,60.7227,1.95,.06,.35703,mm,nan,nan,.13755,mm,nan,nan
50124045,1995-11-28,06:45:19.46,44.762,-110.899,7.68,2.53,2.55,2,5,0.5,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,190,190.234,2.57,-.23,.39905,mm,nan,nan,.39905,mm,nan,nan
50124045,1995-11-28,06:45:19.46,44.762,-110.899,7.68,2.53,2.55,2,5,0.5,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,45.2,46.3156,2.48,.06,2.0134,mm,nan,nan,1.3059,mm,nan,nan
50124525,1995-11-30,15:07:47.48,44.758,-110.898,5.87,2.85,2.61,2,5,0.5,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,190.5,190.653,2.87,-.23,.79621,mm,nan,nan,.79621,mm,nan,nan
50124525,1995-11-30,15:07:47.48,44.758,-110.898,5.87,2.85,2.61,2,5,0.5,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,44.9,45.6596,2.82,.06,4.5363,mm,nan,nan,2.6904,mm,nan,nan
50124810,1995-12-03,01:23:57.63,44.750,-110.904,8.80,2.82,2.57,2,6,0.7,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,190.7,190.992,3.07,-.23,1.26191,mm,nan,nan,1.26191,mm,nan,nan
50124810,1995-12-03,01:23:57.63,44.750,-110.904,8.80,2.82,2.57,2,6,0.7,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,45,46.3786,2.56,.06,2.4066,mm,nan,nan,1.5795,mm,nan,nan
50126430,1996-01-17,10:04:13.28,44.651,-110.426,4.50,2.57,2.32,2,12,1.0,0.3,MB,BUT,ELN,46.010834,-112.55666,1.758,225.2,225.287,2.17,-.23,.10024,mm,nan,nan,.10024,mm,nan,nan
50126430,1996-01-17,10:04:13.28,44.651,-110.426,4.50,2.57,2.32,2,12,1.0,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,9.8,11.9992,2.97,.06,67.931,mm,nan,nan,33.736,mm,nan,nan
50128575,1996-03-23,13:25:42.83,44.801,-111.026,8.30,2.05,1.97,2,5,0.6,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,180.1,180.381,2.17,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50128575,1996-03-23,13:25:42.83,44.801,-111.026,8.30,2.05,1.97,2,5,0.6,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,56.1,57.1158,1.93,.06,.34683,mm,nan,nan,.24318,mm,nan,nan
50128990,1996-04-02,15:19:02.73,44.432,-110.611,0.98,2.43,2.36,2,15,1.2,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,232.7,232.716,2.17,-.23,.10024,mm,nan,nan,.10024,mm,nan,nan
50128990,1996-04-02,15:19:02.73,44.432,-110.611,0.98,2.43,2.36,2,15,1.2,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,22.4,22.6572,2.68,.06,19.572,mm,nan,nan,13.846,mm,nan,nan
50131670,1996-06-29,14:22:56.24,44.657,-109.870,7.30,2.41,2.67,2,34,2.0,4.2,MB,BUT,ELN,46.010834,-112.55666,1.758,258.8,258.958,2.77,-.23,.31698,mm,nan,nan,.31698,mm,nan,nan
50131670,1996-06-29,14:22:56.24,44.657,-109.870,7.30,2.41,2.67,2,34,2.0,4.2,US,BW06,BHN,42.7667,-109.5583,2.224,211.5,211.714,2.05,-.15,.0676,mm,nan,nan,.09234,mm,nan,nan
50132105,1996-07-11,04:26:04.05,44.213,-110.771,0.68,2.34,2.43,2,20,1.9,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,244.3,244.312,2.37,-.23,.15887,mm,nan,nan,.15887,mm,nan,nan
50132105,1996-07-11,04:26:04.05,44.213,-110.771,0.68,2.34,2.43,2,20,1.9,0.6,US,BW06,BHN,42.7667,-109.5583,2.224,188.2,188.222,2.3,-.15,.17577,mm,nan,nan,.18219,mm,nan,nan
50132500,1996-07-16,04:10:49.79,44.564,-110.948,4.71,3.25,3.20,2,12,1.2,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,204.4,204.502,3.27,-.23,2,mm,nan,nan,2,mm,nan,nan
50132500,1996-07-16,04:10:49.79,44.564,-110.948,4.71,3.25,3.20,2,12,1.2,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,43.5,44.0811,3.22,.06,12.246,mm,nan,nan,5.9603,mm,nan,nan
50132540,1996-07-16,05:09:01.50,44.561,-110.939,4.65,2.80,2.93,2,12,1.0,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,205.1,205.2,2.87,-.23,.63246,mm,nan,nan,.63246,mm,nan,nan
50132540,1996-07-16,05:09:01.50,44.561,-110.939,4.65,2.80,2.93,2,12,1.0,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,42.8,43.3807,2.73,.06,3.982,mm,nan,nan,1.9289,mm,nan,nan
50132795,1996-07-22,09:10:02.95,44.629,-111.249,9.10,2.02,1.91,2,9,1.1,0.7,MB,BUT,ELN,46.010834,-112.55666,1.758,184.6,184.919,2.07,-.23,.15887,mm,nan,nan,.15887,mm,nan,nan
50132795,1996-07-22,09:10:02.95,44.629,-111.249,9.10,2.02,1.91,2,9,1.1,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,67.8,68.7724,1.96,.06,.3052,mm,nan,nan,.19605,mm,nan,nan
50133015,1996-07-27,06:34:08.75,44.551,-110.009,5.34,2.19,2.23,3,21,0.8,1.2,MB,BUT,ELN,46.010834,-112.55666,1.758,257.4,257.498,2.27,-.23,.10024,mm,nan,nan,.10024,mm,nan,nan
50133015,1996-07-27,06:34:08.75,44.551,-110.009,5.34,2.19,2.23,3,21,0.8,1.2,US,BW06,BHN,42.7667,-109.5583,2.224,201.6,201.742,1.65,-.15,.04479,mm,nan,nan,.03449,mm,nan,nan
50133015,1996-07-27,06:34:08.75,44.551,-110.009,5.34,2.19,2.23,3,21,0.8,1.2,US,LKWY,BHN,44.5652,-110.4,2.424,31.1,32.0545,2.65,.06,7.0299,mm,nan,nan,5.4386,mm,nan,nan
50133030,1996-07-27,11:10:17.67,44.234,-110.666,2.43,2.40,2.14,2,12,1.6,0.6,US,BW06,BHN,42.7667,-109.5583,2.224,186,186.058,2.1,-.15,.08974,mm,nan,nan,.1367,mm,nan,nan
50133030,1996-07-27,11:10:17.67,44.234,-110.666,2.43,2.40,2.14,2,12,1.6,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,42.5,42.7763,2.7,.06,3.5137,mm,nan,nan,2.0516,mm,nan,nan
50133055,1996-07-27,19:22:07.00,44.224,-110.659,0.94,2.15,2.20,2,11,2.0,0.7,US,BW06,BHN,42.7667,-109.5583,2.224,184.8,184.827,1.75,-.15,.05229,mm,nan,nan,.07407,mm,nan,nan
50133055,1996-07-27,19:22:07.00,44.224,-110.659,0.94,2.15,2.20,2,11,2.0,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,43.2,43.3308,2.54,.06,2.3827,mm,nan,nan,1.435,mm,nan,nan
50133890,1996-08-20,05:35:05.98,44.771,-110.712,5.51,2.38,2.11,2,17,0.8,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,199.6,199.732,2.27,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50133890,1996-08-20,05:35:05.98,44.771,-110.712,5.51,2.38,2.11,2,17,0.8,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,33.7,34.6214,2.48,.06,3.3971,mm,nan,nan,1.8782,mm,nan,nan
50138155,1996-11-02,21:01:15.22,44.639,-111.169,7.55,2.02,1.99,2,7,0.8,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,187.3,187.531,1.97,-.23,.10024,mm,nan,nan,.10024,mm,nan,nan
50138155,1996-11-02,21:01:15.22,44.639,-111.169,7.55,2.02,1.99,2,7,0.8,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,61.6,62.4022,2.07,.06,.40641,mm,nan,nan,.24766,mm,nan,nan
50138210,1996-11-03,06:02:31.83,44.780,-110.894,7.97,2.22,2.08,2,4,0.8,0.7,MB,BUT,ELN,46.010834,-112.55666,1.758,188.8,189.05,2.47,-.23,.31698,mm,nan,nan,.31698,mm,nan,nan
50138210,1996-11-03,06:02:31.83,44.780,-110.894,7.97,2.22,2.08,2,4,0.8,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,45.9,47.0621,1.97,.06,.6423,mm,nan,nan,.39216,mm,nan,nan
50140490,1997-01-07,19:29:45.98,44.879,-110.771,6.33,2.29,2.28,2,12,1.2,0.7,MB,BUT,ELN,46.010834,-112.55666,1.758,188,188.174,2.47,-.23,.31698,mm,nan,nan,.31698,mm,nan,nan
50140490,1997-01-07,19:29:45.98,44.879,-110.771,6.33,2.29,2.28,2,12,1.2,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,45.6,46.4327,2.11,.06,.76894,mm,nan,nan,.65991,mm,nan,nan
50141440,1997-03-04,01:10:37.13,44.798,-110.902,7.13,2.43,2.35,2,4,0.8,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,186.9,187.111,2.67,-.23,.50238,mm,nan,nan,.50238,mm,nan,nan
50141440,1997-03-04,01:10:37.13,44.798,-110.902,7.13,2.43,2.35,2,4,0.8,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,47.5,48.4513,2.19,.06,1.0244,mm,nan,nan,.69899,mm,nan,nan
50143815,1997-06-11,01:35:15.12,44.736,-110.800,3.84,3.00,3.52,2,7,1.4,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,197.5,197.579,3.67,-.23,5.02377,mm,nan,nan,5.02377,mm,nan,nan
50143815,1997-06-11,01:35:15.12,44.736,-110.800,3.84,3.00,3.52,2,7,1.4,0.4,US,BW06,BHN,42.7667,-109.5583,2.224,240.6,240.676,2.33,-.15,.11329,mm,nan,nan,.12755,mm,nan,nan
50144305,1997-06-15,01:48:49.53,44.736,-110.792,4.53,2.66,2.98,3,7,0.9,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,198,198.1,3.07,-.23,1.26192,mm,nan,nan,1.26192,mm,nan,nan
50144305,1997-06-15,01:48:49.53,44.736,-110.792,4.53,2.66,2.98,3,7,0.9,0.4,US,BW06,BHN,42.7667,-109.5583,2.224,240.3,240.395,1.93,-.15,.04484,mm,nan,nan,.05116,mm,nan,nan
50144305,1997-06-15,01:48:49.53,44.736,-110.792,4.53,2.66,2.98,3,7,0.9,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,36.4,37.0583,2.98,.06,9.0841,mm,nan,nan,7.7136,mm,nan,nan
50144400,1997-06-15,02:50:23.23,44.734,-110.795,8.19,3.48,3.63,3,7,1.0,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,197.9,198.15,3.67,-.23,5.02377,mm,nan,nan,5.02377,mm,nan,nan
50144400,1997-06-15,02:50:23.23,44.734,-110.795,8.19,3.48,3.63,3,7,1.0,0.5,US,BW06,BHN,42.7667,-109.5583,2.224,240.2,240.426,2.83,-.15,.33157,mm,nan,nan,.4383,mm,nan,nan
50144400,1997-06-15,02:50:23.23,44.734,-110.795,8.19,3.48,3.63,3,7,1.0,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,36.5,38.0119,3.95,.06,86.602,mm,nan,nan,68.431,mm,nan,nan
50144475,1997-06-15,03:24:11.01,44.747,-110.790,8.37,2.78,2.66,2,7,1.0,0.8,MB,BUT,ELN,46.010834,-112.55666,1.758,197.2,197.46,2.87,-.23,.79621,mm,nan,nan,.79621,mm,nan,nan
50144475,1997-06-15,03:24:11.01,44.747,-110.790,8.37,2.78,2.66,2,7,1.0,0.8,US,LKWY,BHN,44.5652,-110.4,2.424,37,38.5423,2.68,.06,5.5189,mm,nan,nan,2.8585,mm,nan,nan
50144625,1997-06-15,05:01:14.31,44.729,-110.792,7.73,2.34,2.38,2,9,0.8,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,198.5,198.727,2.27,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50144625,1997-06-15,05:01:14.31,44.729,-110.792,7.73,2.34,2.38,2,9,0.8,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,36.1,37.5008,2.41,.06,2.9804,mm,nan,nan,1.4809,mm,nan,nan
50144630,1997-06-15,05:03:54.31,44.742,-110.799,6.03,2.85,2.52,3,7,1.3,0.8,MB,BUT,ELN,46.010834,-112.55666,1.758,197.1,197.254,2.77,-.23,.63246,mm,nan,nan,.63246,mm,nan,nan
50144630,1997-06-15,05:03:54.31,44.742,-110.799,6.03,2.85,2.52,3,7,1.3,0.8,US,DUG,BHN,40.195,-112.8133,1.477,531.6,531.653,3.27,.08,.0437,mm,nan,nan,.054,mm,nan,nan
50144630,1997-06-15,05:03:54.31,44.742,-110.799,6.03,2.85,2.52,3,7,1.3,0.8,US,LKWY,BHN,44.5652,-110.4,2.424,37.3,38.246,2.53,.06,3.7737,mm,nan,nan,2.0936,mm,nan,nan
50145015,1997-06-16,02:33:05.79,44.734,-110.796,6.52,3.61,3.76,4,7,0.7,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,197.9,198.073,4.07,-.23,12.61915,mm,nan,nan,12.61915,mm,nan,nan
50145015,1997-06-16,02:33:05.79,44.734,-110.796,6.52,3.61,3.76,4,7,0.7,0.4,US,BW06,BHN,42.7667,-109.5583,2.224,240.2,240.359,2.87,-.15,.35238,mm,nan,nan,.49156,mm,nan,nan
50145015,1997-06-16,02:33:05.79,44.734,-110.796,6.52,3.61,3.76,4,7,0.7,0.4,US,DUG,BHN,40.195,-112.8133,1.477,530.8,530.86,3.55,.08,.08097,mm,nan,nan,.10607,mm,nan,nan
50145015,1997-06-16,02:33:05.79,44.734,-110.796,6.52,3.61,3.76,4,7,0.7,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,36.6,37.677,3.94,.06,72.689,mm,nan,nan,80.465,mm,nan,nan
50145145,1997-06-16,04:26:40.94,44.729,-110.790,7.25,2.44,2.30,2,8,1.0,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,198.6,198.804,2.37,-.23,.25179,mm,nan,nan,.25179,mm,nan,nan
50145145,1997-06-16,04:26:40.94,44.729,-110.790,7.25,2.44,2.30,2,8,1.0,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,35.9,37.1806,2.5,.06,3.1718,mm,nan,nan,2.4043,mm,nan,nan
50145800,1997-06-28,20:36:04.53,44.228,-110.732,1.04,3.25,3.19,3,8,0.9,0.8,MB,BUT,ELN,46.010834,-112.55666,1.758,244.7,244.716,3.27,-.23,1.26191,mm,nan,nan,1.26191,mm,nan,nan
50145800,1997-06-28,20:36:04.53,44.228,-110.732,1.04,3.25,3.19,3,8,0.9,0.8,US,BW06,BHN,42.7667,-109.5583,2.224,188.1,188.128,2.93,-.15,.63167,mm,nan,nan,.90091,mm,nan,nan
50145800,1997-06-28,20:36:04.53,44.228,-110.732,1.04,3.25,3.19,3,8,0.9,0.8,US,DUG,BHN,40.195,-112.8133,1.477,479.9,479.907,3.54,.08,.09472,mm,nan,nan,.13323,mm,nan,nan
50145855,1997-06-30,05:53:43.42,44.358,-111.109,12.10,2.39,2.64,3,20,2.4,0.7,MB,BUT,ELN,46.010834,-112.55666,1.758,216.1,216.544,2.67,-.23,.35566,mm,nan,nan,.35566,mm,nan,nan
50145855,1997-06-30,05:53:43.42,44.358,-111.109,12.10,2.39,2.64,3,20,2.4,0.7,US,BW06,BHN,42.7667,-109.5583,2.224,216.7,217.173,1.9,-.15,.04193,mm,nan,nan,.05948,mm,nan,nan
50145855,1997-06-30,05:53:43.42,44.358,-111.109,12.10,2.39,2.64,3,20,2.4,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,60.9,62.608,2.59,.06,1.4518,mm,nan,nan,.68409,mm,nan,nan
50145920,1997-07-02,17:02:29.90,44.564,-110.929,6.79,2.02,2.45,2,11,2.1,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,205.3,205.478,2.17,-.23,.12619,mm,nan,nan,.12619,mm,nan,nan
50145920,1997-07-02,17:02:29.90,44.564,-110.929,6.79,2.02,2.45,2,11,2.1,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,42,42.9988,1.88,.06,.69373,mm,nan,nan,.34952,mm,nan,nan
50146010,1997-07-05,17:55:36.85,44.495,-111.015,6.64,2.16,2.81,3,14,2.1,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,207.4,207.57,2.67,-.23,.39905,mm,nan,nan,.39905,mm,nan,nan
50146010,1997-07-05,17:55:36.85,44.495,-111.015,6.64,2.16,2.81,3,14,2.1,0.5,US,BW06,BHN,42.7667,-109.5583,2.224,225.1,225.274,1.42,-.15,.01525,mm,nan,nan,.01445,mm,nan,nan
50146010,1997-07-05,17:55:36.85,44.495,-111.015,6.64,2.16,2.81,3,14,2.1,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,49.5,50.323,2.4,.06,1.344,mm,nan,nan,.85723,mm,nan,nan
50146025,1997-07-06,01:20:52.45,44.493,-111.037,6.51,2.27,2.54,2,14,3.1,0.8,MB,BUT,ELN,46.010834,-112.55666,1.758,206.6,206.765,2.37,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50146025,1997-07-06,01:20:52.45,44.493,-111.037,6.51,2.27,2.54,2,14,3.1,0.8,US,LKWY,BHN,44.5652,-110.4,2.424,51.3,52.0721,2.17,.06,.71864,mm,nan,nan,.56453,mm,nan,nan
50147185,1997-07-30,19:17:32.77,44.415,-110.644,7.19,1.99,2.78,2,16,1.8,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,232.5,232.672,2.17,-.23,.10024,mm,nan,nan,.10024,mm,nan,nan
50147185,1997-07-30,19:17:32.77,44.415,-110.644,7.19,1.99,2.78,2,16,1.8,0.4,US,BW06,BHN,42.7667,-109.5583,2.224,203,203.218,1.81,-.15,.05791,mm,nan,nan,.05686,mm,nan,nan
50148425,1997-08-30,11:41:26.47,44.827,-111.491,9.32,3.15,3.58,2,24,0.9,1.5,MB,BUT,ELN,46.010834,-112.55666,1.758,155.7,156.094,3.87,-.23,12.6191,mm,nan,nan,12.6191,mm,nan,nan
50148425,1997-08-30,11:41:26.47,44.827,-111.491,9.32,3.15,3.58,2,24,0.9,1.5,US,BW06,BHN,42.7667,-109.5583,2.224,276.8,277.041,2.42,-.15,.0825,mm,nan,nan,.10649,mm,nan,nan
50148450,1997-09-01,04:08:21.83,44.791,-111.008,9.97,3.12,3.38,3,4,0.7,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,181.9,182.278,3.57,-.23,5.02377,mm,nan,nan,5.02377,mm,nan,nan
50148450,1997-09-01,04:08:21.83,44.791,-111.008,9.97,3.12,3.38,3,4,0.7,0.6,US,BW06,BHN,42.7667,-109.5583,2.224,253.4,253.693,2.57,-.15,.15375,mm,nan,nan,.18112,mm,nan,nan
50148450,1997-09-01,04:08:21.83,44.791,-111.008,9.97,3.12,3.38,3,4,0.7,0.6,US,HWUT,BHN,41.6069,-111.5652,1.83,356.6,356.795,3.21,.09,.10435,mm,nan,nan,.15866,mm,nan,nan
50149430,1997-10-08,00:59:00.24,44.214,-110.273,6.70,2.26,2.51,2,20,0.9,1.4,MB,BUT,ELN,46.010834,-112.55666,1.758,268.6,268.733,2.37,-.23,.10024,mm,nan,nan,.10024,mm,nan,nan
50149430,1997-10-08,00:59:00.24,44.214,-110.273,6.70,2.26,2.51,2,20,0.9,1.4,US,BW06,BHN,42.7667,-109.5583,2.224,170.9,171.133,2.14,-.15,.14064,mm,nan,nan,.16895,mm,nan,nan
50150395,1997-11-18,21:54:47.50,44.650,-109.934,9.13,2.51,2.72,2,20,0.9,1.8,MB,BUT,ELN,46.010834,-112.55666,1.758,255.3,255.532,2.57,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50150395,1997-11-18,21:54:47.50,44.650,-109.934,9.13,2.51,2.72,2,20,0.9,1.8,US,LKWY,BHN,44.5652,-110.4,2.424,38.1,39.8134,2.45,.06,2.5527,mm,nan,nan,1.3591,mm,nan,nan
50150615,1997-11-30,15:15:27.62,44.754,-110.996,4.54,2.22,2.25,2,1,0.8,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,185.6,185.707,2.27,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50150615,1997-11-30,15:15:27.62,44.754,-110.996,4.54,2.22,2.25,2,1,0.8,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,51.7,52.1669,2.16,.06,.66111,mm,nan,nan,.61095,mm,nan,nan
50151275,1997-12-24,11:04:08.63,44.828,-110.496,7.96,1.79,1.92,2,9,1.0,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,208.1,208.327,1.87,-.23,.06325,mm,nan,nan,.06325,mm,nan,nan
50151275,1997-12-24,11:04:08.63,44.828,-110.496,7.96,1.79,1.92,2,9,1.0,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,30.2,31.9354,1.71,.06,.73432,mm,nan,nan,.68424,mm,nan,nan
50151300,1997-12-25,05:46:10.04,44.705,-111.043,8.01,2.09,2.25,2,7,1.0,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,187.4,187.654,2.17,-.23,.15887,mm,nan,nan,.15887,mm,nan,nan
50151300,1997-12-25,05:46:10.04,44.705,-111.043,8.01,2.09,2.25,2,7,1.0,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,53.4,54.4098,2.01,.06,.38742,mm,nan,nan,.32709,mm,nan,nan
50151315,1997-12-25,05:55:45.56,44.706,-111.047,8.43,2.41,2.59,3,7,0.7,0.4,US,AHID,BHN,42.7654,-111.1004,1.96,215.6,215.85,2.23,-.43,.18379,mm,nan,nan,.22479,mm,nan,nan
50151315,1997-12-25,05:55:45.56,44.706,-111.047,8.43,2.41,2.59,3,7,0.7,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,187.2,187.477,2.67,-.23,.50238,mm,nan,nan,.50238,mm,nan,nan
50151315,1997-12-25,05:55:45.56,44.706,-111.047,8.43,2.41,2.59,3,7,0.7,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,53.6,54.6879,2.32,.06,1.3987,mm,nan,nan,.05908,mm,nan,nan
50152735,1998-02-02,06:16:22.05,44.235,-110.766,-0.24,2.22,2.11,2,5,0.6,1.0,US,AHID,BHN,42.7654,-111.1004,1.96,165.5,165.509,1.95,-.43,.20208,mm,nan,nan,.17559,mm,nan,nan
50152735,1998-02-02,06:16:22.05,44.235,-110.766,-0.24,2.22,2.11,2,5,0.6,1.0,US,LKWY,BHN,44.5652,-110.4,2.424,46.9,46.9508,2.48,.06,1.876,mm,nan,nan,1.4487,mm,nan,nan
50153195,1998-02-17,19:36:19.98,44.781,-111.110,9.68,1.98,2.13,2,2,0.4,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,177.6,177.968,2.07,-.23,.15887,mm,nan,nan,.15887,mm,nan,nan
50153195,1998-02-17,19:36:19.98,44.781,-111.110,9.68,1.98,2.13,2,2,0.4,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,61.2,62.3855,1.88,.06,.278,mm,nan,nan,.14416,mm,nan,nan
50153930,1998-03-24,09:55:30.06,44.317,-110.675,3.34,1.98,2.16,2,12,2.1,0.7,US,AHID,BHN,42.7654,-111.1004,1.96,175.8,175.88,1.62,-.43,.09642,mm,nan,nan,.0823,mm,nan,nan
50153930,1998-03-24,09:55:30.06,44.317,-110.675,3.34,1.98,2.16,2,12,2.1,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,35.2,35.6688,2.33,.06,2.3974,mm,nan,nan,1.3476,mm,nan,nan
50153955,1998-03-24,12:37:02.41,44.333,-110.674,3.98,2.29,2.14,2,13,2.1,0.9,US,AHID,BHN,42.7654,-111.1004,1.96,177.6,177.699,1.95,-.43,.19421,mm,nan,nan,.19085,mm,nan,nan
50153955,1998-03-24,12:37:02.41,44.333,-110.674,3.98,2.29,2.14,2,13,2.1,0.9,US,LKWY,BHN,44.5652,-110.4,2.424,33.7,34.3031,2.62,.06,4.9692,mm,nan,nan,2.2293,mm,nan,nan
50153960,1998-03-24,12:42:34.96,44.331,-110.667,5.10,2.21,2.26,3,13,1.7,0.7,US,AHID,BHN,42.7654,-111.1004,1.96,177.5,177.64,1.95,-.43,.19383,mm,nan,nan,.19034,mm,nan,nan
50153960,1998-03-24,12:42:34.96,44.331,-110.667,5.10,2.21,2.26,3,13,1.7,0.7,MB,BUT,ELN,46.010834,-112.55666,1.758,238.5,238.599,2.17,-.23,.10024,mm,nan,nan,.10024,mm,nan,nan
50153960,1998-03-24,12:42:34.96,44.331,-110.667,5.10,2.21,2.26,3,13,1.7,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,33.6,34.4321,2.5,.06,3.7055,mm,nan,nan,1.7941,mm,nan,nan
50153990,1998-03-25,12:22:11.52,44.792,-110.933,5.21,2.50,2.86,3,7,0.8,0.5,US,AHID,BHN,42.7654,-111.1004,1.96,225.6,225.714,2,-.43,.1021,mm,nan,nan,.11388,mm,nan,nan
50153990,1998-03-25,12:22:11.52,44.792,-110.933,5.21,2.50,2.86,3,7,0.8,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,185.8,185.931,2.77,-.23,.63246,mm,nan,nan,.63246,mm,nan,nan
50153990,1998-03-25,12:22:11.52,44.792,-110.933,5.21,2.50,2.86,3,7,0.8,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,49.2,49.7887,2.74,.06,2.548,mm,nan,nan,2.3052,mm,nan,nan
