Evid,Date,Time,EqLat,EqLon,EqDep,EqML,EqMC,N,Dmin,ErrZ,ErrR,Net,Sta,Cmp,SLat,SLon,SElev,Repi,Rhyp,SML,Corr,AmpE,UnE,PerE,SnrE,AmpN,UnN,PerN,SnrN
50204645,2000-07-28,06:31:59.59,44.800,-110.791,2.80,2.15,1.71,2,5,0.6,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,40.5,40.8355,1.83,.06,.4586,mm,nan,nan,.48231,mm,nan,nan
50204660,2000-07-28,07:46:57.67,44.800,-110.787,4.83,2.41,2.27,2,5,0.8,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,110.7,110.886,2.47,0,.64275,mm,nan,nan,.29263,mm,nan,nan
50204660,2000-07-28,07:46:57.67,44.800,-110.787,4.83,2.41,2.27,2,5,0.8,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,193.2,193.312,2.47,-.23,.31698,mm,nan,nan,.31698,mm,nan,nan
50204660,2000-07-28,07:46:57.67,44.800,-110.787,4.83,2.41,2.27,2,5,0.8,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,40.2,40.8492,2.35,.06,1.6348,mm,nan,nan,1.4964,mm,nan,nan
50204680,2000-07-28,08:45:25.09,44.800,-110.787,2.62,1.71,1.57,2,5,0.6,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,110.6,110.68,1.81,0,.13637,mm,nan,nan,.06834,mm,nan,nan
50204680,2000-07-28,08:45:25.09,44.800,-110.787,2.62,1.71,1.57,2,5,0.6,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,193.2,193.25,1.77,-.23,.06325,mm,nan,nan,.06325,mm,nan,nan
50204680,2000-07-28,08:45:25.09,44.800,-110.787,2.62,1.71,1.57,2,5,0.6,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,40.3,40.6144,1.65,.06,.32095,mm,nan,nan,.29983,mm,nan,nan
50204685,2000-07-28,09:27:11.67,44.803,-110.790,2.58,1.76,1.60,2,5,0.6,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,110.2,110.279,1.87,0,.16475,mm,nan,nan,.07337,mm,nan,nan
50204685,2000-07-28,09:27:11.67,44.803,-110.790,2.58,1.76,1.60,2,5,0.6,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,192.7,192.749,1.87,-.23,.07962,mm,nan,nan,.07962,mm,nan,nan
50204685,2000-07-28,09:27:11.67,44.803,-110.790,2.58,1.76,1.60,2,5,0.6,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,40.7,41.0065,1.64,.06,.30997,mm,nan,nan,.29883,mm,nan,nan
50204690,2000-07-28,09:32:06.26,44.802,-110.789,2.64,1.84,1.60,2,5,0.6,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,110.3,110.381,1.94,0,.18354,mm,nan,nan,.09619,mm,nan,nan
50204690,2000-07-28,09:32:06.26,44.802,-110.789,2.64,1.84,1.60,2,5,0.6,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,192.8,192.85,1.97,-.23,.10024,mm,nan,nan,.10024,mm,nan,nan
50204690,2000-07-28,09:32:06.26,44.802,-110.789,2.64,1.84,1.60,2,5,0.6,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,40.6,40.9146,1.71,.06,.41848,mm,nan,nan,.29603,mm,nan,nan
50204870,2000-07-29,05:09:13.67,44.802,-110.794,2.67,1.89,1.83,2,5,0.6,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,110.1,110.182,1.98,0,.17016,mm,nan,nan,.13097,mm,nan,nan
50204870,2000-07-29,05:09:13.67,44.802,-110.794,2.67,1.89,1.83,2,5,0.6,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,192.6,192.651,1.87,-.23,.07962,mm,nan,nan,.07962,mm,nan,nan
50204870,2000-07-29,05:09:13.67,44.802,-110.794,2.67,1.89,1.83,2,5,0.6,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,40.8,41.1168,1.9,.06,.51943,mm,nan,nan,.57366,mm,nan,nan
50204880,2000-07-29,05:16:58.94,44.799,-110.794,4.96,2.51,2.31,2,5,0.9,0.5,US,BOZ,BHN,45.59697,-111.62967,1.589,110.4,110.594,2.54,0,.70711,mm,nan,nan,.39275,mm,nan,nan
50204880,2000-07-29,05:16:58.94,44.799,-110.794,4.96,2.51,2.31,2,5,0.9,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,192.9,193.017,2.47,-.23,.31698,mm,nan,nan,.31698,mm,nan,nan
50204880,2000-07-29,05:16:58.94,44.799,-110.794,4.96,2.51,2.31,2,5,0.9,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,40.6,41.266,2.55,.06,2.5422,mm,nan,nan,2.4001,mm,nan,nan
50204895,2000-07-29,05:29:08.84,44.801,-110.790,5.46,2.70,2.69,4,5,0.7,0.5,US,AHID,BHN,42.7654,-111.1004,1.96,227.6,227.721,1.94,-.43,.08383,mm,nan,nan,.10123,mm,nan,nan
50204895,2000-07-29,05:29:08.84,44.801,-110.790,5.46,2.70,2.69,4,5,0.7,0.5,US,BOZ,BHN,45.59697,-111.62967,1.589,110.3,110.525,2.79,0,.97522,mm,nan,nan,.98723,mm,nan,nan
50204895,2000-07-29,05:29:08.84,44.801,-110.790,5.46,2.70,2.69,4,5,0.7,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,192.8,192.935,2.97,-.23,1.00237,mm,nan,nan,1.00237,mm,nan,nan
50204895,2000-07-29,05:29:08.84,44.801,-110.790,5.46,2.70,2.69,4,5,0.7,0.5,US,HLID,BHN,43.5625,-114.4138,1.772,320.8,320.882,2.85,.05,.10542,mm,nan,nan,.09674,mm,nan,nan
50204895,2000-07-29,05:29:08.84,44.801,-110.790,5.46,2.70,2.69,4,5,0.7,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,40.6,41.3584,3.02,.06,7.1494,mm,nan,nan,7.4255,mm,nan,nan
50205535,2000-08-03,07:22:15.76,44.803,-110.790,2.68,1.31,1.40,2,5,0.7,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,40.7,41.0188,1.42,.06,.17789,mm,nan,nan,.18853,mm,nan,nan
50205535,2000-08-03,07:22:15.76,44.803,-110.790,2.68,1.31,1.40,2,5,0.7,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,20.4,20.9638,1.19,-.38,1.1945,mm,nan,nan,1.7527,mm,nan,nan
50205635,2000-08-04,07:02:10.61,44.801,-110.790,2.41,1.96,1.91,3,5,0.7,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,192.9,192.945,2.27,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50205635,2000-08-04,07:02:10.61,44.801,-110.790,2.41,1.96,1.91,3,5,0.7,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,40.6,40.8868,2.01,.06,.71196,mm,nan,nan,.69936,mm,nan,nan
50205635,2000-08-04,07:02:10.61,44.801,-110.790,2.41,1.96,1.91,3,5,0.7,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,20.2,20.7081,1.6,-.38,3.0993,mm,nan,nan,4.5105,mm,nan,nan
50205690,2000-08-04,13:19:44.72,44.801,-110.792,2.48,1.44,1.70,2,5,0.6,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,40.7,40.9944,1.61,.06,.33643,mm,nan,nan,.22568,mm,nan,nan
50205690,2000-08-04,13:19:44.72,44.801,-110.792,2.48,1.44,1.70,2,5,0.6,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,20.1,20.6261,1.26,-.38,1.4474,mm,nan,nan,2.017,mm,nan,nan
50205790,2000-08-06,04:30:53.42,44.801,-110.792,2.57,1.78,1.86,3,5,0.6,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,192.8,192.849,2.07,-.23,.12619,mm,nan,nan,.12619,mm,nan,nan
50205790,2000-08-06,04:30:53.42,44.801,-110.792,2.57,1.78,1.86,3,5,0.6,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,40.7,41.0052,1.82,.06,.57169,mm,nan,nan,.34474,mm,nan,nan
50205790,2000-08-06,04:30:53.42,44.801,-110.792,2.57,1.78,1.86,3,5,0.6,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,20.1,20.6465,1.44,-.38,2.4831,mm,nan,nan,2.7722,mm,nan,nan
50205860,2000-08-07,05:30:57.12,44.801,-110.802,2.81,2.14,2.17,3,4,0.6,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,192.2,192.254,2.47,-.23,.31698,mm,nan,nan,.31698,mm,nan,nan
50205860,2000-08-07,05:30:57.12,44.801,-110.802,2.81,2.14,2.17,3,4,0.6,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,41.2,41.5311,2.16,.06,1.1466,mm,nan,nan,.86855,mm,nan,nan
50205860,2000-08-07,05:30:57.12,44.801,-110.802,2.81,2.14,2.17,3,4,0.6,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,19.5,20.1207,1.79,-.38,5.9084,mm,nan,nan,5.8352,mm,nan,nan
50205865,2000-08-07,09:07:40.09,44.800,-110.808,7.25,2.69,2.72,5,4,0.9,0.5,US,AHID,BHN,42.7654,-111.1004,1.96,227.3,227.487,1.95,-.43,.082,mm,nan,nan,.10904,mm,nan,nan
50205865,2000-08-07,09:07:40.09,44.800,-110.808,7.25,2.69,2.72,5,4,0.9,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,192,192.211,3.17,-.23,1.58866,mm,nan,nan,1.58866,mm,nan,nan
50205865,2000-08-07,09:07:40.09,44.800,-110.808,7.25,2.69,2.72,5,4,0.9,0.5,US,HLID,BHN,43.5625,-114.4138,1.772,319.6,319.727,2.96,.05,.13267,mm,nan,nan,.12745,mm,nan,nan
50205865,2000-08-07,09:07:40.09,44.800,-110.808,7.25,2.69,2.72,5,4,0.9,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,41.5,42.6126,2.83,.06,5.0815,mm,nan,nan,4.2048,mm,nan,nan
50205865,2000-08-07,09:07:40.09,44.800,-110.808,7.25,2.69,2.72,5,4,0.9,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,19.2,21.3771,2.54,-.38,30.274,mm,nan,nan,36.396,mm,nan,nan
50206005,2000-08-09,04:10:34.37,44.804,-110.790,2.37,1.13,0.96,2,5,0.5,0.3,US,BOZ,BHN,45.59697,-111.62967,1.589,110.1,110.171,1.65,0,.08778,mm,nan,nan,.05298,mm,nan,nan
50206005,2000-08-09,04:10:34.37,44.804,-110.790,2.37,1.13,0.96,2,5,0.5,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,40.8,41.0807,1.29,.06,.14949,mm,nan,nan,.12274,mm,nan,nan
50206005,2000-08-09,04:10:34.37,44.804,-110.790,2.37,1.13,0.96,2,5,0.5,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,20.5,20.9922,.97,-.38,.7038,mm,nan,nan,1.0704,mm,nan,nan
50206090,2000-08-10,22:31:18.45,44.782,-111.041,9.06,2.45,2.35,3,4,0.9,0.7,US,BOZ,BHN,45.59697,-111.62967,1.589,101.7,102.256,2.52,0,.80742,mm,nan,nan,.50307,mm,nan,nan
50206090,2000-08-10,22:31:18.45,44.782,-111.041,9.06,2.45,2.35,3,4,0.9,0.7,MB,BUT,ELN,46.010834,-112.55666,1.758,180.9,181.223,2.67,-.23,.63246,mm,nan,nan,.63246,mm,nan,nan
50206090,2000-08-10,22:31:18.45,44.782,-111.041,9.06,2.45,2.35,3,4,0.9,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,56.3,57.4593,2.2,.06,.61935,mm,nan,nan,.48258,mm,nan,nan
50206090,2000-08-10,22:31:18.45,44.782,-111.041,9.06,2.45,2.35,3,4,0.9,0.7,WY,YMR,HHN,44.66867,-110.965,2.149,14,17.9344,2.48,-.38,35.784,mm,nan,nan,37.235,mm,nan,nan
50206285,2000-08-15,18:35:01.89,44.556,-110.524,2.51,2.03,1.91,2,10,0.8,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,9.9,11.0614,2.43,.06,13.934,mm,nan,nan,15.539,mm,nan,nan
50206285,2000-08-15,18:35:01.89,44.556,-110.524,2.51,2.03,1.91,2,10,0.8,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,37.2,37.4906,1.62,-.38,.97125,mm,nan,nan,1.0289,mm,nan,nan
50206460,2000-08-20,19:57:43.98,44.586,-110.493,2.75,1.70,1.45,2,8,0.6,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,7.7,9.27687,2.15,.06,9.4986,mm,nan,nan,5.9119,mm,nan,nan
50206460,2000-08-20,19:57:43.98,44.586,-110.493,2.75,1.70,1.45,2,8,0.6,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,38.6,38.9096,1.25,-.38,.37063,mm,nan,nan,.30287,mm,nan,nan
50206640,2000-08-29,06:31:52.48,44.722,-110.811,5.04,1.50,1.39,2,8,0.9,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,36.9,37.6473,1.47,.06,.29264,mm,nan,nan,.22648,mm,nan,nan
50206640,2000-08-29,06:31:52.48,44.722,-110.811,5.04,1.50,1.39,2,8,0.9,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,13.6,15.3832,1.53,-.38,3.6927,mm,nan,nan,4.4945,mm,nan,nan
50207070,2000-09-12,02:31:58.19,44.815,-110.966,5.74,1.83,1.79,3,7,0.6,0.9,US,BOZ,BHN,45.59697,-111.62967,1.589,101.4,101.665,2.11,0,.34607,mm,nan,nan,.16422,mm,nan,nan
50207070,2000-09-12,02:31:58.19,44.815,-110.966,5.74,1.83,1.79,3,7,0.6,0.9,MB,BUT,ELN,46.010834,-112.55666,1.758,182.1,182.254,2.17,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50207070,2000-09-12,02:31:58.19,44.815,-110.966,5.74,1.83,1.79,3,7,0.6,0.9,US,LKWY,BHN,44.5652,-110.4,2.424,52.8,53.4274,1.75,.06,.21078,mm,nan,nan,.18091,mm,nan,nan
50207070,2000-09-12,02:31:58.19,44.815,-110.966,5.74,1.83,1.79,3,7,0.6,0.9,WY,YMR,HHN,44.66867,-110.965,2.149,16.2,18.0188,1.58,-.38,4.7595,mm,nan,nan,4.3874,mm,nan,nan
50207345,2000-09-17,21:09:28.47,44.695,-110.610,4.95,1.15,1.27,2,6,1.4,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,22,23.2029,1.02,.06,.31135,mm,nan,nan,.42212,mm,nan,nan
50207345,2000-09-17,21:09:28.47,44.695,-110.610,4.95,1.15,1.27,2,6,1.4,0.7,WY,YMR,HHN,44.66867,-110.965,2.149,28.3,29.1768,1.27,-.38,.67274,mm,nan,nan,.74924,mm,nan,nan
50207610,2000-09-23,02:32:27.06,44.764,-110.971,5.38,2.05,2.08,3,3,0.7,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,106.1,106.329,2.05,0,.1756,mm,nan,nan,.18068,mm,nan,nan
50207610,2000-09-23,02:32:27.06,44.764,-110.971,5.38,2.05,2.08,3,3,0.7,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,186.1,186.237,2.37,-.23,.25179,mm,nan,nan,.25179,mm,nan,nan
50207610,2000-09-23,02:32:27.06,44.764,-110.971,5.38,2.05,2.08,3,3,0.7,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,50.4,51.0006,1.97,.06,.45926,mm,nan,nan,.34976,mm,nan,nan
50207610,2000-09-23,02:32:27.06,44.764,-110.971,5.38,2.05,2.08,3,3,0.7,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,10.6,13.0018,1.82,-.38,8.6599,mm,nan,nan,11.548,mm,nan,nan
50207675,2000-09-24,12:24:32.95,44.740,-111.080,4.85,2.24,2.63,3,6,1.3,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,104.5,104.698,1.81,0,.1415,mm,nan,nan,.11902,mm,nan,nan
50207675,2000-09-24,12:24:32.95,44.740,-111.080,4.85,2.24,2.63,3,6,1.3,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,182.5,182.62,2.17,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50207675,2000-09-24,12:24:32.95,44.740,-111.080,4.85,2.24,2.63,3,6,1.3,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,57.3,57.7599,2.24,.06,.61325,mm,nan,nan,.58098,mm,nan,nan
50207675,2000-09-24,12:24:32.95,44.740,-111.080,4.85,2.24,2.63,3,6,1.3,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,12.1,13.9784,2.31,-.38,34.266,mm,nan,nan,28.037,mm,nan,nan
50207730,2000-09-24,20:11:37.04,44.361,-110.557,3.34,2.35,2.29,3,9,1.5,0.4,US,AHID,BHN,42.7654,-111.1004,1.96,182.6,182.677,2.18,-.43,.31413,mm,nan,nan,.33013,mm,nan,nan
50207730,2000-09-24,20:11:37.04,44.361,-110.557,3.34,2.35,2.29,3,9,1.5,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,25.9,26.5336,2.67,.06,9.8813,mm,nan,nan,10.478,mm,nan,nan
50207730,2000-09-24,20:11:37.04,44.361,-110.557,3.34,2.35,2.29,3,9,1.5,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,47.1,47.4188,2.19,-.38,1.9463,mm,nan,nan,2.7175,mm,nan,nan
50207845,2000-09-26,02:51:21.16,44.764,-110.968,3.65,1.50,1.54,2,3,0.7,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,106.2,106.329,1.76,0,.10286,mm,nan,nan,.08046,mm,nan,nan
50207845,2000-09-26,02:51:21.16,44.764,-110.968,3.65,1.50,1.54,2,3,0.7,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,50.1,50.4669,1.57,.06,.19135,mm,nan,nan,.13351,mm,nan,nan
50207845,2000-09-26,02:51:21.16,44.764,-110.968,3.65,1.50,1.54,2,3,0.7,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,10.6,12.0826,1.43,-.38,3.5376,mm,nan,nan,4.6938,mm,nan,nan
50207850,2000-09-26,02:53:59.73,44.767,-110.965,3.14,1.45,1.56,2,3,0.7,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,106,106.105,1.66,0,.0754,mm,nan,nan,.06863,mm,nan,nan
50207850,2000-09-26,02:53:59.73,44.767,-110.965,3.14,1.45,1.56,2,3,0.7,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,50.1,50.408,1.55,.06,.17144,mm,nan,nan,.13895,mm,nan,nan
50207850,2000-09-26,02:53:59.73,44.767,-110.965,3.14,1.45,1.56,2,3,0.7,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,11,12.2055,1.34,-.38,2.8285,mm,nan,nan,3.7469,mm,nan,nan
50207855,2000-09-26,03:42:00.88,44.577,-110.755,1.97,0.69,1.31,2,9,0.7,1.1,US,LKWY,BHN,44.5652,-110.4,2.424,28.2,28.5403,1.01,.06,.14595,mm,nan,nan,.13571,mm,nan,nan
50207855,2000-09-26,03:42:00.88,44.577,-110.755,1.97,0.69,1.31,2,9,0.7,1.1,WY,YMR,HHN,44.66867,-110.965,2.149,19.6,20.0281,.37,-.38,.22327,mm,nan,nan,.22754,mm,nan,nan
50207860,2000-09-26,03:52:40.72,44.577,-110.751,1.65,0.89,0.77,2,9,1.0,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,27.9,28.1959,1.19,.06,.25263,mm,nan,nan,.1785,mm,nan,nan
50207860,2000-09-26,03:52:40.72,44.577,-110.751,1.65,0.89,0.77,2,9,1.0,0.7,WY,YMR,HHN,44.66867,-110.965,2.149,19.8,20.1612,.58,-.38,.40228,mm,nan,nan,.32131,mm,nan,nan
50207865,2000-09-26,03:53:38.21,44.576,-110.752,0.18,1.07,1.39,2,9,3.8,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,28,28.1208,1.4,.06,.41605,mm,nan,nan,.27761,mm,nan,nan
50207865,2000-09-26,03:53:38.21,44.576,-110.752,0.18,1.07,1.39,2,9,3.8,0.3,WY,YMR,HHN,44.66867,-110.965,2.149,19.8,19.9365,.73,-.38,.53453,mm,nan,nan,.48813,mm,nan,nan
50207870,2000-09-26,04:15:03.89,44.582,-110.753,2.34,1.44,1.35,2,9,0.9,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,28.1,28.501,1.77,.06,1.01069,mm,nan,nan,.62519,mm,nan,nan
50207870,2000-09-26,04:15:03.89,44.582,-110.753,2.34,1.44,1.35,2,9,0.9,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,19.4,19.9126,1.11,-.38,1.2402,mm,nan,nan,1.2129,mm,nan,nan
50207880,2000-09-26,04:29:47.44,44.583,-110.727,7.63,0.66,0.81,2,7,1.4,1.0,US,LKWY,BHN,44.5652,-110.4,2.424,26.1,27.9695,.83,.06,.15475,mm,nan,nan,.13926,mm,nan,nan
50207880,2000-09-26,04:29:47.44,44.583,-110.727,7.63,0.66,0.81,2,7,1.4,1.0,WY,YMR,HHN,44.66867,-110.965,2.149,21.1,23.2559,.49,-.38,.23703,mm,nan,nan,.35108,mm,nan,nan
50207965,2000-09-27,06:42:31.39,44.771,-110.973,5.88,1.90,1.91,3,3,0.7,0.5,US,BOZ,BHN,45.59697,-111.62967,1.589,105.3,105.565,2.04,0,.19118,mm,nan,nan,.1535,mm,nan,nan
50207965,2000-09-27,06:42:31.39,44.771,-110.973,5.88,1.90,1.91,3,3,0.7,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,185.4,185.557,2.17,-.23,.15887,mm,nan,nan,.15887,mm,nan,nan
50207965,2000-09-27,06:42:31.39,44.771,-110.973,5.88,1.90,1.91,3,3,0.7,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,50.8,51.4742,1.84,.06,.35114,mm,nan,nan,.2532,mm,nan,nan
50207965,2000-09-27,06:42:31.39,44.771,-110.973,5.88,1.90,1.91,3,3,0.7,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,11.4,13.9436,1.7,-.38,6.3594,mm,nan,nan,8.8839,mm,nan,nan
50207970,2000-09-27,07:01:18.66,44.766,-110.969,5.32,1.94,1.83,3,3,0.7,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,105.9,106.125,2.14,0,.25388,mm,nan,nan,.1874,mm,nan,nan
50207970,2000-09-27,07:01:18.66,44.766,-110.969,5.32,1.94,1.83,3,3,0.7,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,186,186.135,2.27,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50207970,2000-09-27,07:01:18.66,44.766,-110.969,5.32,1.94,1.83,3,3,0.7,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,50.4,50.9915,1.82,.06,.33139,mm,nan,nan,.24038,mm,nan,nan
50207970,2000-09-27,07:01:18.66,44.766,-110.969,5.32,1.94,1.83,3,3,0.7,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,10.8,13.1311,1.72,-.38,6.5429,mm,nan,nan,9.5167,mm,nan,nan
50208255,2000-10-02,13:33:51.80,44.774,-110.695,1.72,1.45,1.22,2,7,0.9,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,33,33.2592,1.65,.06,.44474,mm,nan,nan,.33052,mm,nan,nan
50208255,2000-10-02,13:33:51.80,44.774,-110.695,1.72,1.45,1.22,2,7,0.9,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,24.4,24.7048,1.25,-.38,1.0747,mm,nan,nan,1.0651,mm,nan,nan
50208320,2000-10-03,07:58:49.42,44.778,-110.695,2.06,1.13,1.22,2,7,0.9,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,33.3,33.6005,1.34,.06,.1906,mm,nan,nan,.19549,mm,nan,nan
50208320,2000-10-03,07:58:49.42,44.778,-110.695,2.06,1.13,1.22,2,7,0.9,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,24.6,24.9575,.91,-.38,.44364,mm,nan,nan,.53017,mm,nan,nan
50208330,2000-10-03,08:07:22.82,44.825,-110.699,2.14,1.34,1.45,2,13,1.0,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,37.4,37.6774,1.57,.06,.30115,mm,nan,nan,.3477,mm,nan,nan
50208330,2000-10-03,08:07:22.82,44.825,-110.699,2.14,1.34,1.45,2,13,1.0,0.7,WY,YMR,HHN,44.66867,-110.965,2.149,27.3,27.6349,1.11,-.38,.72858,mm,nan,nan,.81519,mm,nan,nan
50208335,2000-10-03,08:07:50.71,44.774,-110.692,2.26,1.96,2.03,3,7,0.8,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,117.5,117.563,1.99,0,.14478,mm,nan,nan,.16294,mm,nan,nan
50208335,2000-10-03,08:07:50.71,44.774,-110.692,2.26,1.96,2.03,3,7,0.8,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,200.5,200.54,2.17,-.23,.15887,mm,nan,nan,.15887,mm,nan,nan
50208335,2000-10-03,08:07:50.71,44.774,-110.692,2.26,1.96,2.03,3,7,0.8,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,32.8,33.1328,2.11,.06,1.1657,mm,nan,nan,1.0763,mm,nan,nan
50208335,2000-10-03,08:07:50.71,44.774,-110.692,2.26,1.96,2.03,3,7,0.8,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,24.5,24.8936,1.61,-.38,2.0378,mm,nan,nan,2.9327,mm,nan,nan
50208485,2000-10-05,03:18:18.68,44.531,-110.599,1.80,1.95,1.90,2,9,0.8,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,16.3,16.8384,2,.06,5.0187,mm,nan,nan,3.7291,mm,nan,nan
50208485,2000-10-05,03:18:18.68,44.531,-110.599,1.80,1.95,1.90,2,9,0.8,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,32.8,33.0369,1.89,-.38,1.7523,mm,nan,nan,1.9583,mm,nan,nan
50208720,2000-10-10,01:01:33.03,44.794,-110.944,7.23,1.87,1.85,3,6,0.7,0.4,US,BOZ,BHN,45.59697,-111.62967,1.589,104.2,104.573,2.05,0,.29996,mm,nan,nan,.14388,mm,nan,nan
50208720,2000-10-10,01:01:33.03,44.794,-110.944,7.23,1.87,1.85,3,6,0.7,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,185,185.218,1.97,-.23,.10024,mm,nan,nan,.10024,mm,nan,nan
50208720,2000-10-10,01:01:33.03,44.794,-110.944,7.23,1.87,1.85,3,6,0.7,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,50.1,51.0217,1.75,.06,.28598,mm,nan,nan,.20378,mm,nan,nan
50208720,2000-10-10,01:01:33.03,44.794,-110.944,7.23,1.87,1.85,3,6,0.7,0.4,WY,YMR,HHN,44.66867,-110.965,2.149,14.1,16.9345,1.9,-.38,10.324,mm,nan,nan,8.8203,mm,nan,nan
50208730,2000-10-10,01:13:15.82,44.794,-110.944,7.30,1.83,2.11,2,6,0.8,0.5,US,BOZ,BHN,45.59697,-111.62967,1.589,104.3,104.678,2.1,0,.26481,mm,nan,nan,.2377,mm,nan,nan
50208730,2000-10-10,01:13:15.82,44.794,-110.944,7.30,1.83,2.11,2,6,0.8,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,50.1,51.035,1.72,.06,.28846,mm,nan,nan,.1677,mm,nan,nan
50208730,2000-10-10,01:13:15.82,44.794,-110.944,7.30,1.83,2.11,2,6,0.8,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,14,16.8903,1.93,-.38,9.5229,mm,nan,nan,10.784,mm,nan,nan
50210475,2000-10-24,06:36:28.28,44.635,-110.660,2.88,0.89,0.84,2,4,0.6,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,22,22.6303,.89,.06,.29017,mm,nan,nan,.24882,mm,nan,nan
