DEPTH,ML,NET,STA,DISTANCE,RN,TN,RA,TA,UTC
4.8,2.54,WY,YHH,7.0,6.99e-05,0.00010864,0.015104,0.019416,2020-05-29T10:40:10
4.8,2.54,WY,YHL,32.8,0.00013297,0.00012647,0.00066515,0.00055094,2020-05-29T10:40:10
4.8,2.54,WY,YHR,90.5,0.0035488,0.0043519,0.0026173,0.0032342,2020-05-29T10:40:10
4.8,2.54,WY,YMP,51.2,0.0001284,0.00011547,0.00015901,0.00011909,2020-05-29T10:40:10
4.8,2.54,WY,YMR,14.9,0.0011969,0.00084352,0.0076293,0.0055475,2020-05-29T10:40:10
4.8,2.54,WY,YNE,69.6,6.4682e-05,7.3761e-05,8.5773e-05,0.00020875,2020-05-29T10:40:10
4.8,2.54,WY,YNM,7.8,0.00029336,0.00025841,0.016215,0.011646,2020-05-29T10:40:10
4.8,2.54,WY,YNR,10.0,0.00010464,0.0001994,0.0075596,0.0065436,2020-05-29T10:40:10
4.8,2.54,WY,YPP,51.6,6.4004e-05,4.9433e-05,0.00026114,0.0001809,2020-05-29T10:40:10
4.8,2.54,WY,YTP,56.1,4.6996e-05,5.3501e-05,3.246e-05,3.793e-05,2020-05-29T10:40:10
4.8,2.54,WY,YUF,23.1,0.00018337,0.00024722,0.0029547,0.0011948,2020-05-29T10:40:10
8.9,2.35,IW,LOHW,125.1,7.3574e-06,1.7234e-05,7.4349e-06,9.8457e-06,2020-05-29T10:42:06
8.9,2.35,IW,MOOW,109.1,6.3463e-06,1.075e-05,7.0456e-06,4.0731e-06,2020-05-29T10:42:06
8.9,2.35,IW,SNOW,141.1,1.2977e-05,1.6071e-05,1.2224e-05,1.4532e-05,2020-05-29T10:42:06
8.9,2.35,RE,JKLK1,97.9,8.777e-05,7.9632e-05,9.2922e-05,6.5938e-05,2020-05-29T10:42:06
8.9,2.35,RE,JKLK2,98.5,5.7805e-05,5.6469e-05,3.7795e-05,4.4497e-05,2020-05-29T10:42:06
8.9,2.35,RE,JKLK,97.9,6.9545e-05,4.8478e-05,6.6573e-05,5.1799e-05,2020-05-29T10:42:06
8.9,2.35,US,BOZ,116.3,1.1481e-05,8.0487e-06,0.00013622,0.00016539,2020-05-29T10:42:06
8.9,2.35,US,RLMT,128.9,2.5012e-05,1.9064e-05,3.3616e-05,3.1218e-05,2020-05-29T10:42:06
8.9,2.35,WY,YDD,41.3,1.7351e-05,1.8743e-05,0.00014895,0.00011463,2020-05-29T10:42:06
8.9,2.35,WY,YEE,76.9,4.8535e-05,7.8608e-05,2.5728e-05,4.8035e-05,2020-05-29T10:42:06
8.9,2.35,WY,YFT,31.0,1.8533e-05,6.2036e-05,0.00047916,0.00028812,2020-05-29T10:42:06
8.9,2.35,WY,YHB,31.2,1.7706e-05,1.7916e-05,0.0016748,0.00067776,2020-05-29T10:42:06
8.9,2.35,WY,YHH,7.6,2.0274e-05,2.0197e-05,0.014086,0.018985,2020-05-29T10:42:06
8.9,2.35,WY,YHL,33.0,1.9136e-05,2.6596e-05,0.00029761,0.00018225,2020-05-29T10:42:06
8.9,2.35,WY,YHR,90.0,0.0038457,0.0046636,0.0028452,0.0034542,2020-05-29T10:42:06
8.9,2.35,WY,YMP,51.3,2.0422e-05,2.6381e-05,0.00012533,0.00010553,2020-05-29T10:42:06
8.9,2.35,WY,YMR,14.5,5.4745e-05,3.9859e-05,0.0080092,0.0049152,2020-05-29T10:42:06
8.9,2.35,WY,YNE,70.1,1.3542e-05,9.8407e-06,5.124e-05,9.0068e-05,2020-05-29T10:42:06
8.9,2.35,WY,YNM,7.9,0.00021046,0.00020647,0.0076068,0.0020379,2020-05-29T10:42:06
8.9,2.35,WY,YNR,10.0,3.0377e-05,2.1547e-05,0.0029788,0.0032452,2020-05-29T10:42:06
8.9,2.35,WY,YPP,50.9,1.3282e-05,1.5453e-05,0.0001542,8.3847e-05,2020-05-29T10:42:06
8.9,2.35,WY,YTP,55.7,1.3969e-05,1.2906e-05,2.4371e-05,2.8832e-05,2020-05-29T10:42:06
8.9,2.35,WY,YUF,23.2,0.00021088,0.00021769,0.0010711,0.00075022,2020-05-29T10:42:06
7.9,1.04,IW,LOHW,126.9,8.4036e-06,8.7283e-06,5.0355e-06,4.0037e-06,2020-05-29T10:46:30
7.9,1.04,IW,MOOW,110.9,1.2762e-05,7.8592e-06,3.0536e-06,2.0163e-06,2020-05-29T10:46:30
7.9,1.04,IW,SNOW,143.0,1.1493e-05,1.9195e-05,1.468e-05,1.0635e-05,2020-05-29T10:46:30
7.9,1.04,RE,JKLK1,99.7,0.00011941,0.00016674,8.4828e-05,0.00011079,2020-05-29T10:46:30
7.9,1.04,RE,JKLK2,100.3,5.3455e-05,5.5713e-05,3.8862e-05,4.6953e-05,2020-05-29T10:46:30
7.9,1.04,RE,JKLK,99.7,8.2847e-05,8.4494e-05,4.3476e-05,6.1598e-05,2020-05-29T10:46:30
7.9,1.04,US,BOZ,114.9,1.2429e-05,1.3664e-05,3.4506e-06,7.8789e-06,2020-05-29T10:46:30
7.9,1.04,US,RLMT,127.9,2.0166e-05,7.095e-06,5.7484e-06,7.1313e-06,2020-05-29T10:46:30
7.9,1.04,WY,YDD,42.8,1.686e-05,2.2887e-05,1.6976e-05,1.2563e-05,2020-05-29T10:46:30
7.9,1.04,WY,YEE,77.2,2.8935e-05,4.7791e-05,7.1665e-06,1.8811e-05,2020-05-29T10:46:30
7.9,1.04,WY,YFT,32.9,1.246e-05,7.488e-05,2.2441e-05,4.0415e-05,2020-05-29T10:46:30
7.9,1.04,WY,YHB,31.5,2.9873e-05,1.4687e-05,7.3061e-05,5.2251e-05,2020-05-29T10:46:30
7.9,1.04,WY,YHH,6.2,1.0196e-05,1.0582e-05,0.00036094,0.00055555,2020-05-29T10:46:30
7.9,1.04,WY,YHL,32.6,9.6577e-06,1.2444e-05,2.3367e-05,1.2881e-05,2020-05-29T10:46:30
7.9,1.04,WY,YHR,91.2,0.0032453,0.0040842,0.0037426,0.0047143,2020-05-29T10:46:30
7.9,1.04,WY,YMP,50.9,2.0338e-05,1.6747e-05,6.3808e-06,7.024e-06,2020-05-29T10:46:30
7.9,1.04,WY,YMR,15.8,2.4853e-05,2.2299e-05,0.00027227,0.00018641,2020-05-29T10:46:30
7.9,1.04,WY,YNE,68.9,8.0981e-06,1.2785e-05,3.2261e-06,5.4208e-06,2020-05-29T10:46:30
7.9,1.04,WY,YNM,7.8,0.00030156,0.00021098,0.0009527,0.0006602,2020-05-29T10:46:30
7.9,1.04,WY,YNR,10.0,1.9819e-05,1.9018e-05,0.00017741,0.00019216,2020-05-29T10:46:30
7.9,1.04,WY,YPP,52.8,8.9796e-06,9.4206e-06,7.748e-06,4.642e-06,2020-05-29T10:46:30
7.9,1.04,WY,YTP,56.7,9.9605e-06,1.2455e-05,9.8358e-06,1.1432e-05,2020-05-29T10:46:30
7.9,1.04,WY,YUF,23.0,0.00018334,0.00019976,0.0002188,0.00021687,2020-05-29T10:46:30
4.9,-9.99,IW,LOHW,126.3,1.5227e-05,1.2403e-05,8.8389e-06,7.6582e-06,2020-05-29T10:46:49
4.9,-9.99,IW,MOOW,110.3,8.5778e-06,9.4416e-06,5.2471e-06,3.658e-06,2020-05-29T10:46:49
4.9,-9.99,IW,SNOW,142.3,1.7062e-05,2.2773e-05,1.5672e-05,7.9939e-06,2020-05-29T10:46:49
4.9,-9.99,RE,JKLK1,99.0,0.00010926,8.901e-05,8.4701e-05,7.1723e-05,2020-05-29T10:46:49
4.9,-9.99,RE,JKLK2,99.6,4.7736e-05,6.599e-05,4.1469e-05,4.6996e-05,2020-05-29T10:46:49
4.9,-9.99,RE,JKLK,99.0,7.0498e-05,7.331e-05,3.2253e-05,4.7229e-05,2020-05-29T10:46:49
4.9,-9.99,US,BOZ,115.7,9.1508e-06,1.3471e-05,3.6545e-06,3.6381e-06,2020-05-29T10:46:49
4.9,-9.99,US,RLMT,127.7,1.8081e-05,1.5231e-05,7.3511e-06,4.7144e-06,2020-05-29T10:46:49
4.9,-9.99,WY,YDD,42.1,3.7494e-05,1.5987e-05,1.1938e-05,8.3287e-06,2020-05-29T10:46:49
4.9,-9.99,WY,YEE,76.6,3.4505e-05,5.5972e-05,5.2188e-06,9.3668e-06,2020-05-29T10:46:49
4.9,-9.99,WY,YFT,32.3,2.5398e-05,7.083e-05,1.348e-05,4.0324e-05,2020-05-29T10:46:49
4.9,-9.99,WY,YHB,32.0,2.5659e-05,2.1571e-05,3.6615e-05,1.9431e-05,2020-05-29T10:46:49
4.9,-9.99,WY,YHH,7.0,4.7968e-05,6.8715e-05,0.00024838,0.00034386,2020-05-29T10:46:49
4.9,-9.99,WY,YHL,33.2,1.6014e-05,1.8871e-05,1.104e-05,7.8814e-06,2020-05-29T10:46:49
4.9,-9.99,WY,YHR,90.4,0.0035054,0.0044146,0.0037454,0.0047121,2020-05-29T10:46:49
4.9,-9.99,WY,YMP,50.4,1.924e-05,2.1151e-05,5.671e-06,6.1131e-06,2020-05-29T10:46:49
4.9,-9.99,WY,YMR,15.8,0.00012532,9.6549e-05,0.00016435,0.00013018,2020-05-29T10:46:49
4.9,-9.99,WY,YNE,68.7,1.2405e-05,1.2587e-05,2.7823e-06,5.0888e-06,2020-05-29T10:46:49
4.9,-9.99,WY,YNM,7.2,0.00022422,0.00024835,0.00045866,0.0002445,2020-05-29T10:46:49
4.9,-9.99,WY,YNR,9.4,7.6471e-05,8.123e-05,0.00011661,0.00011333,2020-05-29T10:46:49
4.9,-9.99,WY,YPP,52.2,2.4859e-05,1.1159e-05,5.4521e-06,4.6234e-06,2020-05-29T10:46:49
4.9,-9.99,WY,YTP,55.9,1.3479e-05,1.0987e-05,7.5552e-06,8.6811e-06,2020-05-29T10:46:49
4.9,-9.99,WY,YUF,22.5,0.00015079,0.00024154,0.00018509,0.0002608,2020-05-29T10:46:49
4.9,-9.99,IW,LOHW,126.6,9.9199e-06,1.397e-05,8.8364e-06,7.639e-06,2020-05-29T10:47:05
4.9,-9.99,IW,MOOW,110.6,8.3796e-06,3.9231e-06,2.3623e-06,3.1851e-06,2020-05-29T10:47:05
4.9,-9.99,IW,SNOW,142.6,1.4298e-05,2.0156e-05,1.5682e-05,1.3289e-05,2020-05-29T10:47:05
4.9,-9.99,RE,JKLK1,99.3,0.00010938,9.997e-05,7.1655e-05,0.00012173,2020-05-29T10:47:05
4.9,-9.99,RE,JKLK2,100.0,6.3506e-05,7.0334e-05,4.1491e-05,4.4135e-05,2020-05-29T10:47:05
4.9,-9.99,RE,JKLK,99.3,7.1864e-05,8.7126e-05,4.5222e-05,6.5534e-05,2020-05-29T10:47:05
4.9,-9.99,US,BOZ,115.3,8.5582e-06,9.0561e-06,6.4254e-06,6.0549e-06,2020-05-29T10:47:05
4.9,-9.99,US,RLMT,127.8,1.8528e-05,8.5373e-06,8.1403e-06,5.461e-06,2020-05-29T10:47:05
4.9,-9.99,WY,YDD,42.4,1.6797e-05,1.9788e-05,7.0849e-06,8.4418e-06,2020-05-29T10:47:05
4.9,-9.99,WY,YEE,76.9,4.5379e-05,6.6864e-05,1.098e-05,1.3106e-05,2020-05-29T10:47:05
4.9,-9.99,WY,YFT,32.6,2.1119e-05,7.5408e-05,6.1543e-06,3.3721e-05,2020-05-29T10:47:05
4.9,-9.99,WY,YHB,31.7,4.2901e-05,2.1341e-05,2.422e-05,1.9618e-05,2020-05-29T10:47:05
4.9,-9.99,WY,YHH,6.6,3.0715e-05,4.7318e-05,8.5965e-05,0.00011573,2020-05-29T10:47:05
4.9,-9.99,WY,YHL,32.9,2.3269e-05,1.2681e-05,7.9233e-06,8.46e-06,2020-05-29T10:47:05
4.9,-9.99,WY,YHR,90.8,0.0063152,0.0079478,0.0022311,0.0027903,2020-05-29T10:47:05
4.9,-9.99,WY,YMP,50.7,2.3058e-05,1.3584e-05,6.8084e-06,6.1034e-06,2020-05-29T10:47:05
4.9,-9.99,WY,YMR,15.7,0.00018691,0.00013203,3.6746e-05,3.2167e-05,2020-05-29T10:47:05
4.9,-9.99,WY,YNE,68.9,1.0224e-05,1.2634e-05,2.9279e-06,3.0515e-06,2020-05-29T10:47:05
4.9,-9.99,WY,YNM,7.6,0.00028847,0.00024411,0.00018476,0.000183,2020-05-29T10:47:05
4.9,-9.99,WY,YNR,9.8,7.7024e-05,0.00012626,8.7935e-05,7.1336e-05,2020-05-29T10:47:05
4.9,-9.99,WY,YPP,52.5,1.2818e-05,1.6167e-05,1.7428e-06,3.2329e-06,2020-05-29T10:47:05
4.9,-9.99,WY,YTP,56.3,1.7058e-05,1.2681e-05,9.0033e-06,9.7958e-06,2020-05-29T10:47:05
4.9,-9.99,WY,YUF,22.8,0.00015949,0.00018473,0.00018384,0.00026851,2020-05-29T10:47:05
8.1,0.7,IW,LOHW,126.9,8.0616e-06,1.1194e-05,4.7432e-06,3.7884e-06,2020-05-29T10:48:21
8.1,0.7,IW,MOOW,111.0,8.7355e-06,5.6921e-06,3.307e-06,2.6168e-06,2020-05-29T10:48:21
8.1,0.7,IW,SNOW,143.0,2.2792e-05,1.3362e-05,1.3085e-05,9.5107e-06,2020-05-29T10:48:21
8.1,0.7,RE,JKLK1,99.7,0.0001022,0.00010771,7.5675e-05,0.00013365,2020-05-29T10:48:21
8.1,0.7,RE,JKLK2,100.3,5.5645e-05,5.4689e-05,4.2236e-05,5.0252e-05,2020-05-29T10:48:21
8.1,0.7,RE,JKLK,99.7,5.9681e-05,6.477e-05,6.0831e-05,6.3664e-05,2020-05-29T10:48:21
8.1,0.7,US,BOZ,115.3,2.0643e-05,7.8618e-06,4.1487e-06,6.8617e-06,2020-05-29T10:48:21
8.1,0.7,US,RLMT,127.1,1.3771e-05,1.2851e-05,6.8914e-06,6.6569e-06,2020-05-29T10:48:21
8.1,0.7,WY,YDD,42.6,1.2298e-05,2.2219e-05,9.2442e-06,9.2095e-06,2020-05-29T10:48:21
8.1,0.7,WY,YEE,76.5,2.6883e-05,5.2567e-05,2.1131e-05,3.316e-05,2020-05-29T10:48:21
8.1,0.7,WY,YFT,33.1,2.3086e-05,8.4784e-05,1.1247e-05,4.0229e-05,2020-05-29T10:48:21
8.1,0.7,WY,YHB,32.2,1.7848e-05,1.924e-05,3.9162e-05,2.3509e-05,2020-05-29T10:48:21
8.1,0.7,WY,YHH,6.7,1.3632e-05,1.4328e-05,0.00031345,0.00034548,2020-05-29T10:48:21
8.1,0.7,WY,YHL,33.2,1.5742e-05,1.9526e-05,1.2379e-05,1.0229e-05,2020-05-29T10:48:21
8.1,0.7,WY,YHR,90.8,0.0033811,0.0043068,0.0022472,0.0028724,2020-05-29T10:48:21
8.1,0.7,WY,YMP,50.1,1.8104e-05,1.6992e-05,5.7321e-06,4.1281e-06,2020-05-29T10:48:21
8.1,0.7,WY,YMR,16.4,2.8856e-05,1.5175e-05,0.0001564,7.2774e-05,2020-05-29T10:48:21
8.1,0.7,WY,YNE,68.2,9.6655e-06,8.7219e-06,1.087e-05,6.9407e-06,2020-05-29T10:48:21
8.1,0.7,WY,YNM,7.1,0.00033781,0.00027337,0.00023365,0.00026085,2020-05-29T10:48:21
8.1,0.7,WY,YNR,9.4,1.9365e-05,1.6766e-05,0.00012087,0.00011682,2020-05-29T10:48:21
8.1,0.7,WY,YPP,52.9,1.7426e-05,2.1338e-05,3.7681e-06,3.0853e-06,2020-05-29T10:48:21
8.1,0.7,WY,YTP,56.2,1.19e-05,1.3815e-05,8.46e-06,1.0979e-05,2020-05-29T10:48:21
8.1,0.7,WY,YUF,22.3,0.00022542,0.00026597,0.00022703,0.00028745,2020-05-29T10:48:21
6.7,0.65,IW,LOHW,126.9,1.241e-05,1.1034e-05,4.9295e-06,4.7193e-06,2020-05-29T10:49:15
6.7,0.65,IW,MOOW,110.8,1.3073e-05,8.3779e-06,5.2459e-06,1.9623e-06,2020-05-29T10:49:15
6.7,0.65,IW,SNOW,142.9,2.6398e-05,2.094e-05,1.4858e-05,1.0264e-05,2020-05-29T10:49:15
6.7,0.65,RE,JKLK1,99.6,0.00012664,0.00010638,8.8909e-05,0.00010513,2020-05-29T10:49:15
6.7,0.65,RE,JKLK2,100.2,6.4224e-05,4.9836e-05,3.7884e-05,4.2954e-05,2020-05-29T10:49:15
6.7,0.65,RE,JKLK,99.6,8.3184e-05,7.7286e-05,3.9832e-05,5.8354e-05,2020-05-29T10:49:15
6.7,0.65,US,BOZ,114.9,7.4969e-06,1.2952e-05,4.3381e-06,3.8536e-06,2020-05-29T10:49:15
6.7,0.65,US,RLMT,128.1,1.59e-05,5.8538e-06,6.5202e-06,6.7055e-06,2020-05-29T10:49:15
6.7,0.65,WY,YDD,42.8,2.068e-05,1.3961e-05,1.009e-05,8.8652e-06,2020-05-29T10:49:15
6.7,0.65,WY,YEE,77.4,3.6726e-05,4.0515e-05,8.5208e-06,1.9126e-05,2020-05-29T10:49:15
6.7,0.65,WY,YFT,32.8,1.6814e-05,7.9547e-05,6.9766e-06,3.5412e-05,2020-05-29T10:49:15
6.7,0.65,WY,YHB,31.3,2.2838e-05,1.9226e-05,4.8212e-05,3.0986e-05,2020-05-29T10:49:15
6.7,0.65,WY,YHH,6.2,1.3674e-05,1.2359e-05,0.00018277,0.00024152,2020-05-29T10:49:15
6.7,0.65,WY,YHL,32.4,1.5495e-05,9.4787e-06,7.7964e-06,6.6585e-06,2020-05-29T10:49:15
6.7,0.65,WY,YHR,91.3,0.0040918,0.0050835,0.0022439,0.0028081,2020-05-29T10:49:15
6.7,0.65,WY,YMP,51.1,1.8393e-05,2.3169e-05,4.9703e-06,6.1308e-06,2020-05-29T10:49:15
6.7,0.65,WY,YMR,15.5,2.7509e-05,3.465e-05,9.2273e-05,9.6153e-05,2020-05-29T10:49:15
6.7,0.65,WY,YNE,69.1,5.9715e-06,9.58e-06,3.6153e-06,3.3192e-06,2020-05-29T10:49:15
6.7,0.65,WY,YNM,8.0,0.00025615,0.00023504,0.00029392,0.00026103,2020-05-29T10:49:15
6.7,0.65,WY,YNR,10.2,2.457e-05,2.1667e-05,0.00015585,9.901e-05,2020-05-29T10:49:15
6.7,0.65,WY,YPP,52.7,1.4677e-05,1.0565e-05,3.8393e-06,2.7586e-06,2020-05-29T10:49:15
6.7,0.65,WY,YTP,56.8,1.1783e-05,1.1624e-05,9.2447e-06,9.0175e-06,2020-05-29T10:49:15
6.7,0.65,WY,YUF,23.2,0.00021937,0.00030837,0.00019612,0.00028565,2020-05-29T10:49:15
8.4,0.86,IW,LOHW,127.1,8.4465e-06,1.4123e-05,5.1611e-06,5.3948e-06,2020-05-29T10:49:50
8.4,0.86,IW,MOOW,111.0,7.365e-06,6.9397e-06,3.012e-06,1.8186e-06,2020-05-29T10:49:50
8.4,0.86,IW,SNOW,143.1,1.731e-05,2.1455e-05,1.0385e-05,1.303e-05,2020-05-29T10:49:50
8.4,0.86,RE,JKLK1,99.8,0.00013101,0.00012629,8.5734e-05,8.8672e-05,2020-05-29T10:49:50
8.4,0.86,RE,JKLK2,100.4,5.6305e-05,5.3229e-05,3.8886e-05,4.9616e-05,2020-05-29T10:49:50
8.4,0.86,RE,JKLK,99.8,9.4228e-05,6.5166e-05,6.3824e-05,4.1564e-05,2020-05-29T10:49:50
8.4,0.86,US,BOZ,114.8,4.2967e-06,8.7686e-06,3.3007e-06,3.5754e-06,2020-05-29T10:49:50
8.4,0.86,US,RLMT,127.9,1.5135e-05,8.9469e-06,9.0892e-06,5.7696e-06,2020-05-29T10:49:50
8.4,0.86,WY,YDD,43.0,1.869e-05,1.5858e-05,1.0756e-05,9.439e-06,2020-05-29T10:49:50
8.4,0.86,WY,YEE,77.3,3.7003e-05,5.9697e-05,1.6314e-05,2.817e-05,2020-05-29T10:49:50
8.4,0.86,WY,YFT,33.0,1.5113e-05,8.1309e-05,1.4393e-05,4.4039e-05,2020-05-29T10:49:50
8.4,0.86,WY,YHB,31.4,1.8672e-05,2.1668e-05,4.7206e-05,1.1744e-05,2020-05-29T10:49:50
8.4,0.86,WY,YHH,6.1,1.3299e-05,9.1751e-06,0.00031728,0.00035741,2020-05-29T10:49:50
8.4,0.86,WY,YHL,32.4,1.7032e-05,1.5058e-05,1.1366e-05,8.3401e-06,2020-05-29T10:49:50
8.4,0.86,WY,YHR,91.4,0.003019,0.0038284,0.0039607,0.0049899,2020-05-29T10:49:50
8.4,0.86,WY,YMP,51.0,1.4845e-05,1.6867e-05,7.1172e-06,6.9889e-06,2020-05-29T10:49:50
8.4,0.86,WY,YMR,15.7,2.9976e-05,2.0313e-05,0.00024428,0.00012911,2020-05-29T10:49:50
8.4,0.86,WY,YNE,68.9,1.0036e-05,1.5e-05,2.8602e-06,4.2711e-06,2020-05-29T10:49:50
8.4,0.86,WY,YNM,8.0,0.00026035,0.00025195,0.00038413,0.00033187,2020-05-29T10:49:50
8.4,0.86,WY,YNR,10.2,1.9321e-05,1.9268e-05,0.0001461,9.7463e-05,2020-05-29T10:49:50
8.4,0.86,WY,YPP,52.9,1.1126e-05,1.9939e-05,4.3191e-06,3.6659e-06,2020-05-29T10:49:50
8.4,0.86,WY,YTP,56.8,1.1138e-05,1.7842e-05,7.8553e-06,9.9646e-06,2020-05-29T10:49:50
8.4,0.86,WY,YUF,23.1,0.00021946,0.00029017,0.00020113,0.00022436,2020-05-29T10:49:50
5.1,-9.99,IW,LOHW,126.5,1.3227e-05,1.0033e-05,5.1333e-06,4.3479e-06,2020-05-29T10:50:58
5.1,-9.99,IW,MOOW,110.4,1.0898e-05,6.7473e-06,4.1493e-06,1.1082e-06,2020-05-29T10:50:58
5.1,-9.99,IW,SNOW,142.5,3.1456e-05,2.3048e-05,9.2061e-06,1.1466e-05,2020-05-29T10:50:58
5.1,-9.99,RE,JKLK1,99.2,9.6054e-05,7.3419e-05,8.5227e-05,6.8669e-05,2020-05-29T10:50:58
5.1,-9.99,RE,JKLK2,99.9,6.8594e-05,6.5161e-05,4.0795e-05,4.0901e-05,2020-05-29T10:50:58
5.1,-9.99,RE,JKLK,99.3,6.7464e-05,6.2499e-05,4.0197e-05,4.1425e-05,2020-05-29T10:50:58
5.1,-9.99,US,BOZ,115.1,7.2101e-06,1.1201e-05,6.3135e-06,3.4648e-06,2020-05-29T10:50:58
5.1,-9.99,US,RLMT,128.5,1.1691e-05,1.4959e-05,6.83e-06,7.714e-06,2020-05-29T10:50:58
5.1,-9.99,WY,YDD,42.5,1.6928e-05,1.7383e-05,9.4544e-06,8.2543e-06,2020-05-29T10:50:58
5.1,-9.99,WY,YEE,77.4,4.0894e-05,4.9408e-05,2.5531e-05,3.4831e-05,2020-05-29T10:50:58
5.1,-9.99,WY,YFT,32.3,1.624e-05,6.9915e-05,1.1188e-05,3.5361e-05,2020-05-29T10:50:58
5.1,-9.99,WY,YHB,31.1,1.5301e-05,1.7149e-05,3.2173e-05,6.0866e-06,2020-05-29T10:50:58
5.1,-9.99,WY,YHH,6.4,1.0948e-05,1.2414e-05,0.00024692,0.00024473,2020-05-29T10:50:58
5.1,-9.99,WY,YHL,32.4,1.3183e-05,1.6014e-05,1.0585e-05,7.4956e-06,2020-05-29T10:50:58
5.1,-9.99,WY,YHR,91.1,0.0040747,0.0050332,0.0029863,0.003689,2020-05-29T10:50:58
5.1,-9.99,WY,YMP,51.3,1.6544e-05,1.7355e-05,4.886e-06,5.3638e-06,2020-05-29T10:50:58
5.1,-9.99,WY,YMR,15.1,3.1773e-05,2.3891e-05,0.00015286,8.5182e-05,2020-05-29T10:50:58
5.1,-9.99,WY,YNE,69.5,9.6077e-06,8.2212e-06,3.858e-06,3.7111e-06,2020-05-29T10:50:58
5.1,-9.99,WY,YNM,8.1,0.00023283,0.00020502,0.0002508,0.00029038,2020-05-29T10:50:58
5.1,-9.99,WY,YNR,10.3,3.216e-05,2.6091e-05,0.0001004,5.9032e-05,2020-05-29T10:50:58
5.1,-9.99,WY,YPP,52.3,1.2242e-05,1.1111e-05,2.6385e-06,2.3749e-06,2020-05-29T10:50:58
5.1,-9.99,WY,YTP,56.6,1.6241e-05,1.5324e-05,9.7174e-06,1.195e-05,2020-05-29T10:50:58
5.1,-9.99,WY,YUF,23.4,0.00015467,0.00027335,0.00022471,0.00022507,2020-05-29T10:50:58
5.5,-9.99,IW,LOHW,127.5,1.333e-05,9.808e-06,3.3175e-06,3.7694e-06,2020-05-29T10:54:04
5.5,-9.99,IW,MOOW,111.5,7.378e-06,1.0253e-05,2.9272e-06,2.9415e-06,2020-05-29T10:54:04
5.5,-9.99,IW,SNOW,143.5,2.4063e-05,2.767e-05,8.14e-06,1.4214e-05,2020-05-29T10:54:04
5.5,-9.99,RE,JKLK1,100.2,9.0155e-05,0.00011637,9.8629e-05,9.4964e-05,2020-05-29T10:54:04
5.5,-9.99,RE,JKLK2,100.8,5.6313e-05,5.6962e-05,4.5719e-05,5.557e-05,2020-05-29T10:54:04
5.5,-9.99,RE,JKLK,100.2,6.8707e-05,8.6589e-05,0.00010199,5.0006e-05,2020-05-29T10:54:04
5.5,-9.99,US,BOZ,114.5,9.8272e-06,1.6194e-05,4.6947e-06,6.1728e-06,2020-05-29T10:54:04
5.5,-9.99,US,RLMT,127.6,1.9921e-05,1.5977e-05,7.5203e-06,6.0903e-06,2020-05-29T10:54:04
5.5,-9.99,WY,YDD,43.3,1.6047e-05,1.1461e-05,1.1363e-05,1.0723e-05,2020-05-29T10:54:04
5.5,-9.99,WY,YEE,77.3,5.1204e-05,7.4464e-05,1.9383e-05,2.9846e-05,2020-05-29T10:54:04
5.5,-9.99,WY,YFT,33.5,1.6451e-05,7.0343e-05,2.3521e-05,4.0771e-05,2020-05-29T10:54:04
5.5,-9.99,WY,YHB,31.6,1.853e-05,1.3262e-05,7.2586e-05,2.0467e-05,2020-05-29T10:54:04
5.5,-9.99,WY,YHH,5.9,4.722e-05,6.1935e-05,0.00061758,0.00055196,2020-05-29T10:54:04
5.5,-9.99,WY,YHL,32.5,1.4587e-05,1.2697e-05,1.4407e-05,7.7789e-06,2020-05-29T10:54:04
5.5,-9.99,WY,YHR,91.6,0.0036904,0.0046864,0.0022611,0.0028863,2020-05-29T10:54:04
5.5,-9.99,WY,YMP,50.8,2.49e-05,2.5961e-05,7.0705e-06,7.9276e-06,2020-05-29T10:54:04
5.5,-9.99,WY,YMR,16.2,4.4242e-05,2.5378e-05,0.00034464,0.00020074,2020-05-29T10:54:04
5.5,-9.99,WY,YNE,68.5,7.6151e-06,1.3275e-05,5.7751e-06,5.3191e-06,2020-05-29T10:54:04
5.5,-9.99,WY,YNM,7.9,0.00059212,0.00031807,0.00066067,0.00038407,2020-05-29T10:54:04
5.5,-9.99,WY,YNR,10.1,2.7787e-05,2.434e-05,0.00016056,0.0001291,2020-05-29T10:54:04
5.5,-9.99,WY,YPP,53.4,2.1487e-05,1.2169e-05,6.3156e-06,6.2211e-06,2020-05-29T10:54:04
5.5,-9.99,WY,YTP,57.0,8.6235e-06,1.8635e-05,8.3091e-06,1.0211e-05,2020-05-29T10:54:04
5.5,-9.99,WY,YUF,23.0,0.00017347,0.00025845,0.00018368,0.00021517,2020-05-29T10:54:04
7.9,0.97,IW,LOHW,127.4,1.3527e-05,1.4694e-05,4.9376e-06,3.7876e-06,2020-05-29T10:54:54
7.9,0.97,IW,MOOW,111.4,6.5512e-06,7.7465e-06,2.1829e-06,2.2922e-06,2020-05-29T10:54:54
7.9,0.97,IW,SNOW,143.4,2.6701e-05,1.5613e-05,1.1e-05,9.0538e-06,2020-05-29T10:54:54
7.9,0.97,RE,JKLK1,100.2,0.00010433,8.8056e-05,9.4104e-05,8.7738e-05,2020-05-29T10:54:54
7.9,0.97,RE,JKLK2,100.8,4.4649e-05,5.5949e-05,4.5082e-05,4.7126e-05,2020-05-29T10:54:54
