DEPTH,ML,NET,STA,DISTANCE,RN,TN,RA,TA,UTC
7.5,1.41,IW,LOHW,84.5,2.0324e-05,3.2528e-05,2.5188e-05,3.2748e-05,2020-02-08T02:22:01
7.5,1.41,IW,MOOW,66.3,1.2914e-05,1.0253e-05,1.9457e-05,1.4486e-05,2020-02-08T02:22:01
7.5,1.41,IW,SNOW,97.2,2.9582e-05,3.4434e-05,4.0947e-05,5.0722e-05,2020-02-08T02:22:01
7.5,1.41,RE,JKLK1,60.3,9.7107e-05,0.00011696,0.00015097,0.00011607,2020-02-08T02:22:01
7.5,1.41,RE,JKLK2,61.0,3.7417e-05,4.6751e-05,4.2375e-05,3.8718e-05,2020-02-08T02:22:01
7.5,1.41,RE,JKLK,60.3,7.9402e-05,0.00011103,8.1266e-05,9.3862e-05,2020-02-08T02:22:01
7.5,1.41,WY,YDD,35.2,3.7812e-05,2.9725e-05,0.00011666,8.1172e-05,2020-02-08T02:22:01
7.5,1.41,WY,YEE,90.2,0.00070705,0.00039209,0.0002649,0.00014178,2020-02-08T02:22:01
7.5,1.41,WY,YFT,20.2,5.2634e-05,6.1098e-05,0.000369,0.00029674,2020-02-08T02:22:01
7.5,1.41,WY,YHB,50.7,3.2685e-05,3.7727e-05,2.0702e-05,1.9779e-05,2020-02-08T02:22:01
7.5,1.41,WY,YHL,61.1,2.5362e-05,2.4787e-05,5.8479e-05,3.1739e-05,2020-02-08T02:22:01
7.5,1.41,WY,YMP,82.3,5.4227e-05,3.5367e-05,2.0787e-05,1.7844e-05,2020-02-08T02:22:01
7.5,1.41,WY,YMR,39.3,3.9178e-05,4.7595e-05,0.00019777,0.00015894,2020-02-08T02:22:01
7.5,1.41,WY,YNE,110.2,2.4933e-05,2.7063e-05,8.1162e-06,5.5789e-06,2020-02-08T02:22:01
7.5,1.41,WY,YNM,51.5,0.00021469,0.00022032,0.00010481,0.00014612,2020-02-08T02:22:01
7.5,1.41,WY,YNR,51.4,2.6658e-05,2.8178e-05,3.9077e-05,2.9316e-05,2020-02-08T02:22:01
7.5,1.41,WY,YPP,16.7,3.9355e-05,2.8365e-05,0.00063985,0.00055812,2020-02-08T02:22:01
7.5,1.41,WY,YTP,57.9,2.9019e-05,1.6212e-05,3.3651e-05,2.816e-05,2020-02-08T02:22:01
7.5,1.41,WY,YUF,59.0,4.5415e-05,6.9679e-05,4.2475e-05,4.1671e-05,2020-02-08T02:22:01
3.8,1.68,IW,LOHW,131.4,1.7184e-05,3.2546e-05,9.0203e-06,8.0654e-06,2020-02-06T09:18:02
3.8,1.68,IW,MOOW,116.2,2.1938e-05,1.7686e-05,1.5149e-05,1.7109e-05,2020-02-06T09:18:02
3.8,1.68,IW,SNOW,148.3,5.6723e-05,5.2827e-05,3.0115e-05,2.522e-05,2020-02-06T09:18:02
3.8,1.68,RE,JKLK1,103.8,9.2894e-05,9.5181e-05,4.9749e-05,5.7658e-05,2020-02-06T09:18:02
3.8,1.68,RE,JKLK2,104.5,4.8024e-05,3.8743e-05,1.9516e-05,8.2147e-06,2020-02-06T09:18:02
3.8,1.68,RE,JKLK,103.9,6.3648e-05,7.1474e-05,9.2551e-05,6.3068e-05,2020-02-06T09:18:02
3.8,1.68,US,BOZ,116.2,4.5083e-05,2.2872e-05,2.4776e-05,2.4791e-05,2020-02-06T09:18:02
3.8,1.68,US,RLMT,117.6,1.8465e-05,5.1369e-05,4.6114e-05,1.1592e-05,2020-02-06T09:18:02
3.8,1.68,WY,YDD,45.1,2.6096e-05,2.1468e-05,9.01e-06,1.2188e-05,2020-02-06T09:18:02
3.8,1.68,WY,YEE,71.2,0.00015443,0.00038461,0.00017305,0.00045518,2020-02-06T09:18:02
3.8,1.68,WY,YFT,39.9,4.9423e-05,7.5649e-05,1.0643e-05,3.5687e-05,2020-02-06T09:18:02
3.8,1.68,WY,YHB,40.8,5.6436e-05,3.2353e-05,2.1764e-05,1.8394e-05,2020-02-06T09:18:02
3.8,1.68,WY,YHL,40.0,2.82e-05,2.2866e-05,2.0311e-05,2.0152e-05,2020-02-06T09:18:02
3.8,1.68,WY,YMP,42.2,5.0742e-05,4.3856e-05,1.521e-05,1.5188e-05,2020-02-06T09:18:02
3.8,1.68,WY,YMR,26.3,3.4703e-05,5.6846e-05,7.9652e-05,6.0371e-05,2020-02-06T09:18:02
3.8,1.68,WY,YNE,58.4,2.8082e-05,1.9848e-05,1.5195e-05,7.0779e-06,2020-02-06T09:18:02
3.8,1.68,WY,YNM,7.6,0.00019,0.00018845,0.0010416,0.00055455,2020-02-06T09:18:02
3.8,1.68,WY,YNR,8.7,2.4872e-05,5.0857e-05,0.00049891,0.0006368,2020-02-06T09:18:02
3.8,1.68,WY,YPP,58.9,3.142e-05,4.0634e-05,9.6719e-06,1.0383e-05,2020-02-06T09:18:02
3.8,1.68,WY,YTP,54.7,2.7374e-05,3.0224e-05,4.1829e-05,3.7266e-05,2020-02-06T09:18:02
3.8,1.68,WY,YUF,16.3,4.713e-05,5.1132e-05,0.0003467,0.00028006,2020-02-06T09:18:02
2.1,1.59,IW,LOHW,129.9,2.7373e-05,4.6948e-05,1.5979e-05,7.8237e-06,2020-02-06T10:44:17
2.1,1.59,IW,MOOW,114.7,2.0942e-05,1.1319e-05,1.0701e-05,1.8486e-05,2020-02-06T10:44:17
2.1,1.59,IW,SNOW,146.8,5.0942e-05,4.9884e-05,1.7602e-05,2.6037e-05,2020-02-06T10:44:17
2.1,1.59,RE,JKLK1,102.4,0.00010201,0.00012364,5.1761e-05,5.9466e-05,2020-02-06T10:44:17
2.1,1.59,RE,JKLK2,103.0,5.2842e-05,5.8714e-05,1.2239e-05,7.1424e-06,2020-02-06T10:44:17
2.1,1.59,RE,JKLK,102.4,8.6224e-05,0.00010332,7.1529e-05,9.0921e-05,2020-02-06T10:44:17
2.1,1.59,US,BOZ,117.2,2.5936e-05,1.7287e-05,2.8842e-05,1.4919e-05,2020-02-06T10:44:17
2.1,1.59,US,RLMT,118.3,1.8219e-05,3.1906e-05,1.4549e-05,1.1331e-05,2020-02-06T10:44:17
2.1,1.59,WY,YDD,43.7,2.9616e-05,2.8636e-05,7.8697e-06,1.0104e-05,2020-02-06T10:44:17
2.1,1.59,WY,YEE,70.8,0.00043239,0.0011814,0.00074558,0.0010352,2020-02-06T10:44:17
2.1,1.59,WY,YFT,38.4,3.0468e-05,7.3193e-05,1.3028e-05,3.8635e-05,2020-02-06T10:44:17
2.1,1.59,WY,YHB,40.4,3.9777e-05,4.6987e-05,1.9599e-05,1.4013e-05,2020-02-06T10:44:17
2.1,1.59,WY,YHL,40.0,2.0464e-05,3.5024e-05,1.2861e-05,1.7695e-05,2020-02-06T10:44:17
2.1,1.59,WY,YMP,42.3,3.26e-05,5.8172e-05,1.9851e-05,9.6806e-06,2020-02-06T10:44:17
2.1,1.59,WY,YMR,25.2,2.6748e-05,1.9237e-05,5.6066e-05,3.6633e-05,2020-02-06T10:44:17
2.1,1.59,WY,YNE,59.3,1.5134e-05,1.9682e-05,5.1635e-06,5.6785e-06,2020-02-06T10:44:17
2.1,1.59,WY,YNM,6.1,0.00013848,0.00015267,0.00089886,0.00039177,2020-02-06T10:44:17
2.1,1.59,WY,YNR,7.2,2.1783e-05,3.0468e-05,0.00039271,0.00048246,2020-02-06T10:44:17
2.1,1.59,WY,YPP,57.3,3.7609e-05,4.0026e-05,7.4401e-06,8.7529e-06,2020-02-06T10:44:17
2.1,1.59,WY,YTP,53.7,2.422e-05,1.8987e-05,2.8063e-05,2.576e-05,2020-02-06T10:44:17
2.1,1.59,WY,YUF,15.8,4.2256e-05,5.0558e-05,0.00026891,0.0002232,2020-02-06T10:44:17
2.6,-9.99,IW,LOHW,129.3,3.0187e-05,2.0389e-05,4.7057e-06,1.0745e-05,2020-02-06T10:44:33
2.6,-9.99,IW,MOOW,114.1,1.4772e-05,2.2647e-05,2.4182e-05,1.3381e-05,2020-02-06T10:44:33
2.6,-9.99,IW,SNOW,146.2,3.0083e-05,4.2676e-05,1.7602e-05,2.6758e-05,2020-02-06T10:44:33
2.6,-9.99,RE,JKLK1,101.7,0.00010052,9.3879e-05,7.5903e-05,9.3159e-05,2020-02-06T10:44:33
2.6,-9.99,RE,JKLK2,102.3,3.6182e-05,3.7149e-05,1.5473e-05,1.9334e-05,2020-02-06T10:44:33
2.6,-9.99,RE,JKLK,101.8,8.8215e-05,7.5012e-05,0.00010791,0.00014475,2020-02-06T10:44:33
2.6,-9.99,US,BOZ,117.6,2.6246e-05,1.8204e-05,1.4661e-05,4.9481e-06,2020-02-06T10:44:33
2.6,-9.99,US,RLMT,118.6,3.4081e-05,2.8928e-05,1.4541e-05,1.1294e-05,2020-02-06T10:44:33
2.6,-9.99,WY,YDD,43.1,2.5718e-05,2.8221e-05,7.9309e-06,1.0841e-05,2020-02-06T10:44:33
2.6,-9.99,WY,YEE,70.5,0.00098555,0.0023749,0.00023666,0.0005935,2020-02-06T10:44:33
2.6,-9.99,WY,YFT,37.8,3.6262e-05,9.051e-05,1.3205e-05,3.8575e-05,2020-02-06T10:44:33
2.6,-9.99,WY,YHB,40.3,6.1348e-05,4.4135e-05,1.8586e-05,1.2528e-05,2020-02-06T10:44:33
2.6,-9.99,WY,YHL,40.1,2.3253e-05,2.2738e-05,1.674e-05,3.2206e-05,2020-02-06T10:44:33
2.6,-9.99,WY,YMP,42.3,3.4073e-05,2.9325e-05,1.0181e-05,9.9761e-06,2020-02-06T10:44:33
2.6,-9.99,WY,YMR,24.9,7.9701e-05,4.2559e-05,2.1975e-05,2.0439e-05,2020-02-06T10:44:33
2.6,-9.99,WY,YNE,59.6,1.2489e-05,1.7228e-05,3.4991e-06,4.5394e-06,2020-02-06T10:44:33
2.6,-9.99,WY,YNM,5.5,0.00091408,0.00055761,0.00018632,0.00014487,2020-02-06T10:44:33
2.6,-9.99,WY,YNR,6.6,0.00040652,0.00061083,7.3696e-05,0.00010726,2020-02-06T10:44:33
2.6,-9.99,WY,YPP,56.7,1.489e-05,5.5996e-05,6.9011e-06,8.9039e-06,2020-02-06T10:44:33
2.6,-9.99,WY,YTP,53.2,2.6089e-05,2.0877e-05,3.9285e-05,2.5605e-05,2020-02-06T10:44:33
2.6,-9.99,WY,YUF,15.5,0.00018891,0.00020665,4.5252e-05,5.7169e-05,2020-02-06T10:44:33
3.5,1.79,IW,LOHW,70.8,1.6287e-05,1.5989e-05,6.7294e-05,9.7639e-05,2020-02-12T03:07:51
3.5,1.79,IW,MOOW,54.5,1.6915e-05,1.1344e-05,6.4674e-05,0.00010954,2020-02-12T03:07:51
3.5,1.79,IW,SNOW,86.5,2.0184e-05,2.5643e-05,5.9675e-05,8.162e-05,2020-02-12T03:07:51
3.5,1.79,RE,JKLK2,44.8,2.879e-05,3.2824e-05,9.4312e-05,5.48e-05,2020-02-12T03:07:51
3.5,1.79,RE,JKLK,44.1,4.3074e-05,6.0388e-05,0.00024496,0.00028084,2020-02-12T03:07:51
3.5,1.79,WY,YDD,23.0,1.8413e-05,2.1474e-05,0.0014645,0.0013864,2020-02-12T03:07:51
3.5,1.79,WY,YEE,74.4,0.0015855,0.00056524,0.0010461,0.00034626,2020-02-12T03:07:51
3.5,1.79,WY,YFT,24.3,3.3605e-05,6.1871e-05,0.0010047,0.00049597,2020-02-12T03:07:51
3.5,1.79,WY,YHB,66.5,3.4875e-05,3.5334e-05,1.8526e-05,1.7874e-05,2020-02-12T03:07:51
3.5,1.79,WY,YHL,75.8,2.2481e-05,1.3769e-05,2.2981e-05,1.731e-05,2020-02-12T03:07:51
3.5,1.79,WY,YMP,73.8,2.722e-05,2.7186e-05,3.1429e-05,2.6535e-05,2020-02-12T03:07:51
3.5,1.79,WY,YMR,50.4,2.9793e-05,2.0092e-05,0.00013412,9.0685e-05,2020-02-12T03:07:51
3.5,1.79,WY,YNE,104.4,1.9489e-05,1.8247e-05,5.7453e-06,1.4455e-05,2020-02-12T03:07:51
3.5,1.79,WY,YNM,54.4,0.00018027,0.00023918,0.00012877,0.00016808,2020-02-12T03:07:51
3.5,1.79,WY,YNR,53.4,1.5605e-05,3.8825e-05,0.0001437,9.6268e-05,2020-02-12T03:07:51
3.5,1.79,WY,YPP,4.8,2.4162e-05,2.0917e-05,0.018748,0.041187,2020-02-12T03:07:51
3.5,1.79,WY,YTP,41.9,8.6534e-06,1.4591e-05,8.0781e-05,7.678e-05,2020-02-12T03:07:51
3.5,1.79,WY,YUF,56.4,4.5516e-05,4.7352e-05,9.5911e-05,9.1364e-05,2020-02-12T03:07:51
5.0,-9.99,IW,LOHW,111.7,8.7544e-06,2.8209e-05,1.6071e-05,1.2551e-05,2020-01-04T14:26:25
5.0,-9.99,IW,MOOW,100.1,1.276e-05,1.7078e-05,7.0759e-06,1.6736e-05,2020-01-04T14:26:25
5.0,-9.99,IW,SNOW,131.0,2.9748e-05,3.3534e-05,2.7742e-05,2.1763e-05,2020-01-04T14:26:25
5.0,-9.99,RE,JKLK1,84.5,0.00011847,9.6022e-05,9.9438e-05,5.9709e-05,2020-01-04T14:26:25
5.0,-9.99,RE,JKLK2,85.0,4.2486e-05,4.3317e-05,1.6865e-05,1.3096e-05,2020-01-04T14:26:25
5.0,-9.99,RE,JKLK,84.5,8.9911e-05,8.8937e-05,7.1814e-05,5.9482e-05,2020-01-04T14:26:25
5.0,-9.99,US,LKWY,6.8,3.7092e-05,2.7898e-05,0.00085489,0.00049218,2020-01-04T14:26:25
5.0,-9.99,US,RLMT,102.1,2.1937e-05,1.9903e-05,9.3603e-06,1.9861e-05,2020-01-04T14:26:25
5.0,-9.99,WY,YDD,30.0,3.8117e-05,2.3427e-05,2.2593e-05,2.7362e-05,2020-01-04T14:26:25
5.0,-9.99,WY,YEE,36.5,5.3812e-05,0.00011173,2.6062e-05,3.9798e-05,2020-01-04T14:26:25
5.0,-9.99,WY,YFT,43.5,7.6096e-05,3.4857e-05,2.9974e-05,1.7609e-05,2020-01-04T14:26:25
5.0,-9.99,WY,YHB,70.9,4.6154e-05,4.0867e-05,1.8305e-05,1.2452e-05,2020-01-04T14:26:25
5.0,-9.99,WY,YHL,73.4,4.0156e-05,2.1617e-05,1.0775e-05,1.4626e-05,2020-01-04T14:26:25
5.0,-9.99,WY,YMP,20.9,5.341e-05,5.6905e-05,0.00013646,9.0496e-05,2020-01-04T14:26:25
5.0,-9.99,WY,YNE,52.1,1.1688e-05,1.3799e-05,8.5617e-06,1.1742e-05,2020-01-04T14:26:25
5.0,-9.99,WY,YNM,33.1,0.0002209,0.00013981,0.0001245,0.0001028,2020-01-04T14:26:25
5.0,-9.99,WY,YNR,30.8,2.4838e-05,2.1771e-05,4.2402e-05,2.9312e-05,2020-01-04T14:26:25
5.0,-9.99,WY,YPP,52.5,2.7305e-05,2.7188e-05,8.3754e-06,9.2493e-06,2020-01-04T14:26:25
5.0,-9.99,WY,YTP,23.1,2.3448e-05,2.1234e-05,3.2663e-05,1.6556e-05,2020-01-04T14:26:25
5.0,-9.99,WY,YUF,19.4,4.6585e-05,4.8274e-05,7.3375e-05,5.5834e-05,2020-01-04T14:26:25
3.6,-9.99,IW,LOHW,102.8,1.7481e-05,2.4905e-05,2.0658e-05,1.5245e-05,2020-01-05T14:36:30
3.6,-9.99,IW,MOOW,91.5,1.2183e-05,1.0319e-05,1.4582e-05,1.4564e-05,2020-01-05T14:36:30
3.6,-9.99,IW,SNOW,122.2,2.713e-05,5.3479e-05,3.4544e-05,1.3938e-05,2020-01-05T14:36:30
3.6,-9.99,RE,JKLK1,75.7,9.9462e-05,0.00013919,7.0036e-05,4.9452e-05,2020-01-05T14:36:30
3.6,-9.99,RE,JKLK2,76.2,4.4239e-05,7.1437e-05,8.0042e-06,1.4023e-05,2020-01-05T14:36:30
3.6,-9.99,RE,JKLK,75.8,9.8726e-05,0.00011594,8.5142e-05,4.7206e-05,2020-01-05T14:36:30
3.6,-9.99,US,LKWY,7.5,2.0696e-05,3.1263e-05,0.0010894,0.0010404,2020-01-05T14:36:30
3.6,-9.99,US,RLMT,107.9,2.0131e-05,2.6816e-05,2.4345e-05,4.1078e-05,2020-01-05T14:36:30
3.6,-9.99,WY,YDD,23.6,1.4873e-05,1.8474e-05,4.2782e-05,7.1303e-05,2020-01-05T14:36:30
3.6,-9.99,WY,YEE,35.0,0.00011996,0.0001614,0.00019743,0.00023325,2020-01-05T14:36:30
3.6,-9.99,WY,YFT,40.6,6.9837e-05,2.7794e-05,3.289e-05,7.675e-06,2020-01-05T14:36:30
3.6,-9.99,WY,YHB,73.1,4.5786e-05,4.3094e-05,2.0987e-05,1.2905e-05,2020-01-05T14:36:30
3.6,-9.99,WY,YHL,76.8,2.6598e-05,2.9292e-05,2.562e-05,1.9673e-05,2020-01-05T14:36:30
3.6,-9.99,WY,YMP,28.5,3.277e-05,2.6437e-05,1.8652e-05,2.4229e-05,2020-01-05T14:36:30
3.6,-9.99,WY,YMR,52.8,2.91e-05,4.5437e-05,2.4184e-05,2.5765e-05,2020-01-05T14:36:30
3.6,-9.99,WY,YNE,60.3,1.7337e-05,1.8368e-05,4.6285e-06,5.8291e-06,2020-01-05T14:36:30
3.6,-9.99,WY,YNM,37.4,0.00020037,0.0001506,0.00016748,0.0001035,2020-01-05T14:36:30
3.6,-9.99,WY,YNR,35.1,1.8233e-05,3.3105e-05,1.4364e-05,1.9773e-05,2020-01-05T14:36:30
3.6,-9.99,WY,YPP,46.4,1.9023e-05,2.6434e-05,1.338e-05,1.5827e-05,2020-01-05T14:36:30
3.6,-9.99,WY,YTP,14.5,1.862e-05,2.4954e-05,0.00030941,0.00062727,2020-01-05T14:36:30
3.6,-9.99,WY,YUF,25.9,7.2994e-05,5.6083e-05,3.5807e-05,4.7481e-05,2020-01-05T14:36:30
12.5,-9.99,IE,ICI,126.4,2.5233e-05,1.5317e-05,1.3962e-05,1.7807e-05,2020-01-05T20:45:34
12.5,-9.99,IW,MOOW,132.4,1.2962e-05,1.4616e-05,1.8011e-05,1.4747e-05,2020-01-05T20:45:34
12.5,-9.99,RE,JKLK1,127.8,0.00016451,0.00014116,5.3317e-05,6.4957e-05,2020-01-05T20:45:34
12.5,-9.99,RE,JKLK2,128.4,6.5941e-05,5.4429e-05,1.6253e-05,2.0087e-05,2020-01-05T20:45:34
12.5,-9.99,RE,JKLK,127.8,0.00015262,0.00012519,8.3496e-05,7.5502e-05,2020-01-05T20:45:34
12.5,-9.99,US,BOZ,88.1,2.0343e-05,1.6775e-05,9.6142e-06,8.9888e-06,2020-01-05T20:45:34
12.5,-9.99,US,LKWY,91.2,3.8796e-05,3.7365e-05,2.1882e-05,3.4488e-05,2020-01-05T20:45:34
12.5,-9.99,WY,YDD,86.5,2.2875e-05,2.0014e-05,2.0208e-05,2.7529e-05,2020-01-05T20:45:34
12.5,-9.99,WY,YEE,132.0,0.00022287,0.00034628,0.00055891,0.00083014,2020-01-05T20:45:34
12.5,-9.99,WY,YFT,65.9,6.4905e-05,4.2849e-05,2.8112e-05,2.1493e-05,2020-01-05T20:45:34
12.5,-9.99,WY,YHB,24.8,3.9901e-05,3.8318e-05,3.8299e-05,1.6602e-05,2020-01-05T20:45:34
12.5,-9.99,WY,YHL,25.3,2.2286e-05,3.1993e-05,2.4383e-05,3.7639e-05,2020-01-05T20:45:34
12.5,-9.99,WY,YMP,106.5,3.547e-05,5.4145e-05,1.1843e-05,1.6179e-05,2020-01-05T20:45:34
12.5,-9.99,WY,YMR,45.0,4.3434e-05,3.4873e-05,1.6825e-05,2.1872e-05,2020-01-05T20:45:34
12.5,-9.99,WY,YNE,119.7,1.1066e-05,3.1215e-05,3.5882e-06,4.6775e-06,2020-01-05T20:45:34
12.5,-9.99,WY,YNM,63.6,0.0002365,0.00018642,0.00017143,0.0001777,2020-01-05T20:45:34
12.5,-9.99,WY,YNR,65.7,3.555e-05,2.8608e-05,1.3562e-05,9.0697e-06,2020-01-05T20:45:34
12.5,-9.99,WY,YPP,81.4,4.7229e-05,2.7267e-05,1.8424e-05,4.8303e-06,2020-01-05T20:45:34
12.5,-9.99,WY,YTP,106.9,2.6573e-05,2.1634e-05,2.6264e-05,2.0779e-05,2020-01-05T20:45:34
12.5,-9.99,WY,YUF,78.8,4.5906e-05,5.2139e-05,3.4181e-05,4.0565e-05,2020-01-05T20:45:34
1.9,2.11,IW,LOHW,124.1,3.8081e-05,6.2476e-05,5.2716e-05,7.1012e-05,2020-01-06T22:03:32
1.9,2.11,IW,MOOW,109.0,5.349e-05,6.2703e-05,6.7998e-05,8.7969e-05,2020-01-06T22:03:32
1.9,2.11,IW,SNOW,141.1,0.0001366,0.00014609,2.6815e-05,5.8243e-05,2020-01-06T22:03:32
1.9,2.11,RE,JKLK1,96.5,0.00014703,0.00014337,9.9888e-05,0.00010585,2020-01-06T22:03:32
1.9,2.11,RE,JKLK2,97.1,7.3259e-05,7.7891e-05,2.7358e-05,3.3711e-05,2020-01-06T22:03:32
1.9,2.11,RE,JKLK,96.5,0.0001213,0.0001305,0.00018092,0.00011746,2020-01-06T22:03:32
1.9,2.11,US,BOZ,122.6,4.1569e-05,6.014e-05,5.8105e-05,2.6479e-05,2020-01-06T22:03:32
1.9,2.11,US,LKWY,27.9,0.00011669,6.8423e-05,4.0011e-05,4.6523e-05,2020-01-06T22:03:32
1.9,2.11,US,RLMT,118.9,6.01e-05,9.1598e-05,3.7558e-05,4.8678e-05,2020-01-06T22:03:32
1.9,2.11,WY,YDD,37.7,6.2407e-05,5.6971e-05,1.5607e-05,2.0332e-05,2020-01-06T22:03:32
1.9,2.11,WY,YEE,66.9,0.00042813,0.0008537,0.00061819,0.0012687,2020-01-06T22:03:32
1.9,2.11,WY,YFT,33.6,4.5195e-05,0.00010764,1.5985e-05,3.0586e-05,2020-01-06T22:03:32
1.9,2.11,WY,YHB,41.9,8.2871e-05,6.4412e-05,8.531e-05,3.4905e-05,2020-01-06T22:03:32
1.9,2.11,WY,YHL,43.0,3.3634e-05,7.6188e-05,3.6413e-05,5.6525e-05,2020-01-06T22:03:32
1.9,2.11,WY,YMP,40.5,9.8051e-05,0.00013494,1.9495e-05,2.3159e-05,2020-01-06T22:03:32
1.9,2.11,WY,YMR,24.5,8.5071e-05,0.00010182,6.9044e-05,8.2808e-05,2020-01-06T22:03:32
1.9,2.11,WY,YNE,60.7,6.3649e-05,7.3492e-05,2.8504e-05,1.2714e-05,2020-01-06T22:03:32
1.9,2.11,WY,YNM,2.9,0.00020115,0.00019024,0.0044807,0.0046901,2020-01-06T22:03:32
1.9,2.11,WY,YNR,1.7,9.3061e-05,5.7122e-05,0.0025951,0.0027201,2020-01-06T22:03:32
1.9,2.11,WY,YPP,52.0,5.2859e-05,7.2601e-05,2.2087e-05,1.7641e-05,2020-01-06T22:03:32
1.9,2.11,WY,YTP,48.2,6.5546e-05,5.5744e-05,5.8944e-05,9.4505e-05,2020-01-06T22:03:32
1.9,2.11,WY,YUF,12.5,0.00010291,8.8189e-05,0.00046438,0.00033456,2020-01-06T22:03:32
4.0,1.45,IW,LOHW,118.4,4.0098e-05,3.5776e-05,1.1123e-05,6.2771e-06,2020-01-07T12:42:11
4.0,1.45,IW,MOOW,105.1,2.826e-05,2.5526e-05,2.3431e-05,2.7367e-05,2020-01-07T12:42:11
4.0,1.45,IW,SNOW,136.8,5.5013e-05,5.9906e-05,2.1396e-05,2.694e-05,2020-01-07T12:42:11
4.0,1.45,RE,JKLK1,90.8,9.9508e-05,0.00015373,6.7114e-05,7.0059e-05,2020-01-07T12:42:11
4.0,1.45,RE,JKLK2,91.3,5.6679e-05,8.7566e-05,2.7928e-05,2.5382e-05,2020-01-07T12:42:11
4.0,1.45,RE,JKLK,90.8,9.2991e-05,0.00015597,0.00010737,9.6129e-05,2020-01-07T12:42:11
4.0,1.45,US,BOZ,137.3,3.7233e-05,4.1831e-05,5.3243e-05,2.7572e-05,2020-01-07T12:42:11
4.0,1.45,US,LKWY,13.3,3.4785e-05,0.00010062,0.00033915,0.0003709,2020-01-07T12:42:11
4.0,1.45,US,RLMT,107.3,6.5438e-05,5.7838e-05,1.5851e-05,1.9214e-05,2020-01-07T12:42:11
4.0,1.45,WY,YDD,32.1,4.013e-05,4.0145e-05,2.1949e-05,2.1178e-05,2020-01-07T12:42:11
4.0,1.45,WY,YEE,50.1,0.00064533,0.0013434,0.00035549,0.00073117,2020-01-07T12:42:11
4.0,1.45,WY,YFT,38.2,8.6085e-05,6.3527e-05,2.8683e-05,2.4794e-05,2020-01-07T12:42:11
4.0,1.45,WY,YHB,58.2,6.133e-05,3.8809e-05,2.0599e-05,1.4303e-05,2020-01-07T12:42:11
4.0,1.45,WY,YHL,59.8,2.2658e-05,3.4365e-05,4.4059e-05,3.7766e-05,2020-01-07T12:42:11
4.0,1.45,WY,YMP,25.9,3.8721e-05,4.7046e-05,5.8781e-05,5.2972e-05,2020-01-07T12:42:11
4.0,1.45,WY,YMR,39.3,4.2367e-05,5.398e-05,2.5447e-05,3.212e-05,2020-01-07T12:42:11
4.0,1.45,WY,YNE,52.0,2.2955e-05,3.9722e-05,5.0442e-06,5.0285e-06,2020-01-07T12:42:11
4.0,1.45,WY,YNM,19.4,0.00016959,0.00017582,0.00016421,0.00017866,2020-01-07T12:42:11
4.0,1.45,WY,YNR,17.2,4.141e-05,2.7052e-05,9.6051e-05,0.0001231,2020-01-07T12:42:11
4.0,1.45,WY,YPP,52.1,5.0489e-05,4.3573e-05,1.5903e-05,1.0948e-05,2020-01-07T12:42:11
4.0,1.45,WY,YTP,34.6,3.6435e-05,4.8e-05,2.5989e-05,3.5964e-05,2020-01-07T12:42:11
4.0,1.45,WY,YUF,5.4,5.6398e-05,6.367e-05,0.00083558,0.00098935,2020-01-07T12:42:11
4.1,1.6,IW,LOHW,137.8,2.8258e-05,1.7801e-05,7.6254e-06,1.4569e-05,2020-01-08T03:03:32
4.1,1.6,IW,MOOW,124.1,8.9887e-06,2.0016e-05,1.6018e-05,1.5511e-05,2020-01-08T03:03:32
4.1,1.6,RE,JKLK1,110.1,0.000121,0.0001286,5.0195e-05,5.0725e-05,2020-01-08T03:03:32
4.1,1.6,RE,JKLK2,110.7,5.6045e-05,5.7192e-05,7.2266e-06,9.8387e-06,2020-01-08T03:03:32
4.1,1.6,RE,JKLK,110.2,0.00011092,0.00010956,5.8729e-05,3.0247e-05,2020-01-08T03:03:32
4.1,1.6,US,BOZ,122.8,1.681e-05,2.2216e-05,1.2855e-05,1.8187e-05,2020-01-08T03:03:32
4.1,1.6,US,LKWY,32.2,2.5493e-05,2.7017e-05,2.2503e-05,3.5702e-05,2020-01-08T03:03:32
4.1,1.6,US,RLMT,100.3,4.1082e-05,3.3402e-05,2.0614e-05,2.0173e-05,2020-01-08T03:03:32
4.1,1.6,WY,YDD,51.0,2.335e-05,1.9488e-05,1.2477e-05,1.5096e-05,2020-01-08T03:03:32
4.1,1.6,WY,YEE,61.4,2.5838e-05,4.1823e-05,2.243e-05,6.8633e-05,2020-01-08T03:03:32
4.1,1.6,WY,YFT,52.5,4.4136e-05,7.1759e-05,2.381e-05,3.6103e-05,2020-01-08T03:03:32
4.1,1.6,WY,YHB,57.8,3.5758e-05,3.9234e-05,2.1164e-05,1.7307e-05,2020-01-08T03:03:32
4.1,1.6,WY,YHL,55.7,2.2278e-05,1.5929e-05,1.6371e-05,1.6768e-05,2020-01-08T03:03:32
4.1,1.6,WY,YMP,28.3,3.1625e-05,3.0428e-05,3.801e-05,6.257e-05,2020-01-08T03:03:32
4.1,1.6,WY,YNE,41.1,2.1172e-05,2.1951e-05,5.5739e-05,6.4246e-05,2020-01-08T03:03:32
4.1,1.6,WY,YNM,22.4,0.00016131,0.00021454,0.00013395,0.00016439,2020-01-08T03:03:32
