Evid,Date,Time,EqLat,EqLon,EqDep,EqML,EqMC,N,Dmin,ErrZ,ErrR,Net,Sta,Cmp,SLat,SLon,SElev,Repi,Rhyp,SML,Corr,AmpE,UnE,PerE,SnrE,AmpN,UnN,PerN,SnrN,halfAmpH,CatMag,H,GoodDep
50154140,1998-04-05,18:23:26.47,44.227,-110.787,5.25,2.77,2.76,4,5.0,1.1,0.7,US,AHID,BH,42.7654,-111.1004,1.96,164.3,164.38299999999998,2.81,-0.43,1.55891,mm,,2.0,1.9414,mm,,2.0,0.8750775,2.77,0.9523809523810001,True
50154140,1998-04-05,18:23:26.47,44.227,-110.787,5.25,2.77,2.76,4,5.0,1.1,0.7,US,LKWY,BH,44.5652,-110.4,2.424,48.7,49.0294,3.35,0.06,13.125,mm,,2.0,6.3869,mm,,2.0,4.877975,2.77,0.9523809523810001,True
50169840,1999-03-06,15:30:27.62,44.23,-110.62799999999999,10.13,1.88,1.92,2,9.0,0.9,0.5,US,AHID,BH,42.7654,-111.1004,1.96,167.1,167.40400000000002,1.78,-0.43,0.09742999999999999,mm,,2.0,0.16,mm,,2.0,0.0643575,1.88,0.888450148075,True
50169840,1999-03-06,15:30:27.62,44.23,-110.62799999999999,10.13,1.88,1.92,2,9.0,0.9,0.5,US,LKWY,BH,44.5652,-110.4,2.424,41.5,42.821000000000005,1.97,0.06,0.67737,mm,,2.0,0.61665,mm,,2.0,0.32350500000000004,1.88,0.888450148075,True
50170605,1999-04-02,11:32:55.15,44.951,-111.48100000000001,8.13,2.21,2.41,2,32.0,1.8,1.8,MB,BUT,EL,46.010834,-112.55666000000001,1.758,144.7,144.915,2.37,-0.23,0.50238,mm,,2.0,0.50238,mm,,2.0,0.25119,2.21,3.93603936039,False
50170605,1999-04-02,11:32:55.15,44.951,-111.48100000000001,8.13,2.21,2.41,2,32.0,1.8,1.8,US,LKWY,BH,44.5652,-110.4,2.424,95.8,96.1811,2.04,0.06,0.24394000000000002,mm,,2.0,0.13435,mm,,2.0,0.0945725,2.21,3.93603936039,False
50170975,1999-04-14,12:19:11.55,44.048,-110.359,1.6,1.99,1.67,2,28.0,8.7,0.8,US,AHID,BH,42.7654,-111.1004,1.96,154.6,154.608,1.86,-0.43,0.17811,mm,,2.0,0.21331,mm,,2.0,0.097855,1.99,17.5,False
50170975,1999-04-14,12:19:11.55,44.048,-110.359,1.6,1.99,1.67,2,28.0,8.7,0.8,US,LKWY,BH,44.5652,-110.4,2.424,57.6,57.6355,2.11,0.06,0.35213,mm,,2.0,0.3601,mm,,2.0,0.1780575,1.99,17.5,False
50174295,1999-06-16,16:38:27.41,44.754,-111.01,4.38,3.26,3.44,5,1.0,1.3,0.9,US,LKWY,BH,44.5652,-110.4,2.424,52.7,52.9185,3.38,0.06,9.7738,mm,,2.0,6.8293,mm,,2.0,4.150775,3.26,0.228310502283,True
50174295,1999-06-16,16:38:27.41,44.754,-111.01,4.38,3.26,3.44,5,1.0,1.3,0.9,WY,YMR,HH,44.66867,-110.965,2.149,10.1,11.069,3.57,-0.38,395.65,mm,,2.0,737.79,mm,,2.0,283.36,3.26,0.228310502283,True
50190200,1999-11-01,05:09:15.98,44.033,-110.854,8.51,1.96,2.15,3,17.0,1.4,0.5,US,AHID,BH,42.7654,-111.1004,1.96,142.3,142.55200000000002,1.9,-0.43,0.26119000000000003,mm,,2.0,0.28171,mm,,2.0,0.135725,1.96,1.9976498237400002,False
50190200,1999-11-01,05:09:15.98,44.033,-110.854,8.51,1.96,2.15,3,17.0,1.4,0.5,US,LKWY,BH,44.5652,-110.4,2.424,69.3,69.8735,2.21,0.06,0.44961999999999996,mm,,2.0,0.45343999999999995,mm,,2.0,0.22576500000000002,1.96,1.9976498237400002,False
50190200,1999-11-01,05:09:15.98,44.033,-110.854,8.51,1.96,2.15,3,17.0,1.4,0.5,WY,YMR,HH,44.66867,-110.965,2.149,71.1,71.6253,1.78,-0.38,0.45688,mm,,2.0,0.46353,mm,,2.0,0.23010250000000002,1.96,1.9976498237400002,False
50191520,1999-11-21,05:43:17.33,44.607,-110.46,6.54,1.49,1.01,2,7.0,1.5,0.4,US,LKWY,BH,44.5652,-110.4,2.424,6.7,9.66371,1.95,0.06,6.9287,mm,,2.0,5.4177,mm,,2.0,3.0866,1.49,1.07033639144,True
50191520,1999-11-21,05:43:17.33,44.607,-110.46,6.54,1.49,1.01,2,7.0,1.5,0.4,WY,YMR,HH,44.66867,-110.965,2.149,40.6,41.1473,1.03,-0.38,0.15381,mm,,2.0,0.25448000000000004,mm,,2.0,0.1020725,1.49,1.07033639144,True
50196720,2000-03-14,13:26:58.17,44.717,-110.678,4.3,1.73,1.8,2,0.0,0.5,0.5,US,LKWY,BH,44.5652,-110.4,2.424,27.8,28.1985,1.86,0.06,0.8540000000000001,mm,,2.0,1.1632,mm,,2.0,0.5043,1.73,0.0,True
50196720,2000-03-14,13:26:58.17,44.717,-110.678,4.3,1.73,1.8,2,0.0,0.5,0.5,WY,YMR,HH,44.66867,-110.965,2.149,23.3,23.721,1.59,-0.38,1.9344,mm,,2.0,2.727,mm,,2.0,1.16535,1.73,0.0,True
50198735,2000-04-05,09:42:37.29,44.66,-110.697,4.69,1.45,1.43,2,6.0,0.9,0.6,US,LKWY,BH,44.5652,-110.4,2.424,25.9,26.4001,1.59,0.06,0.93122,mm,,2.0,0.79342,mm,,2.0,0.43116000000000004,1.45,1.27931769723,True
50198735,2000-04-05,09:42:37.29,44.66,-110.697,4.69,1.45,1.43,2,6.0,0.9,0.6,WY,YMR,HH,44.66867,-110.965,2.149,21.2,21.7453,1.3,-0.38,1.6039,mm,,2.0,2.2467,mm,,2.0,0.96265,1.45,1.27931769723,True
50199445,2000-04-12,15:13:59.46,44.721000000000004,-110.711,4.64,0.8,0.91,2,3.0,0.4,0.4,US,LKWY,BH,44.5652,-110.4,2.424,30.1,30.523000000000003,1.18,0.06,0.25231,mm,,2.0,0.16515,mm,,2.0,0.10436500000000001,0.8,0.646551724138,True
50199445,2000-04-12,15:13:59.46,44.721000000000004,-110.711,4.64,0.8,0.91,2,3.0,0.4,0.4,WY,YMR,HH,44.66867,-110.965,2.149,20.9,21.4417,0.41,-0.38,0.20647,mm,,2.0,0.28014,mm,,2.0,0.12165250000000001,0.8,0.646551724138,True
50201690,2000-05-23,01:10:35.91,45.138000000000005,-111.06200000000001,8.67,2.49,2.64,2,35.0,13.0,4.9,US,BOZ,BH,45.59697,-111.62966999999999,1.589,67.7,68.2019,2.76,0.0,1.9481,mm,,2.0,1.7056,mm,,2.0,0.913425,2.49,4.0369088812000005,False
50201690,2000-05-23,01:10:35.91,45.138000000000005,-111.06200000000001,8.67,2.49,2.64,2,35.0,13.0,4.9,WY,YMR,HH,44.66867,-110.965,2.149,52.7,53.4328,2.01,-0.38,0.76447,mm,,2.0,1.1852,mm,,2.0,0.4874175,2.49,4.0369088812000005,False
50201885,2000-05-25,08:51:22.52,44.474,-110.545,2.65,2.33,2.4,2,5.0,1.6,0.5,US,LKWY,BH,44.5652,-110.4,2.424,15.4,15.7038,2.55,0.06,19.4,mm,,2.0,11.482000000000001,mm,,2.0,7.7205,2.33,1.88679245283,True
50201885,2000-05-25,08:51:22.52,44.474,-110.545,2.65,2.33,2.4,2,5.0,1.6,0.5,WY,YMR,HH,44.66867,-110.965,2.149,39.8,39.8983,2.11,-0.38,2.3347,mm,,2.0,2.5519,mm,,2.0,1.22165,2.33,1.88679245283,True
50201895,2000-05-25,08:54:10.78,44.477,-110.551,2.43,2.27,2.16,2,5.0,0.4,0.6,US,LKWY,BH,44.5652,-110.4,2.424,15.5,15.7606,2.5,0.06,17.643,mm,,2.0,10.211,mm,,2.0,6.9635,2.27,2.05761316872,True
50201895,2000-05-25,08:54:10.78,44.477,-110.551,2.43,2.27,2.16,2,5.0,0.4,0.6,WY,YMR,HH,44.66867,-110.965,2.149,39.2,39.2847,2.04,-0.38,2.0147,mm,,2.0,2.1994,mm,,2.0,1.053525,2.27,2.05761316872,True
50202220,2000-05-27,01:59:47.40,44.474,-110.564,2.74,1.22,1.34,2,5.0,1.5,0.5,US,LKWY,BH,44.5652,-110.4,2.424,16.5,16.8006,1.43,0.06,1.4825,mm,,2.0,0.8459899999999999,mm,,2.0,0.5821225,1.22,1.82481751825,True
50202220,2000-05-27,01:59:47.40,44.474,-110.564,2.74,1.22,1.34,2,5.0,1.5,0.5,WY,YMR,HH,44.66867,-110.965,2.149,38.5,38.6082,1.01,-0.38,0.17957,mm,,2.0,0.20906999999999998,mm,,2.0,0.09716,1.22,1.82481751825,True
50206005,2000-08-09,04:10:34.37,44.803999999999995,-110.79,4.37,1.13,0.96,2,5.0,0.5,0.3,US,BOZ,BH,45.59697,-111.62966999999999,1.589,110.1,110.171,1.65,0.0,0.08778,mm,,2.0,0.05297999999999999,mm,,2.0,0.03519,1.13,1.14416475973,True
50206005,2000-08-09,04:10:34.37,44.803999999999995,-110.79,4.37,1.13,0.96,2,5.0,0.5,0.3,US,LKWY,BH,44.5652,-110.4,2.424,40.8,41.0807,1.29,0.06,0.14949,mm,,2.0,0.12274000000000002,mm,,2.0,0.0680575,1.13,1.14416475973,True
50206005,2000-08-09,04:10:34.37,44.803999999999995,-110.79,4.37,1.13,0.96,2,5.0,0.5,0.3,WY,YMR,HH,44.66867,-110.965,2.149,20.5,20.9922,0.97,-0.38,0.7038,mm,,2.0,1.0704,mm,,2.0,0.44355,1.13,1.14416475973,True
50207345,2000-09-17,21:09:28.47,44.695,-110.61,6.95,1.15,1.27,2,6.0,1.4,0.7,US,LKWY,BH,44.5652,-110.4,2.424,22.0,23.2029,1.02,0.06,0.31135,mm,,2.0,0.42212,mm,,2.0,0.1833675,1.15,0.863309352518,True
50207345,2000-09-17,21:09:28.47,44.695,-110.61,6.95,1.15,1.27,2,6.0,1.4,0.7,WY,YMR,HH,44.66867,-110.965,2.149,28.3,29.1768,1.27,-0.38,0.67274,mm,,2.0,0.74924,mm,,2.0,0.355495,1.15,0.863309352518,True
50210475,2000-10-24,06:36:28.28,44.635,-110.66,4.88,0.89,0.84,2,4.0,0.6,0.5,US,LKWY,BH,44.5652,-110.4,2.424,22.0,22.6303,0.89,0.06,0.29017,mm,,2.0,0.24881999999999999,mm,,2.0,0.1347475,0.89,0.8196721311480001,True
50210475,2000-10-24,06:36:28.28,44.635,-110.66,4.88,0.89,0.84,2,4.0,0.6,0.5,WY,YMR,HH,44.66867,-110.965,2.149,24.5,25.0108,0.88,-0.38,0.4981,mm,,2.0,0.41052,mm,,2.0,0.22715500000000002,0.89,0.8196721311480001,True
50211785,2000-11-08,06:35:57.82,44.44,-110.6,4.05,1.91,2.01,2,1.0,0.4,0.3,US,LKWY,BH,44.5652,-110.4,2.424,21.1,21.5691,2.19,0.06,7.5353,mm,,2.0,3.3069,mm,,2.0,2.71055,1.91,0.246913580247,True
50211785,2000-11-08,06:35:57.82,44.44,-110.6,4.05,1.91,2.01,2,1.0,0.4,0.3,WY,YMR,HH,44.66867,-110.965,2.149,38.5,38.7283,1.63,-0.38,0.8638899999999999,mm,,2.0,0.76585,mm,,2.0,0.407435,1.91,0.246913580247,True
50211790,2000-11-08,06:38:41.49,44.446999999999996,-110.603,2.39,1.39,1.37,2,2.0,0.7,0.4,US,LKWY,BH,44.5652,-110.4,2.424,20.8,20.9895,1.68,0.06,2.1458,mm,,2.0,1.1877,mm,,2.0,0.833375,1.39,0.836820083682,True
50211790,2000-11-08,06:38:41.49,44.446999999999996,-110.603,2.39,1.39,1.37,2,2.0,0.7,0.4,WY,YMR,HH,44.66867,-110.965,2.149,37.9,37.985,1.1,-0.38,0.23890999999999998,mm,,2.0,0.2392,mm,,2.0,0.11952750000000001,1.39,0.836820083682,True
50211970,2000-11-09,18:40:12.20,44.746,-110.68,4.88,1.6,1.68,2,3.0,0.5,0.4,US,LKWY,BH,44.5652,-110.4,2.424,30.0,30.4653,1.74,0.06,0.87354,mm,,2.0,0.63434,mm,,2.0,0.37696999999999997,1.6,0.6147540983609999,True
50211970,2000-11-09,18:40:12.20,44.746,-110.68,4.88,1.6,1.68,2,3.0,0.5,0.4,WY,YMR,HH,44.66867,-110.965,2.149,24.2,24.717,1.46,-0.38,1.5626,mm,,2.0,1.9483,mm,,2.0,0.877725,1.6,0.6147540983609999,True
50212050,2000-11-10,00:26:48.99,44.745,-110.677,4.4,1.12,1.18,2,3.0,0.5,0.4,US,LKWY,BH,44.5652,-110.4,2.424,29.7,30.0892,1.32,0.06,0.30696,mm,,2.0,0.26588,mm,,2.0,0.14321,1.12,0.6818181818179999,True
50212050,2000-11-10,00:26:48.99,44.745,-110.677,4.4,1.12,1.18,2,3.0,0.5,0.4,WY,YMR,HH,44.66867,-110.965,2.149,24.4,24.8204,0.91,-0.38,0.51749,mm,,2.0,0.4547,mm,,2.0,0.2430475,1.12,0.6818181818179999,True
50212515,2000-11-17,15:38:08.26,44.701,-109.947,16.78,2.17,2.72,3,20.0,2.7,3.6,US,BOZ,BH,45.59697,-111.62966999999999,1.589,165.6,166.407,2.77,0.0,0.53769,mm,,2.0,0.39266999999999996,mm,,2.0,0.23259000000000002,2.17,1.19189511323,False
50212515,2000-11-17,15:38:08.26,44.701,-109.947,16.78,2.17,2.72,3,20.0,2.7,3.6,WY,YMR,HH,44.66867,-110.965,2.149,80.8,82.5544,1.7,-0.38,0.2699,mm,,2.0,0.33436,mm,,2.0,0.151065,2.17,1.19189511323,False
50212900,2000-11-24,00:57:57.59,44.755,-110.693,4.03,1.34,1.19,2,5.0,0.6,0.4,US,LKWY,BH,44.5652,-110.4,2.424,31.4,31.7143,1.38,0.06,0.34545,mm,,2.0,0.32571,mm,,2.0,0.16779000000000002,1.34,1.24069478908,True
50212900,2000-11-24,00:57:57.59,44.755,-110.693,4.03,1.34,1.19,2,5.0,0.6,0.4,WY,YMR,HH,44.66867,-110.965,2.149,23.6,23.9671,1.29,-0.38,1.0169,mm,,2.0,1.35873,mm,,2.0,0.5939075,1.34,1.24069478908,True
50213160,2000-11-24,06:52:37.07,44.453,-110.617,3.81,1.37,1.44,2,3.0,0.5,0.5,US,LKWY,BH,44.5652,-110.4,2.424,21.3,21.7167,1.56,0.06,1.5043,mm,,2.0,1.0268,mm,,2.0,0.632775,1.37,0.787401574803,True
50213160,2000-11-24,06:52:37.07,44.453,-110.617,3.81,1.37,1.44,2,3.0,0.5,0.5,WY,YMR,HH,44.66867,-110.965,2.149,36.6,36.8135,1.17,-0.38,0.28543,mm,,2.0,0.42008,mm,,2.0,0.17637750000000002,1.37,0.787401574803,True
50213315,2000-11-24,10:43:18.95,44.75899999999999,-110.698,3.97,1.26,1.13,2,5.0,0.6,0.6,US,LKWY,BH,44.5652,-110.4,2.424,32.0,32.3003,1.34,0.06,0.29952,mm,,2.0,0.29923,mm,,2.0,0.1496875,1.26,1.2594458438299998,True
50213315,2000-11-24,10:43:18.95,44.75899999999999,-110.698,3.97,1.26,1.13,2,5.0,0.6,0.6,WY,YMR,HH,44.66867,-110.965,2.149,23.4,23.7598,1.18,-0.38,0.9015799999999999,mm,,2.0,0.90665,mm,,2.0,0.4520575,1.26,1.2594458438299998,True
50213560,2000-11-26,22:23:32.98,44.684,-110.65299999999999,7.42,1.39,1.16,2,4.0,0.8,0.5,US,LKWY,BH,44.5652,-110.4,2.424,24.0,25.2493,1.64,0.06,1.0604,mm,,2.0,0.8731200000000001,mm,,2.0,0.48338000000000003,1.39,0.539083557951,True
50213560,2000-11-26,22:23:32.98,44.684,-110.65299999999999,7.42,1.39,1.16,2,4.0,0.8,0.5,WY,YMR,HH,44.66867,-110.965,2.149,24.8,25.9293,1.13,-0.38,0.5462,mm,,2.0,1.0659999999999998,mm,,2.0,0.40305,1.39,0.539083557951,True
50222165,2001-01-12,06:26:09.98,44.658,-110.665,7.05,0.93,1.06,2,6.0,0.9,0.5,US,LKWY,BH,44.5652,-110.4,2.424,23.4,24.5646,1.09,0.06,0.26583,mm,,2.0,0.27255,mm,,2.0,0.134595,0.93,0.851063829787,True
50222165,2001-01-12,06:26:09.98,44.658,-110.665,7.05,0.93,1.06,2,6.0,0.9,0.5,WY,YMR,HH,44.66867,-110.965,2.149,23.8,24.8649,0.77,-0.38,0.28464,mm,,2.0,0.42468,mm,,2.0,0.17733,0.93,0.851063829787,True
50225025,2001-01-21,06:01:22.09,44.638999999999996,-111.057,7.75,2.14,1.96,3,5.0,0.5,0.3,US,BOZ,BH,45.59697,-111.62966999999999,1.589,115.7,115.93299999999999,2.33,0.0,0.37326,mm,,2.0,0.31071,mm,,2.0,0.1709925,2.14,0.6451612903230001,True
50225025,2001-01-21,06:01:22.09,44.638999999999996,-111.057,7.75,2.14,1.96,3,5.0,0.5,0.3,US,LKWY,BH,44.5652,-110.4,2.424,52.8,53.428999999999995,1.93,0.06,0.38499,mm,,2.0,0.20402,mm,,2.0,0.1472525,2.14,0.6451612903230001,True
50225025,2001-01-21,06:01:22.09,44.638999999999996,-111.057,7.75,2.14,1.96,3,5.0,0.5,0.3,WY,YMR,HH,44.66867,-110.965,2.149,8.0,11.2425,2.21,-0.38,22.329,mm,,2.0,26.726999999999997,mm,,2.0,12.264000000000001,2.14,0.6451612903230001,True
50227370,2001-01-31,06:37:33.55,44.474,-110.527,4.87,1.57,1.74,2,6.0,1.1,0.6,US,LKWY,BH,44.5652,-110.4,2.424,14.3,15.2485,1.84,0.06,3.0906,mm,,2.0,2.9262,mm,,2.0,1.5042,1.57,1.23203285421,True
50227370,2001-01-31,06:37:33.55,44.474,-110.527,4.87,1.57,1.74,2,6.0,1.1,0.6,WY,YMR,HH,44.66867,-110.965,2.149,41.0,41.3061,1.3,-0.38,0.33246,mm,,2.0,0.42858,mm,,2.0,0.19025999999999998,1.57,1.23203285421,True
50237245,2001-03-21,11:29:04.56,44.32899999999999,-110.25,11.77,1.77,1.83,2,8.0,0.5,0.7,US,LKWY,BH,44.5652,-110.4,2.424,28.9,31.3672,2.16,0.06,2.3626,mm,,2.0,1.6131,mm,,2.0,0.993925,1.77,0.6796941376379999,True
50237245,2001-03-21,11:29:04.56,44.32899999999999,-110.25,11.77,1.77,1.83,2,8.0,0.5,0.7,WY,YMR,HH,44.66867,-110.965,2.149,68.3,69.3322,1.37,-0.38,0.16041,mm,,2.0,0.19261,mm,,2.0,0.088255,1.77,0.6796941376379999,True
50237400,2001-03-23,19:50:54.74,44.691,-110.791,7.27,1.46,1.41,2,7.0,0.8,0.4,US,LKWY,BH,44.5652,-110.4,2.424,34.0,34.8597,1.74,0.06,0.4604,mm,,2.0,0.499,mm,,2.0,0.23985,1.46,0.962861072902,True
50237400,2001-03-23,19:50:54.74,44.691,-110.791,7.27,1.46,1.41,2,7.0,0.8,0.4,WY,YMR,HH,44.66867,-110.965,2.149,14.0,15.8443,1.17,-0.38,1.868,mm,,2.0,1.719,mm,,2.0,0.89675,1.46,0.962861072902,True
50237445,2001-03-24,04:30:45.17,44.417,-110.55799999999999,3.32,1.58,1.57,2,3.0,0.9,0.3,US,LKWY,BH,44.5652,-110.4,2.424,20.7,21.0359,1.84,0.06,2.8337,mm,,2.0,1.9816,mm,,2.0,1.203825,1.58,0.9036144578309999,True
50237445,2001-03-24,04:30:45.17,44.417,-110.55799999999999,3.32,1.58,1.57,2,3.0,0.9,0.3,WY,YMR,HH,44.66867,-110.965,2.149,42.7,42.8407,1.31,-0.38,0.27563000000000004,mm,,2.0,0.33902,mm,,2.0,0.1536625,1.58,0.9036144578309999,True
50237845,2001-03-31,10:36:10.65,44.815,-111.353,10.57,2.35,2.36,3,14.0,0.7,1.9,MB,BUT,EL,46.010834,-112.55666000000001,1.758,163.0,163.327,2.37,-0.23,0.39905,mm,,2.0,0.39905,mm,,2.0,0.199525,2.35,1.32450331126,True
50237845,2001-03-31,10:36:10.65,44.815,-111.353,10.57,2.35,2.36,3,14.0,0.7,1.9,US,LKWY,BH,44.5652,-110.4,2.424,80.5,81.2473,2.32,0.06,0.61482,mm,,2.0,0.30230999999999997,mm,,2.0,0.22928249999999997,2.35,1.32450331126,True
50237845,2001-03-31,10:36:10.65,44.815,-111.353,10.57,2.35,2.36,3,14.0,0.7,1.9,WY,YMR,HH,44.66867,-110.965,2.149,34.7,36.3179,2.35,-0.38,4.98,mm,,2.0,5.8092,mm,,2.0,2.6973,2.35,1.32450331126,True
50237885,2001-04-02,06:00:09.26,44.69,-110.68799999999999,7.89,1.95,2.01,3,3.0,0.5,0.4,US,BOZ,BH,45.59697,-111.62966999999999,1.589,125.0,125.22399999999999,1.91,0.0,0.10809,mm,,2.0,0.09813999999999999,mm,,2.0,0.051557500000000006,1.95,0.38022813688199997,True
50237885,2001-04-02,06:00:09.26,44.69,-110.68799999999999,7.89,1.95,2.01,3,3.0,0.5,0.4,US,LKWY,BH,44.5652,-110.4,2.424,26.8,28.06,2.07,0.06,2.8501,mm,,2.0,2.2882,mm,,2.0,1.284575,1.95,0.38022813688199997,True
50237885,2001-04-02,06:00:09.26,44.69,-110.68799999999999,7.89,1.95,2.01,3,3.0,0.5,0.4,WY,YMR,HH,44.66867,-110.965,2.149,22.1,23.5167,1.61,-0.38,2.8821,mm,,2.0,4.8811,mm,,2.0,1.9408,1.95,0.38022813688199997,True
50240980,2001-05-18,00:10:53.47,44.831,-110.52600000000001,9.64,1.94,1.58,3,10.0,1.5,0.5,US,BOZ,BH,45.59697,-111.62966999999999,1.589,121.5,121.85,1.91,0.0,0.14261,mm,,2.0,0.11375999999999999,mm,,2.0,0.0640925,1.94,1.03734439834,True
50240980,2001-05-18,00:10:53.47,44.831,-110.52600000000001,9.64,1.94,1.58,3,10.0,1.5,0.5,US,LKWY,BH,44.5652,-110.4,2.424,31.2,32.783,1.37,0.06,0.34628000000000003,mm,,2.0,0.30921,mm,,2.0,0.1638725,1.94,1.03734439834,True
50240980,2001-05-18,00:10:53.47,44.831,-110.52600000000001,9.64,1.94,1.58,3,10.0,1.5,0.5,WY,YMR,HH,44.66867,-110.965,2.149,39.1,40.3068,1.37,-0.38,0.36371,mm,,2.0,0.5233899999999999,mm,,2.0,0.221775,1.94,1.03734439834,True
50241550,2001-05-25,03:20:25.71,44.724,-111.31700000000001,8.07,1.99,1.71,2,6.0,1.2,1.7,US,BOZ,BH,45.59697,-111.62966999999999,1.589,100.0,100.29299999999999,1.72,0.0,0.10670999999999999,mm,,2.0,0.10385,mm,,2.0,0.05264,1.99,0.7434944237919999,True
50241550,2001-05-25,03:20:25.71,44.724,-111.31700000000001,8.07,1.99,1.71,2,6.0,1.2,1.7,MB,BUT,EL,46.010834,-112.55666000000001,1.758,172.8,172.977,2.27,-0.23,0.25179,mm,,2.0,0.25179,mm,,2.0,0.125895,1.99,0.7434944237919999,True
50241550,2001-05-25,03:20:25.71,44.724,-111.31700000000001,8.07,1.99,1.71,2,6.0,1.2,1.7,WY,YMR,HH,44.66867,-110.965,2.149,28.6,29.7576,1.71,-0.38,1.6226,mm,,2.0,2.3041,mm,,2.0,0.981675,1.99,0.7434944237919999,True
50242305,2001-06-12,19:58:55.37,44.236000000000004,-110.527,9.76,2.05,2.04,4,3.0,0.9,0.6,US,AHID,BH,42.7654,-111.1004,1.96,169.8,170.078,2.22,-0.43,0.29079,mm,,2.0,0.42657,mm,,2.0,0.17934,2.05,0.30737704918000003,True
50242305,2001-06-12,19:58:55.37,44.236000000000004,-110.527,9.76,2.05,2.04,4,3.0,0.9,0.6,US,BOZ,BH,45.59697,-111.62966999999999,1.589,174.5,174.75,1.76,0.0,0.05565,mm,,2.0,0.0369,mm,,2.0,0.0231375,2.05,0.30737704918000003,True
50242305,2001-06-12,19:58:55.37,44.236000000000004,-110.527,9.76,2.05,2.04,4,3.0,0.9,0.6,US,LKWY,BH,44.5652,-110.4,2.424,38.0,39.341,2.58,0.06,2.3099,mm,,2.0,2.9183,mm,,2.0,1.30705,2.05,0.30737704918000003,True
50242305,2001-06-12,19:58:55.37,44.236000000000004,-110.527,9.76,2.05,2.04,4,3.0,0.9,0.6,WY,YMR,HH,44.66867,-110.965,2.149,59.4,60.2208,1.83,-0.38,0.4624,mm,,2.0,0.55682,mm,,2.0,0.254805,2.05,0.30737704918000003,True
50243655,2001-07-05,06:37:41.03,44.438,-110.594,3.81,1.76,2.05,2,1.0,0.5,0.4,US,LKWY,BH,44.5652,-110.4,2.424,20.9,21.3246,2.01,0.06,4.0267,mm,,2.0,3.1121,mm,,2.0,1.7847,1.76,0.262467191601,True
50243655,2001-07-05,06:37:41.03,44.438,-110.594,3.81,1.76,2.05,2,1.0,0.5,0.4,WY,YMR,HH,44.66867,-110.965,2.149,39.0,39.2004,1.5,-0.38,0.55819,mm,,2.0,0.65176,mm,,2.0,0.3024875,1.76,0.262467191601,True
50243660,2001-07-05,06:40:13.10,44.43600000000001,-110.59100000000001,4.01,1.42,0.95,2,0.0,0.2,0.5,US,LKWY,BH,44.5652,-110.4,2.424,20.9,21.3652,1.63,0.06,1.8515,mm,,2.0,1.0996,mm,,2.0,0.737775,1.42,0.0,True
50243660,2001-07-05,06:40:13.10,44.43600000000001,-110.59100000000001,4.01,1.42,0.95,2,0.0,0.2,0.5,WY,YMR,HH,44.66867,-110.965,2.149,39.4,39.6189,1.2,-0.38,0.25669000000000003,mm,,2.0,0.35456,mm,,2.0,0.1528125,1.42,0.0,True
50243815,2001-07-09,04:16:32.86,44.361999999999995,-110.46,11.83,2.05,2.14,4,12.0,0.7,0.6,US,LKWY,BH,44.5652,-110.4,2.424,23.0,26.0607,2.3,0.06,4.4391,mm,,2.0,4.3703,mm,,2.0,2.20235,2.05,1.01437024514,True
50243815,2001-07-09,04:16:32.86,44.361999999999995,-110.46,11.83,2.05,2.14,4,12.0,0.7,0.6,WY,YMR,HH,44.66867,-110.965,2.149,52.7,54.0443,2.03,-0.38,0.90295,mm,,2.0,1.1351,mm,,2.0,0.5095125,2.05,1.01437024514,True
50245785,2001-09-04,01:31:23.94,44.496,-111.13799999999999,14.7,1.93,1.86,2,13.0,0.9,0.6,US,BOZ,BH,45.59697,-111.62966999999999,1.589,128.3,129.093,2.2,0.0,0.22916,mm,,2.0,0.17384000000000002,mm,,2.0,0.10075,1.93,0.884353741497,True
50245785,2001-09-04,01:31:23.94,44.496,-111.13799999999999,14.7,1.93,1.86,2,13.0,0.9,0.6,WY,YMR,HH,44.66867,-110.965,2.149,23.6,27.8828,1.78,-0.38,4.4438,mm,,2.0,2.782,mm,,2.0,1.80645,1.93,0.884353741497,True
50245805,2001-09-04,01:59:04.27,44.494,-111.15,14.42,2.38,2.37,4,13.0,1.0,0.7,US,BOZ,BH,45.59697,-111.62966999999999,1.589,128.3,129.063,2.7,0.0,0.7401300000000001,mm,,2.0,0.5171100000000001,mm,,2.0,0.31431,2.38,0.9015256588070001,True
50245805,2001-09-04,01:59:04.27,44.494,-111.15,14.42,2.38,2.37,4,13.0,1.0,0.7,US,LKWY,BH,44.5652,-110.4,2.424,60.1,61.906000000000006,2.46,0.06,0.9094700000000001,mm,,2.0,0.66545,mm,,2.0,0.39373,2.38,0.9015256588070001,True
50245805,2001-09-04,01:59:04.27,44.494,-111.15,14.42,2.38,2.37,4,13.0,1.0,0.7,WY,YMR,HH,44.66867,-110.965,2.149,24.4,28.4186,2.34,-0.38,15.485,mm,,2.0,10.814,mm,,2.0,6.57475,2.38,0.9015256588070001,True
50245905,2001-09-05,19:01:15.08,44.498999999999995,-111.14200000000001,13.56,2.28,2.15,2,12.0,1.0,0.6,US,BOZ,BH,45.59697,-111.62966999999999,1.589,127.9,128.57399999999998,2.54,0.0,0.5384,mm,,2.0,0.34471999999999997,mm,,2.0,0.22078000000000003,2.28,0.8849557522120001,True
